id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
6547,2019-04-06,45-AQR-5120,FORD,KA,2016,117793,DIREKSIYON POMPASI,850,1117
6548,2018-04-24,60-AGM-6829,TOFAS,KARTAL,2015,193047,DIREKSIYON POMPASI,850,1779
6549,2018-02-03,57-OHJ-1863,BMW,X7,2015,47580,BALATA,787,1417
6550,2019-06-15,66-DAR-6109,VOLKSWAGEN,JETTA,2004,60643,DEBRIYAJ RULMANI,566,1038
6551,2018-06-20,59-BHE-5641,TOFAS,KARTAL,2014,182403,DIREKSIYON POMPASI,850,1667
6552,2019-03-06,34-XJI-7582,VOLVO,V1,2001,107380,BALATA,787,1750
6553,2019-12-01,54-OVE-5964,VOLKSWAGEN,PASSAT,2002,81060,DEBRIYAJ RULMANI,566,1291
6554,2018-07-03,25-BII-1928,PEUGEOT,407,2002,198782,BALATA,787,894
6555,2018-08-17,79-WGM-7502,AUDI,Q3,2016,72778,BALATA,787,284
6556,2018-02-24,62-GWL-2472,VOLKSWAGEN,POLO,2002,198517,DEBRIYAJ RULMANI,566,1462
6557,2018-08-07,64-ZMA-5278,PEUGEOT,306,2004,65760,BALATA,787,1791
6558,2019-08-15,19-ZUP-9595,TESLA,T2,2000,136650,DIREKSIYON POMPASI,850,1119
6559,2019-05-01,27-BCQ-7807,BMW,X5,2004,45883,DEBRIYAJ RULMANI,566,556
6560,2019-05-25,13-AZY-7598,VOLVO,V4,2010,50148,BALATA,787,250
6561,2019-08-13,03-ZLC-7622,PEUGEOT,206,2015,196571,DIREKSIYON POMPASI,850,1659
6562,2018-01-22,26-YWZ-1980,FORD,KA,2010,5579,DEBRIYAJ RULMANI,566,1986
6563,2018-10-12,42-SKJ-4618,PEUGEOT,306,2001,34175,DEBRIYAJ RULMANI,566,519
6564,2018-05-09,07-CMG-9958,FIAT,500,2001,64172,DIREKSIYON POMPASI,850,877
6565,2018-06-20,22-OQS-1081,AUDI,Q5,2010,24165,DIREKSIYON POMPASI,850,1089
6566,2018-07-19,59-EVQ-5428,VOLKSWAGEN,JETTA,2001,75447,BALATA,787,1991
6567,2018-09-20,60-OXU-2191,TOFAS,SAHIN,2002,199834,BALATA,787,826
6568,2018-08-08,06-TNG-4169,BMW,X3,2010,87626,DIREKSIYON POMPASI,850,1887
6569,2019-04-25,59-ZEM-1665,TESLA,T3,2011,21416,BALATA,787,1585
6570,2019-01-10,65-NNO-4653,PEUGEOT,206,2002,94151,DEBRIYAJ RULMANI,566,951
6571,2019-09-23,14-JKG-9817,SAAB,S4,2011,98348,DIREKSIYON POMPASI,850,1900
6572,2018-08-09,72-ANJ-9428,SAAB,S2,2011,126702,BALATA,787,506
6573,2018-06-30,23-FDA-8772,PEUGEOT,306,2006,138583,BALATA,787,1839
6574,2018-10-04,59-NZT-5243,SAAB,S3,2002,120725,BALATA,787,1378
6575,2019-10-17,15-YPM-3386,TOFAS,DOGAN,2017,84224,DEBRIYAJ RULMANI,566,657
6576,2018-06-29,03-FGX-1893,VOLVO,V1,2009,96726,BALATA,787,539
6577,2018-08-20,74-VBY-7640,TOFAS,KARTAL,2014,188739,DIREKSIYON POMPASI,850,1616
6578,2018-12-23,10-GGC-3047,TESLA,T4,2016,193262,BALATA,787,1515
6579,2018-10-18,49-BUB-7921,VOLKSWAGEN,POLO,2012,77851,BALATA,787,703
6580,2018-11-06,64-YVQ-1962,VOLVO,V4,2012,172664,DIREKSIYON POMPASI,850,1177
6581,2018-02-24,66-IIK-1917,VOLVO,V1,2002,176179,DEBRIYAJ RULMANI,566,1638
6582,2018-06-06,11-ENV-6644,VOLVO,V2,2017,94370,DIREKSIYON POMPASI,850,1729
6583,2019-06-03,47-YQN-7356,FIAT,500,2010,98432,DEBRIYAJ RULMANI,566,284
6584,2018-08-26,33-TUM-2360,TESLA,T2,2013,166592,DEBRIYAJ RULMANI,566,1438
6585,2019-05-13,20-JPU-4721,PEUGEOT,306,2012,68228,BALATA,787,1774
6586,2018-04-28,45-LTA-9472,BMW,X3,2011,146945,DIREKSIYON POMPASI,850,1396
6587,2019-09-07,76-TRT-3330,VOLVO,V2,2005,118753,BALATA,787,1373
6588,2019-05-31,81-BVQ-3470,AUDI,Q7,2009,153020,DIREKSIYON POMPASI,850,468
6589,2018-11-10,66-QWJ-390,FIAT,DOBLO,2015,86396,DIREKSIYON POMPASI,850,864
6590,2018-02-22,05-VUE-4053,FORD,KA,2011,5640,BALATA,787,1623
6591,2018-05-21,37-GHZ-3208,MERCEDES,C180,2008,121394,DEBRIYAJ RULMANI,566,1980
6592,2019-05-27,02-XYR-8117,BMW,X7,2005,28001,BALATA,787,1778
6593,2018-06-19,05-PEG-3099,MERCEDES,S350,2010,183738,DEBRIYAJ RULMANI,566,1740
6594,2019-08-09,13-PCY-1245,TOFAS,KARTAL,2016,87309,DIREKSIYON POMPASI,850,1221
6595,2018-07-05,79-AEQ-4084,BMW,X7,2008,18107,DEBRIYAJ RULMANI,566,1334
6596,2018-09-13,30-IXR-379,MERCEDES,S600,2015,134092,BALATA,787,797
6597,2019-12-12,33-HPT-5555,VOLVO,V2,2010,81568,DIREKSIYON POMPASI,850,981
6598,2018-03-07,50-EZI-4334,SAAB,S2,2017,198160,BALATA,787,1986
6599,2018-03-02,16-DEC-7571,VOLKSWAGEN,POLO,2000,20751,DEBRIYAJ RULMANI,566,929
6600,2018-04-18,60-IJN-9876,TESLA,T1,2008,122281,DEBRIYAJ RULMANI,566,825
6601,2019-06-20,07-OMN-7956,AUDI,A6,2017,115459,BALATA,787,1381
6602,2018-01-08,63-RPM-7517,BMW,X7,2010,15423,DIREKSIYON POMPASI,850,1051
6603,2019-08-13,51-KHF-666,PEUGEOT,206,2011,63714,DIREKSIYON POMPASI,850,981
6604,2018-02-13,65-VJN-7642,AUDI,Q5,2004,154914,BALATA,787,1050
6605,2019-01-26,57-JNR-2800,TOFAS,DOGAN,2002,189631,DIREKSIYON POMPASI,850,850
6606,2018-03-29,42-HCX-6349,BMW,X7,2009,99348,DIREKSIYON POMPASI,850,1990
6607,2018-01-08,03-TAC-8458,VOLVO,V1,2000,74509,BALATA,787,251
6608,2019-09-21,46-MFA-1966,VOLKSWAGEN,PASSAT,2007,162765,DEBRIYAJ RULMANI,566,792
6609,2019-01-14,45-VWW-2184,PEUGEOT,407,2017,61526,DIREKSIYON POMPASI,850,1349
6610,2018-11-22,24-BON-4321,VOLVO,V2,2017,167691,DIREKSIYON POMPASI,850,671
6611,2019-03-25,17-UVG-6551,FIAT,EGEA,2012,69498,BALATA,787,580
6612,2019-06-12,18-VVT-9550,FORD,KA,2007,51908,DEBRIYAJ RULMANI,566,1344
6613,2019-07-24,63-BAL-3114,AUDI,Q3,2000,78176,BALATA,787,1179
6614,2019-02-17,05-ECB-8292,MERCEDES,S600,2017,77339,DEBRIYAJ RULMANI,566,1734
6615,2018-10-04,19-PWY-5961,MERCEDES,S350,2007,12138,BALATA,787,452
6616,2019-05-09,64-HOA-2912,TESLA,T1,2017,19664,DEBRIYAJ RULMANI,566,1923
6617,2019-08-11,10-FYQ-8075,VOLVO,V4,2013,51008,DEBRIYAJ RULMANI,566,298
6618,2019-08-31,59-REL-513,VOLVO,V1,2015,168164,DIREKSIYON POMPASI,850,1260
6619,2019-09-15,24-KCP-8251,AUDI,Q5,2017,124205,DEBRIYAJ RULMANI,566,590
6620,2019-04-22,35-WSS-7921,FORD,KA,2003,198689,BALATA,787,1442
6621,2019-10-03,73-AAT-1408,PEUGEOT,306,2011,139599,DIREKSIYON POMPASI,850,1951
6622,2018-12-30,57-RQP-5563,AUDI,Q3,2010,140305,DEBRIYAJ RULMANI,566,1209
6623,2019-03-27,03-HXF-2750,FORD,KA,2015,48621,DEBRIYAJ RULMANI,566,813
6624,2018-03-06,30-TEB-4948,BMW,X7,2006,7962,BALATA,787,328
6625,2018-07-08,28-FGZ-6818,FORD,FIESTA,2005,146568,BALATA,787,1039
6626,2018-10-28,71-DWD-9521,FORD,FIESTA,2015,43768,BALATA,787,1748
6627,2018-03-23,73-DVF-5953,MERCEDES,C180,2009,135449,DEBRIYAJ RULMANI,566,1828
6628,2018-08-29,79-UTE-9180,VOLKSWAGEN,PASSAT,2010,95198,DEBRIYAJ RULMANI,566,674
6629,2018-05-02,47-KEK-9160,PEUGEOT,407,2014,123981,DIREKSIYON POMPASI,850,1757
6630,2019-12-21,22-NUR-5751,AUDI,Q7,2009,50303,BALATA,787,792
6631,2018-11-27,07-HZY-4818,FIAT,DOBLO,2015,159265,DEBRIYAJ RULMANI,566,1299
6632,2019-02-01,46-MAF-1144,SAAB,S1,2009,124814,DIREKSIYON POMPASI,850,452
6633,2018-03-17,07-VLP-2010,VOLVO,V4,2007,75817,DEBRIYAJ RULMANI,566,950
6634,2019-11-02,32-CSJ-9439,BMW,X7,2009,51132,BALATA,787,384
6635,2018-09-14,43-KJX-4492,AUDI,Q7,2000,149632,DIREKSIYON POMPASI,850,1396
6636,2019-05-31,15-OYJ-4613,FORD,KA,2010,190520,BALATA,787,1887
6637,2019-06-05,74-HUO-9187,VOLKSWAGEN,POLO,2007,50100,BALATA,787,574
6638,2019-03-24,60-LLA-9584,FORD,FOCUS,2001,129703,DEBRIYAJ RULMANI,566,858
6639,2019-03-20,01-ZSH-5646,FORD,KA,2001,12311,DEBRIYAJ RULMANI,566,796
6640,2018-07-05,61-WTB-2850,TOFAS,KARTAL,2011,49831,DIREKSIYON POMPASI,850,1012
6641,2018-05-11,70-NOQ-2884,FORD,FIESTA,2010,177960,DEBRIYAJ RULMANI,566,661
6642,2019-09-07,27-DDJ-1148,MERCEDES,C180,2000,69177,DEBRIYAJ RULMANI,566,367
6643,2019-07-31,67-ZZI-6912,PEUGEOT,407,2006,175505,BALATA,787,760
6644,2019-03-02,08-PQY-6131,PEUGEOT,407,2017,75063,BALATA,787,1645
6645,2018-02-27,43-LZE-9087,PEUGEOT,206,2014,77106,DEBRIYAJ RULMANI,566,1537
6646,2019-05-27,23-UNW-8532,VOLVO,V2,2004,93303,DEBRIYAJ RULMANI,566,1087
6647,2018-09-04,63-JEG-382,FORD,FIESTA,2000,67860,DIREKSIYON POMPASI,850,1062
6648,2018-10-20,18-IWC-8958,TOFAS,DOGAN,2013,113146,DIREKSIYON POMPASI,850,550
6649,2018-06-05,57-HWM-5869,FIAT,500L,2008,87348,DIREKSIYON POMPASI,850,1914
6650,2019-06-12,75-ENE-3767,MERCEDES,C180,2011,168768,BALATA,787,1082
6651,2019-11-15,60-IEY-2922,TOFAS,DOGAN,2011,132102,BALATA,787,1361
6652,2019-02-02,20-TGD-8248,MERCEDES,C180,2007,84002,DEBRIYAJ RULMANI,566,361
6653,2018-02-03,17-ZAM-3988,TESLA,T3,2004,162839,DIREKSIYON POMPASI,850,1581
6654,2019-11-29,50-IYW-2764,PEUGEOT,206,2010,80013,DIREKSIYON POMPASI,850,663
6655,2019-03-21,75-HPW-7066,TESLA,T1,2014,148649,DEBRIYAJ RULMANI,566,1961
6656,2019-02-14,77-XIC-3422,VOLVO,V4,2007,192987,DIREKSIYON POMPASI,850,1994
6657,2018-07-31,41-KRJ-5016,FORD,FIESTA,2013,104153,DIREKSIYON POMPASI,850,1458
6658,2018-05-13,66-BUT-3754,AUDI,Q7,2003,83068,DIREKSIYON POMPASI,850,753
6659,2019-02-14,19-QEL-4457,MERCEDES,C180,2011,193456,DIREKSIYON POMPASI,850,1942
6660,2018-06-13,43-QHS-7950,TESLA,T2,2003,81951,DEBRIYAJ RULMANI,566,799
6661,2019-07-10,04-VAA-6619,TOFAS,SAHIN,2015,187687,DIREKSIYON POMPASI,850,885
6662,2018-01-06,44-TAL-1300,VOLVO,V4,2017,129906,DEBRIYAJ RULMANI,566,920
6663,2019-10-31,20-JXW-4028,VOLKSWAGEN,JETTA,2003,67061,DEBRIYAJ RULMANI,566,936
6664,2018-10-25,34-DPS-4993,FIAT,DOBLO,2013,174940,DIREKSIYON POMPASI,850,311
6665,2019-12-24,48-YCA-1479,TOFAS,KARTAL,2003,15193,BALATA,787,1982
6666,2019-05-03,63-JYQ-8757,AUDI,Q3,2008,12542,BALATA,787,1674
6667,2019-11-04,59-QYF-8641,TOFAS,DOGAN,2009,23025,BALATA,787,1183
6668,2018-08-13,27-GIT-1336,FIAT,500,2001,62391,BALATA,787,1841
6669,2019-07-01,34-WVM-8531,TOFAS,DOGAN,2005,9650,DEBRIYAJ RULMANI,566,1948
6670,2019-02-20,75-GJH-4560,VOLVO,V4,2011,195704,BALATA,787,988
6671,2019-09-09,41-PFA-2887,BMW,X7,2002,194967,DEBRIYAJ RULMANI,566,1840
6672,2019-07-16,62-QXW-5568,MERCEDES,S350,2002,100241,BALATA,787,788
6673,2018-02-25,24-HZP-9471,VOLKSWAGEN,POLO,2005,165144,DEBRIYAJ RULMANI,566,1193
6674,2019-04-24,32-ZZN-8321,AUDI,Q3,2017,98362,DIREKSIYON POMPASI,850,1197
6675,2018-01-03,08-ZGN-6988,BMW,X3,2000,152841,DIREKSIYON POMPASI,850,1016
6676,2019-04-02,54-RHV-7855,TESLA,T3,2016,189641,DEBRIYAJ RULMANI,566,1237
6677,2018-04-25,47-TVE-8817,PEUGEOT,306,2010,145333,DEBRIYAJ RULMANI,566,1558
6678,2018-04-07,39-UBS-9947,FIAT,EGEA,2009,126564,BALATA,787,1605
6679,2019-09-27,43-GTH-4854,FORD,KA,2005,171109,DEBRIYAJ RULMANI,566,996
6680,2019-03-06,58-XCA-183,TESLA,T3,2012,155284,DEBRIYAJ RULMANI,566,1230
6681,2018-04-29,44-APB-592,AUDI,Q5,2014,71133,DIREKSIYON POMPASI,850,1229
6682,2019-08-24,35-YPO-4753,MERCEDES,S350,2005,36241,BALATA,787,1120
6683,2019-03-20,02-WNO-1818,FIAT,EGEA,2000,26958,BALATA,787,873
6684,2018-05-15,58-OVR-8562,FORD,FIESTA,2002,116702,DIREKSIYON POMPASI,850,1649
6685,2018-02-28,37-UAB-1690,VOLVO,V3,2011,78512,DEBRIYAJ RULMANI,566,565
6686,2018-11-03,81-JPG-4079,AUDI,Q7,2012,109641,BALATA,787,1219
6687,2019-03-25,70-PQS-2191,VOLVO,V1,2006,14299,DIREKSIYON POMPASI,850,609
6688,2018-01-19,71-YEE-9934,PEUGEOT,206,2009,61298,BALATA,787,725
6689,2019-12-25,03-ASS-459,FIAT,500,2003,52788,BALATA,787,1640
6690,2018-06-01,20-DIJ-7119,VOLKSWAGEN,PASSAT,2007,50632,DIREKSIYON POMPASI,850,619
6691,2019-12-09,64-HYW-9007,SAAB,S3,2002,118892,DIREKSIYON POMPASI,850,1318
6692,2019-03-04,11-WQQ-1027,AUDI,Q3,2004,141140,DEBRIYAJ RULMANI,566,1242
6693,2018-09-04,50-PZY-8694,TOFAS,DOGAN,2000,190545,DEBRIYAJ RULMANI,566,1659
6694,2018-06-29,54-LAN-7067,TOFAS,SAHIN,2012,141246,DEBRIYAJ RULMANI,566,1252
6695,2018-10-04,16-UYI-1049,VOLKSWAGEN,POLO,2009,61291,DEBRIYAJ RULMANI,566,1153
6696,2019-10-21,26-VBW-9222,TESLA,T2,2010,188980,DEBRIYAJ RULMANI,566,661
6697,2018-07-29,36-KBE-3418,VOLKSWAGEN,PASSAT,2001,72197,DIREKSIYON POMPASI,850,1922
6698,2018-06-05,21-KIN-6051,TESLA,T1,2007,14766,DIREKSIYON POMPASI,850,1853
6699,2018-09-06,12-SPI-4172,BMW,X5,2009,80344,BALATA,787,404
6700,2019-03-14,32-LYZ-2076,TOFAS,KARTAL,2009,111270,DEBRIYAJ RULMANI,566,271
6701,2019-04-28,64-EIV-8334,AUDI,Q7,2002,86533,DEBRIYAJ RULMANI,566,705
6702,2019-07-01,17-KMN-7362,VOLVO,V2,2016,71122,DEBRIYAJ RULMANI,566,1992
6703,2018-05-14,08-OJR-8987,SAAB,S4,2010,13032,DEBRIYAJ RULMANI,566,1175
6704,2018-11-10,11-GOB-1198,SAAB,S4,2000,25617,BALATA,787,1871
6705,2018-05-15,55-HKA-1266,FORD,FIESTA,2002,136879,DIREKSIYON POMPASI,850,1629
6706,2019-03-01,08-ZUN-6536,BMW,X5,2010,150068,BALATA,787,1784
6707,2019-10-17,10-EHS-4650,FIAT,EGEA,2015,104479,BALATA,787,1849
6708,2019-07-19,11-DGL-7709,FORD,FIESTA,2007,21070,DEBRIYAJ RULMANI,566,1020
6709,2018-06-02,12-UBI-724,BMW,X7,2017,122255,BALATA,787,1304
6710,2018-04-14,77-TPV-7889,BMW,X5,2012,24675,DEBRIYAJ RULMANI,566,781
6711,2019-06-04,77-UHH-3342,BMW,X7,2006,4682,DIREKSIYON POMPASI,850,1318
6712,2019-11-15,78-OMB-5152,SAAB,S2,2001,31345,DIREKSIYON POMPASI,850,623
6713,2019-01-11,05-IEL-1219,VOLVO,V4,2001,114524,DIREKSIYON POMPASI,850,1487
6714,2018-03-17,07-VXM-6759,MERCEDES,S600,2013,41105,DIREKSIYON POMPASI,850,1333
6715,2018-05-02,27-OJC-347,TESLA,T1,2003,54691,DEBRIYAJ RULMANI,566,363
6716,2019-09-23,74-CQY-9367,TESLA,T4,2012,14485,DEBRIYAJ RULMANI,566,1320
6717,2018-04-16,66-IDV-5927,FIAT,500L,2005,71950,DIREKSIYON POMPASI,850,1539
6718,2019-03-31,62-HAS-9482,VOLKSWAGEN,PASSAT,2009,38932,DEBRIYAJ RULMANI,566,1810
6719,2018-08-20,43-LIW-3655,TOFAS,KARTAL,2014,21378,DIREKSIYON POMPASI,850,441
6720,2018-09-14,17-VIP-8861,FIAT,500,2011,136770,DIREKSIYON POMPASI,850,592
6721,2019-07-18,77-OKB-5861,FIAT,DOBLO,2005,152173,DIREKSIYON POMPASI,850,1889
6722,2019-01-31,50-YAT-1704,VOLKSWAGEN,JETTA,2017,171312,DIREKSIYON POMPASI,850,874
6723,2018-11-24,59-ESJ-1901,VOLVO,V4,2008,73053,BALATA,787,1263
6724,2019-07-17,21-ZSD-9024,BMW,X3,2017,193416,DEBRIYAJ RULMANI,566,1084
6725,2018-06-07,70-LYN-8477,VOLVO,V1,2007,152691,DEBRIYAJ RULMANI,566,302
6726,2018-02-12,05-BLJ-1242,SAAB,S1,2013,21634,BALATA,787,1861
6727,2019-06-21,21-KVJ-7024,FORD,FOCUS,2013,81176,BALATA,787,1321
6728,2018-12-28,44-FQM-2786,TESLA,T3,2009,134079,DIREKSIYON POMPASI,850,1318
6729,2019-09-29,74-LNK-537,VOLKSWAGEN,JETTA,2007,121468,DIREKSIYON POMPASI,850,1012
6730,2019-01-07,75-IRA-9469,FIAT,500L,2017,138419,DEBRIYAJ RULMANI,566,1148
6731,2019-08-12,68-OQU-2478,TESLA,T3,2015,184217,DEBRIYAJ RULMANI,566,1501
6732,2019-03-28,46-LKB-2180,FIAT,500,2007,10576,BALATA,787,1287
6733,2018-08-10,67-DZT-741,PEUGEOT,206,2004,34374,DIREKSIYON POMPASI,850,1354
6734,2019-08-24,55-DVD-7339,BMW,X7,2011,31654,BALATA,787,1818
6735,2018-07-19,19-WNF-1502,FIAT,500,2016,56926,BALATA,787,1326
6736,2018-10-13,76-AHO-5736,VOLVO,V3,2005,197803,DIREKSIYON POMPASI,850,1030
6737,2019-11-22,27-DKM-2361,TESLA,T2,2000,65300,DEBRIYAJ RULMANI,566,388
6738,2018-01-04,79-XLL-8550,SAAB,S4,2010,195639,DEBRIYAJ RULMANI,566,1730
6739,2018-11-13,46-YJO-7229,TESLA,T4,2013,163723,BALATA,787,511
6740,2019-12-11,46-XBE-7919,MERCEDES,E200,2001,78951,BALATA,787,300
6741,2018-03-07,67-HKA-4127,VOLKSWAGEN,PASSAT,2012,87583,DEBRIYAJ RULMANI,566,651
6742,2019-02-06,31-LKT-5658,FIAT,500L,2013,81129,BALATA,787,812
6743,2019-12-04,78-ZDW-3945,TOFAS,DOGAN,2014,179515,BALATA,787,1506
6744,2018-07-05,35-DGJ-8928,VOLKSWAGEN,POLO,2017,84161,DIREKSIYON POMPASI,850,748
6745,2019-11-02,01-RPH-247,FORD,FOCUS,2017,190829,DEBRIYAJ RULMANI,566,1167
6746,2019-03-28,39-TCB-2626,AUDI,Q7,2011,115825,DIREKSIYON POMPASI,850,941
6747,2018-07-14,61-CLR-1239,TESLA,T4,2004,110866,DIREKSIYON POMPASI,850,1378
6748,2019-10-15,17-SIB-2664,VOLVO,V2,2003,16929,DEBRIYAJ RULMANI,566,449
6749,2019-05-08,30-KQJ-4602,VOLKSWAGEN,PASSAT,2002,82674,BALATA,787,1949
6750,2019-07-17,68-XLO-557,TOFAS,SAHIN,2008,31128,BALATA,787,311
6751,2018-11-27,02-AQX-7744,SAAB,S4,2009,140691,DIREKSIYON POMPASI,850,1088
6752,2019-10-03,79-HMC-2441,VOLKSWAGEN,PASSAT,2016,122360,DEBRIYAJ RULMANI,566,1177
6753,2018-11-15,01-YHK-9271,MERCEDES,E200,2001,62030,BALATA,787,395
6754,2018-04-04,22-PAD-8991,FIAT,500,2001,180676,DEBRIYAJ RULMANI,566,517
6755,2019-01-08,48-NZO-5447,TOFAS,SAHIN,2011,145723,BALATA,787,525
6756,2018-09-10,15-STD-634,BMW,X7,2015,9545,DEBRIYAJ RULMANI,566,1318
6757,2019-05-24,46-XPV-8207,TESLA,T4,2007,20079,DEBRIYAJ RULMANI,566,634
6758,2018-09-20,66-SAP-152,BMW,X3,2013,106623,DEBRIYAJ RULMANI,566,1691
6759,2018-10-12,80-PMN-7109,MERCEDES,S600,2003,30440,DEBRIYAJ RULMANI,566,1421
6760,2019-08-22,39-XXV-1039,VOLKSWAGEN,JETTA,2009,62841,DIREKSIYON POMPASI,850,570
6761,2018-06-03,48-JZB-5512,FIAT,DOBLO,2000,106897,DEBRIYAJ RULMANI,566,1623
6762,2019-01-23,07-HRY-5060,MERCEDES,S600,2005,75503,DEBRIYAJ RULMANI,566,1328
6763,2019-07-01,32-FYZ-1107,MERCEDES,S600,2007,154681,DIREKSIYON POMPASI,850,911
6764,2018-09-03,53-LBT-4476,FORD,FOCUS,2013,148006,DEBRIYAJ RULMANI,566,1649
6765,2018-08-02,46-CEB-6486,VOLVO,V1,2014,158903,DEBRIYAJ RULMANI,566,1975
6766,2018-09-09,11-ELF-3198,AUDI,Q5,2008,177806,DEBRIYAJ RULMANI,566,1365
6767,2019-07-15,02-AQT-450,AUDI,A6,2007,156155,DEBRIYAJ RULMANI,566,375
6768,2018-02-07,04-STL-8398,FORD,KA,2011,167703,DIREKSIYON POMPASI,850,1348
6769,2018-05-28,57-YSD-2428,BMW,X3,2009,117044,BALATA,787,947
6770,2019-03-17,50-IVP-9495,AUDI,Q3,2000,24019,BALATA,787,526
6771,2019-11-07,46-JQJ-48,PEUGEOT,306,2007,56536,DEBRIYAJ RULMANI,566,1445
6772,2018-08-22,18-ARP-5039,TOFAS,DOGAN,2008,103789,BALATA,787,1245
6773,2018-07-31,59-JLP-2131,VOLVO,V1,2013,11028,DEBRIYAJ RULMANI,566,688
6774,2019-11-13,31-OMX-9279,FIAT,DOBLO,2017,148468,DEBRIYAJ RULMANI,566,314
6775,2018-06-02,62-NSL-7751,VOLVO,V2,2013,149569,DIREKSIYON POMPASI,850,952
6776,2018-05-16,59-ZEH-8120,MERCEDES,S350,2012,115339,DIREKSIYON POMPASI,850,795
6777,2019-04-17,52-ESN-6170,FORD,KA,2007,174833,DIREKSIYON POMPASI,850,1943
6778,2019-01-22,32-FYO-5691,AUDI,Q3,2005,162263,DIREKSIYON POMPASI,850,707
6779,2019-03-10,78-NIV-2950,FIAT,DOBLO,2013,170785,DEBRIYAJ RULMANI,566,1593
6780,2018-11-17,70-BKU-543,FIAT,DOBLO,2017,45769,DIREKSIYON POMPASI,850,1231
6781,2018-11-20,52-MYY-3346,FORD,KA,2005,153051,DIREKSIYON POMPASI,850,685
6782,2019-07-30,76-PGQ-7060,VOLVO,V1,2016,113826,DEBRIYAJ RULMANI,566,1814
6783,2018-09-04,18-CPO-2305,MERCEDES,E200,2017,79951,DEBRIYAJ RULMANI,566,734
6784,2018-06-27,36-HCS-8787,FORD,KA,2008,62000,DIREKSIYON POMPASI,850,1705
6785,2018-05-26,46-ELS-2023,FORD,FIESTA,2009,183731,DIREKSIYON POMPASI,850,850
6786,2019-12-21,44-LDQ-5744,TESLA,T4,2012,114697,DEBRIYAJ RULMANI,566,1019
6787,2018-02-02,24-MOG-8275,FORD,KA,2005,96306,DIREKSIYON POMPASI,850,820
6788,2018-10-12,33-LOW-2314,TOFAS,KARTAL,2000,90886,BALATA,787,1436
6789,2019-08-16,39-RZD-7608,AUDI,Q5,2000,76353,BALATA,787,698
6790,2019-09-15,68-KJA-2994,BMW,X5,2014,40416,BALATA,787,1668
6791,2019-02-22,43-DTK-1464,AUDI,Q5,2013,4942,DEBRIYAJ RULMANI,566,453
6792,2019-09-16,03-AGF-4758,VOLKSWAGEN,PASSAT,2012,117448,BALATA,787,525
6793,2019-05-20,14-ZNI-3068,FORD,FIESTA,2003,55139,DEBRIYAJ RULMANI,566,855
6794,2018-05-15,62-BFZ-8184,FIAT,500,2004,74512,DIREKSIYON POMPASI,850,959
6795,2018-12-28,49-ESH-9437,VOLKSWAGEN,PASSAT,2017,165931,DIREKSIYON POMPASI,850,795
6796,2019-11-24,15-QCM-8112,TOFAS,DOGAN,2009,84193,DEBRIYAJ RULMANI,566,1396
6797,2019-11-14,59-AVY-1595,AUDI,Q5,2015,111274,BALATA,787,1629
6798,2018-11-15,67-UQJ-5415,VOLKSWAGEN,JETTA,2000,133564,DIREKSIYON POMPASI,850,1919
6799,2018-09-14,20-TPS-4161,FIAT,500L,2016,103750,DEBRIYAJ RULMANI,566,1447
6800,2019-09-06,69-MZO-9552,FIAT,DOBLO,2002,146307,BALATA,787,1361
6801,2019-06-13,55-ZWI-7449,VOLVO,V3,2011,75533,DIREKSIYON POMPASI,850,539
6802,2019-07-26,19-SBQ-2253,FORD,FIESTA,2007,125064,DEBRIYAJ RULMANI,566,448
6803,2019-07-28,09-HDK-1728,VOLKSWAGEN,POLO,2013,31227,DIREKSIYON POMPASI,850,1437
6804,2018-02-24,63-XOL-3212,TESLA,T4,2010,45000,DEBRIYAJ RULMANI,566,1913
6805,2018-02-03,27-GTW-9514,BMW,X5,2014,169499,DEBRIYAJ RULMANI,566,751
6806,2018-10-19,07-FBX-5690,MERCEDES,E200,2004,74536,DIREKSIYON POMPASI,850,932
6807,2019-11-23,81-PIB-7520,PEUGEOT,306,2006,176588,DEBRIYAJ RULMANI,566,741
6808,2018-08-24,13-IZD-5695,TESLA,T3,2003,124437,DEBRIYAJ RULMANI,566,502
6809,2019-01-26,63-ATK-5833,AUDI,Q5,2010,78745,BALATA,787,1020
6810,2019-01-13,04-NCC-2179,SAAB,S3,2004,103690,BALATA,787,1606
6811,2018-03-24,19-UVG-4884,TOFAS,SAHIN,2015,5912,DEBRIYAJ RULMANI,566,1438
6812,2019-06-27,21-VJJ-147,MERCEDES,S600,2006,47800,BALATA,787,331
6813,2018-08-10,69-MIC-2179,FIAT,500L,2011,109093,DEBRIYAJ RULMANI,566,712
6814,2019-07-31,61-RYW-345,AUDI,Q7,2006,89194,DEBRIYAJ RULMANI,566,1534
6815,2018-09-04,11-BOX-1427,FORD,FIESTA,2003,150224,DEBRIYAJ RULMANI,566,1844
6816,2019-01-25,15-HDG-4351,FIAT,500L,2006,11395,DEBRIYAJ RULMANI,566,1116
6817,2018-10-04,76-HQX-7521,VOLKSWAGEN,JETTA,2014,43879,DEBRIYAJ RULMANI,566,575
6818,2018-08-03,61-JGU-9328,MERCEDES,E200,2016,161906,BALATA,787,324
6819,2019-09-30,40-LXX-6083,FORD,FIESTA,2002,57637,DEBRIYAJ RULMANI,566,998
