id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
6257,2018-07-12,63-VZQ-4365,MERCEDES,S600,2012,13655,BALATA,699,946
6258,2019-09-20,76-HNJ-2343,SAAB,S2,2002,41144,BALATA,699,1384
6259,2018-05-05,31-GZN-5458,VOLKSWAGEN,PASSAT,2003,84657,DIREKSIYON POMPASI,801,1923
6260,2019-01-26,38-NTB-5781,VOLKSWAGEN,JETTA,2009,143510,DIREKSIYON POMPASI,801,984
6261,2019-02-11,75-MLJ-4941,VOLKSWAGEN,PASSAT,2004,78983,DEBRIYAJ RULMANI,694,587
6262,2019-09-23,10-MUJ-2856,PEUGEOT,407,2009,154373,DIREKSIYON POMPASI,801,904
6263,2018-07-25,26-SYU-306,VOLKSWAGEN,POLO,2002,145425,DIREKSIYON POMPASI,801,1870
6264,2018-10-25,67-XWL-2805,VOLVO,V2,2007,197265,DEBRIYAJ RULMANI,694,359
6265,2019-05-25,29-TSN-9601,AUDI,Q3,2001,99229,DEBRIYAJ RULMANI,694,943
6266,2019-09-11,13-OBV-7330,VOLKSWAGEN,POLO,2005,131208,BALATA,699,589
6267,2019-10-08,62-WWW-6506,BMW,X7,2004,193929,DIREKSIYON POMPASI,801,839
6268,2019-01-13,39-XCA-1293,VOLVO,V3,2002,161352,DIREKSIYON POMPASI,801,1553
6269,2018-04-09,38-ZND-7423,SAAB,S2,2005,28707,BALATA,699,1715
6270,2019-12-13,18-CIA-5694,BMW,X7,2011,172318,DEBRIYAJ RULMANI,694,833
6271,2018-07-11,28-KSH-1453,AUDI,Q5,2004,136693,BALATA,699,420
6272,2019-06-19,19-WSQ-6740,VOLVO,V2,2003,74057,BALATA,699,601
6273,2019-09-01,10-XSH-3501,TESLA,T3,2010,178247,BALATA,699,1647
6274,2018-07-03,26-CQY-3378,FORD,KA,2007,84070,DEBRIYAJ RULMANI,694,1975
6275,2019-10-30,65-IVJ-5045,PEUGEOT,407,2005,159882,BALATA,699,572
6276,2019-09-18,26-APU-57,BMW,X5,2000,119538,DIREKSIYON POMPASI,801,1129
6277,2018-05-01,29-BMD-5442,TOFAS,KARTAL,2014,15047,BALATA,699,1972
6278,2019-05-30,22-FAV-1943,TESLA,T4,2016,119369,DEBRIYAJ RULMANI,694,339
6279,2018-01-04,21-OES-3584,FORD,KA,2015,6391,BALATA,699,771
6280,2019-08-13,16-VNQ-1804,SAAB,S1,2015,150279,BALATA,699,878
6281,2019-09-28,80-PXV-3277,FIAT,500L,2011,100185,BALATA,699,709
6282,2019-11-10,35-VZP-6088,TOFAS,DOGAN,2009,28949,BALATA,699,1310
6283,2019-05-11,65-RHF-9280,TOFAS,DOGAN,2012,195513,DEBRIYAJ RULMANI,694,1656
6284,2019-05-21,65-BJA-5875,FIAT,DOBLO,2004,173499,BALATA,699,884
6285,2018-12-20,50-WXF-59,FORD,FIESTA,2010,104877,DIREKSIYON POMPASI,801,1212
6286,2018-04-02,17-YOF-6825,TOFAS,SAHIN,2017,115081,DEBRIYAJ RULMANI,694,1443
6287,2019-07-18,77-HBC-773,MERCEDES,S350,2014,153334,DIREKSIYON POMPASI,801,272
6288,2018-10-03,81-FWG-8878,SAAB,S2,2009,126245,DIREKSIYON POMPASI,801,823
6289,2019-07-17,47-UFN-4769,VOLVO,V4,2007,107024,DEBRIYAJ RULMANI,694,284
6290,2018-07-27,08-XRQ-9464,VOLKSWAGEN,POLO,2008,164767,DIREKSIYON POMPASI,801,450
6291,2019-05-12,41-OOR-1653,FIAT,DOBLO,2011,176873,DIREKSIYON POMPASI,801,929
6292,2019-11-22,13-ARS-1270,FORD,KA,2008,107279,BALATA,699,1983
6293,2019-07-20,67-XNN-8394,VOLKSWAGEN,PASSAT,2016,102988,DEBRIYAJ RULMANI,694,1943
6294,2018-03-19,28-HPN-8024,MERCEDES,S350,2013,68615,DEBRIYAJ RULMANI,694,739
6295,2018-05-28,05-RGG-1460,AUDI,Q5,2005,194734,BALATA,699,825
6296,2019-11-27,22-TNL-22,TOFAS,SAHIN,2005,115152,BALATA,699,1697
6297,2018-04-24,74-XNB-7284,FIAT,DOBLO,2004,188327,DEBRIYAJ RULMANI,694,579
6298,2019-08-22,15-LPG-339,VOLVO,V4,2005,185300,DEBRIYAJ RULMANI,694,1770
6299,2018-08-18,73-OYH-6990,FIAT,500,2017,2487,DEBRIYAJ RULMANI,694,1163
6300,2018-05-22,34-ATM-9725,BMW,X3,2000,51569,BALATA,699,1316
6301,2019-07-07,35-PTY-2813,TESLA,T2,2001,14926,BALATA,699,1807
6302,2019-12-10,33-VFE-7805,SAAB,S3,2011,73709,DIREKSIYON POMPASI,801,1798
6303,2018-07-17,43-UDX-1561,FIAT,500L,2001,111904,DEBRIYAJ RULMANI,694,2000
6304,2018-08-25,30-LZL-4289,SAAB,S3,2007,126219,DEBRIYAJ RULMANI,694,554
6305,2019-03-23,72-VVN-7867,TESLA,T3,2011,36054,DIREKSIYON POMPASI,801,431
6306,2019-07-23,45-SHQ-9225,SAAB,S1,2017,158733,DEBRIYAJ RULMANI,694,1215
6307,2019-01-17,58-NVJ-1350,MERCEDES,C180,2010,117331,DIREKSIYON POMPASI,801,270
6308,2019-04-30,01-COE-5227,MERCEDES,S350,2005,170908,DEBRIYAJ RULMANI,694,581
6309,2019-03-18,40-JHH-9112,TOFAS,DOGAN,2006,180157,DIREKSIYON POMPASI,801,890
6310,2019-05-28,30-KRY-1243,TESLA,T3,2002,177464,DEBRIYAJ RULMANI,694,974
6311,2018-11-22,09-NBL-7184,VOLVO,V1,2015,117580,DIREKSIYON POMPASI,801,1205
6312,2018-09-28,47-SIX-5779,TESLA,T3,2008,110762,DEBRIYAJ RULMANI,694,1293
6313,2019-04-11,65-XPJ-7236,MERCEDES,E200,2012,25498,BALATA,699,1591
6314,2018-08-28,54-JWB-7511,FORD,KA,2004,180804,BALATA,699,524
6315,2018-10-21,48-DXV-3874,MERCEDES,E200,2006,16730,DEBRIYAJ RULMANI,694,1822
6316,2019-11-21,65-GYH-8685,AUDI,Q3,2000,165559,DEBRIYAJ RULMANI,694,394
6317,2018-01-26,43-GQW-8436,BMW,X7,2007,169683,DEBRIYAJ RULMANI,694,1255
6318,2019-05-22,05-KKH-5764,BMW,X7,2003,95986,DIREKSIYON POMPASI,801,748
6319,2019-06-10,35-DMI-3747,VOLVO,V4,2013,3865,DEBRIYAJ RULMANI,694,1463
6320,2018-11-20,73-JAE-2330,FORD,KA,2005,73793,DEBRIYAJ RULMANI,694,1757
6321,2018-11-08,59-HGR-7466,AUDI,A6,2000,173306,DIREKSIYON POMPASI,801,1492
6322,2018-10-01,23-TEG-129,FORD,FOCUS,2013,83833,DEBRIYAJ RULMANI,694,519
6323,2018-01-08,57-IEL-4732,FORD,KA,2004,144550,DEBRIYAJ RULMANI,694,1136
6324,2018-08-28,46-TDQ-7175,FORD,FOCUS,2003,104380,BALATA,699,1433
6325,2018-11-16,60-SUO-5978,BMW,X5,2016,47811,DEBRIYAJ RULMANI,694,1454
6326,2019-05-20,38-DJF-954,FORD,FIESTA,2003,129564,BALATA,699,1702
6327,2019-06-30,57-MGL-2708,VOLVO,V3,2000,165116,BALATA,699,850
6328,2018-01-13,72-AIZ-8405,TESLA,T4,2015,56760,BALATA,699,1861
6329,2019-09-17,53-ZGP-5654,VOLVO,V3,2014,68423,DIREKSIYON POMPASI,801,480
6330,2019-12-28,80-XYW-4620,FORD,KA,2013,163235,DEBRIYAJ RULMANI,694,1888
6331,2019-03-16,36-VYD-3295,TOFAS,DOGAN,2012,187852,BALATA,699,660
6332,2018-05-27,58-AWD-641,FORD,FOCUS,2011,91195,DEBRIYAJ RULMANI,694,1915
6333,2018-01-08,78-ASP-445,AUDI,Q7,2008,116003,DIREKSIYON POMPASI,801,257
6334,2019-10-07,06-AXE-1967,PEUGEOT,407,2005,167851,DIREKSIYON POMPASI,801,929
6335,2019-04-16,80-MGD-3645,MERCEDES,S350,2006,173316,BALATA,699,443
6336,2018-05-12,33-YQO-124,TESLA,T3,2003,78489,DIREKSIYON POMPASI,801,1727
6337,2018-03-18,02-KWC-7649,TOFAS,SAHIN,2013,102987,DIREKSIYON POMPASI,801,1475
6338,2018-10-05,12-WQK-6064,VOLKSWAGEN,PASSAT,2017,96272,BALATA,699,835
6339,2019-02-15,52-GGL-7313,FORD,FOCUS,2017,89472,DEBRIYAJ RULMANI,694,1837
6340,2018-10-11,28-FJM-9787,FORD,KA,2008,35809,DIREKSIYON POMPASI,801,631
6341,2019-09-14,14-IFP-2440,TOFAS,SAHIN,2011,34779,DEBRIYAJ RULMANI,694,1713
6342,2018-04-15,77-SDJ-8433,PEUGEOT,306,2004,89812,BALATA,699,1074
6343,2018-04-09,76-VZA-5044,FORD,FIESTA,2015,22439,BALATA,699,536
6344,2018-10-03,21-HCY-7843,VOLKSWAGEN,PASSAT,2006,66633,DIREKSIYON POMPASI,801,856
6345,2018-06-07,46-IOD-2040,TESLA,T3,2009,122645,BALATA,699,748
6346,2018-05-23,71-FZR-7360,VOLVO,V2,2010,194767,DEBRIYAJ RULMANI,694,460
6347,2019-09-09,03-ACK-7346,FORD,FIESTA,2006,149649,DEBRIYAJ RULMANI,694,1664
6348,2018-09-17,32-AGR-2585,VOLKSWAGEN,PASSAT,2015,112831,BALATA,699,306
6349,2019-07-10,72-QKS-4931,TOFAS,DOGAN,2015,155804,DEBRIYAJ RULMANI,694,834
6350,2018-12-13,73-WVY-870,FIAT,500L,2006,188522,DEBRIYAJ RULMANI,694,628
6351,2019-05-11,58-KKC-7014,MERCEDES,E200,2015,103566,DEBRIYAJ RULMANI,694,845
6352,2019-12-27,47-LKS-7348,BMW,X3,2012,177433,BALATA,699,1440
6353,2019-09-15,40-DVF-3437,VOLVO,V2,2009,35232,DIREKSIYON POMPASI,801,1015
6354,2018-11-14,30-EUR-7375,BMW,X7,2003,102795,BALATA,699,1740
6355,2018-06-23,53-EVQ-4133,FORD,FOCUS,2003,72062,DEBRIYAJ RULMANI,694,446
6356,2018-12-24,44-IGW-7692,MERCEDES,C180,2014,12080,BALATA,699,1908
6357,2018-10-09,22-IKD-9719,FORD,KA,2010,134685,BALATA,699,1526
6358,2018-11-30,65-MCR-4383,SAAB,S3,2007,59688,DEBRIYAJ RULMANI,694,324
6359,2018-05-31,19-IIM-4211,TESLA,T4,2001,124188,BALATA,699,1008
6360,2019-12-20,50-SVZ-3931,MERCEDES,E200,2010,114526,BALATA,699,929
6361,2018-01-14,12-KNY-5575,BMW,X3,2013,185852,DIREKSIYON POMPASI,801,1864
6362,2018-03-01,54-LUP-2554,TESLA,T2,2015,178612,DEBRIYAJ RULMANI,694,869
6363,2019-02-21,24-THU-6227,MERCEDES,S600,2016,129948,DEBRIYAJ RULMANI,694,1741
6364,2019-04-27,28-ADB-6619,VOLVO,V1,2014,176864,DIREKSIYON POMPASI,801,871
6365,2019-02-08,79-DUA-7353,TOFAS,KARTAL,2002,184654,DIREKSIYON POMPASI,801,1774
6366,2018-06-27,20-PAZ-2753,SAAB,S2,2012,95104,BALATA,699,1355
6367,2018-06-30,11-ZGX-4917,VOLVO,V4,2007,149374,DIREKSIYON POMPASI,801,1359
6368,2019-01-29,44-BRQ-6328,FORD,FOCUS,2014,54494,DIREKSIYON POMPASI,801,293
6369,2018-08-16,31-TQF-9984,SAAB,S2,2016,119244,DIREKSIYON POMPASI,801,435
6370,2019-03-11,18-MFQ-7987,VOLVO,V4,2003,175567,BALATA,699,1250
6371,2018-07-12,18-EDJ-540,BMW,X7,2009,181782,DEBRIYAJ RULMANI,694,1892
6372,2018-06-16,37-GDI-5269,MERCEDES,C180,2005,148565,DEBRIYAJ RULMANI,694,1355
6373,2018-03-14,09-JHT-9489,VOLKSWAGEN,PASSAT,2007,65791,DEBRIYAJ RULMANI,694,907
6374,2019-02-05,52-ZJO-276,TOFAS,SAHIN,2010,144770,BALATA,699,1474
6375,2019-06-14,28-YXK-3779,FORD,KA,2009,175545,DIREKSIYON POMPASI,801,1130
6376,2019-05-24,67-ORB-2014,FORD,FIESTA,2013,83136,DIREKSIYON POMPASI,801,856
6377,2018-09-02,40-UBO-7202,SAAB,S2,2007,25561,DIREKSIYON POMPASI,801,955
6378,2019-04-22,40-XJS-4764,SAAB,S4,2003,55903,DIREKSIYON POMPASI,801,1246
6379,2019-02-25,42-CFA-7891,VOLKSWAGEN,POLO,2015,126941,DEBRIYAJ RULMANI,694,1924
6380,2018-01-25,59-VDR-8873,BMW,X3,2010,64695,BALATA,699,559
6381,2019-04-15,03-TAZ-123,FORD,KA,2014,42158,DIREKSIYON POMPASI,801,1769
6382,2018-02-25,12-ZIP-5381,TESLA,T1,2009,154645,DEBRIYAJ RULMANI,694,1160
6383,2018-03-22,47-SUY-1596,VOLKSWAGEN,PASSAT,2000,100726,DEBRIYAJ RULMANI,694,1697
6384,2018-11-13,44-HKN-1562,TESLA,T2,2006,11600,DIREKSIYON POMPASI,801,1119
6385,2019-12-20,03-WHZ-220,FIAT,500L,2005,122492,DIREKSIYON POMPASI,801,1506
6386,2019-03-09,72-FRF-3493,TESLA,T4,2015,160538,DIREKSIYON POMPASI,801,1787
6387,2018-05-17,81-PGW-1352,VOLVO,V2,2013,31336,DIREKSIYON POMPASI,801,675
6388,2018-12-29,26-IRH-6210,TOFAS,KARTAL,2016,43741,DIREKSIYON POMPASI,801,1814
6389,2019-09-29,30-PXP-4326,BMW,X5,2001,70573,DEBRIYAJ RULMANI,694,461
6390,2019-03-07,52-QNS-1244,SAAB,S1,2005,173757,BALATA,699,580
6391,2018-04-26,29-JXT-987,BMW,X3,2013,180885,DEBRIYAJ RULMANI,694,1045
6392,2018-08-05,52-HPV-3378,FORD,FOCUS,2009,180493,DIREKSIYON POMPASI,801,1576
6393,2019-06-25,59-RAI-1004,VOLVO,V2,2008,188818,BALATA,699,1407
6394,2019-02-19,73-CZK-2731,PEUGEOT,306,2001,171480,DEBRIYAJ RULMANI,694,1294
6395,2019-08-22,16-TPF-2063,FORD,FOCUS,2013,159565,DIREKSIYON POMPASI,801,964
6396,2018-06-22,31-BTG-6739,FORD,FIESTA,2013,83762,DIREKSIYON POMPASI,801,478
6397,2019-11-10,11-FRH-774,FORD,KA,2011,81575,BALATA,699,1175
6398,2018-01-24,44-VCJ-86,PEUGEOT,306,2003,46611,BALATA,699,1332
6399,2019-12-19,48-HOI-7728,BMW,X5,2004,138954,DEBRIYAJ RULMANI,694,840
6400,2019-03-03,59-VBC-3265,VOLVO,V1,2011,167260,DEBRIYAJ RULMANI,694,831
6401,2018-06-21,44-RWN-2282,TESLA,T2,2014,104074,BALATA,699,1061
6402,2018-03-17,20-NEX-8157,SAAB,S3,2001,148087,DEBRIYAJ RULMANI,694,1080
6403,2018-02-06,78-AXE-4180,FIAT,DOBLO,2007,35413,BALATA,699,1193
6404,2018-06-13,30-WPD-3042,SAAB,S1,2016,66363,DIREKSIYON POMPASI,801,1707
6405,2018-05-04,76-PCT-3653,FORD,FIESTA,2014,5306,BALATA,699,1194
6406,2019-08-27,18-ROF-8672,AUDI,Q5,2010,63147,DIREKSIYON POMPASI,801,1433
6407,2018-04-16,51-MWD-2080,SAAB,S3,2001,36230,DIREKSIYON POMPASI,801,1745
6408,2018-01-08,09-WVT-7412,PEUGEOT,206,2002,42021,BALATA,699,608
6409,2019-03-30,20-XHQ-8423,BMW,X3,2015,160145,DIREKSIYON POMPASI,801,467
6410,2018-12-12,45-MDX-3319,VOLVO,V1,2014,74730,BALATA,699,1918
6411,2019-04-10,61-GJU-1109,TESLA,T1,2013,15375,DIREKSIYON POMPASI,801,639
6412,2018-11-21,16-KBC-7240,VOLVO,V4,2009,5678,DEBRIYAJ RULMANI,694,429
6413,2018-03-16,73-QKB-2842,VOLVO,V2,2001,66549,BALATA,699,414
6414,2019-04-04,18-REM-730,VOLVO,V3,2006,49164,DIREKSIYON POMPASI,801,1368
6415,2018-05-17,80-EEM-8912,SAAB,S4,2006,101831,DIREKSIYON POMPASI,801,1170
6416,2019-12-18,67-XDE-5756,SAAB,S2,2004,99191,BALATA,699,452
6417,2018-11-08,44-SUM-2842,TOFAS,KARTAL,2012,184715,BALATA,699,1557
6418,2018-03-28,06-HEF-7839,AUDI,Q3,2015,129219,BALATA,699,1164
6419,2019-06-03,47-KUD-2912,FIAT,500L,2000,94198,BALATA,699,614
6420,2019-07-26,01-NUX-5305,PEUGEOT,206,2013,191491,BALATA,699,433
6421,2019-09-14,10-MJX-5624,AUDI,Q7,2015,102714,DEBRIYAJ RULMANI,694,933
6422,2019-10-06,24-MZV-5020,SAAB,S1,2012,104291,BALATA,699,1640
6423,2018-03-22,61-UDF-9502,BMW,X7,2016,132889,DIREKSIYON POMPASI,801,1348
6424,2018-06-25,11-EQM-8242,BMW,X7,2008,84893,DEBRIYAJ RULMANI,694,1247
6425,2019-01-08,79-AMP-2439,BMW,X7,2010,64643,DEBRIYAJ RULMANI,694,1244
6426,2019-08-11,35-HKA-1810,VOLKSWAGEN,PASSAT,2017,175600,BALATA,699,1485
6427,2019-08-11,40-SVT-5388,VOLVO,V2,2017,101951,DEBRIYAJ RULMANI,694,1916
6428,2018-10-29,28-TPY-3727,PEUGEOT,407,2008,94549,DIREKSIYON POMPASI,801,1593
6429,2019-08-29,40-RVU-1689,SAAB,S2,2014,115160,DIREKSIYON POMPASI,801,1554
6430,2018-07-23,28-LNM-1523,MERCEDES,S600,2001,30931,BALATA,699,1980
6431,2018-07-27,31-HKO-5690,FIAT,EGEA,2005,150767,DIREKSIYON POMPASI,801,1434
6432,2018-08-08,76-ZXE-5073,AUDI,Q5,2008,196439,DEBRIYAJ RULMANI,694,551
6433,2018-08-30,70-OPO-2977,VOLKSWAGEN,JETTA,2002,30958,BALATA,699,1006
6434,2019-08-15,24-LPB-5473,FORD,KA,2006,143874,DIREKSIYON POMPASI,801,1944
6435,2019-04-10,81-XRI-1329,VOLVO,V1,2001,97226,DEBRIYAJ RULMANI,694,546
6436,2019-06-06,53-NPR-5079,BMW,X5,2004,120621,BALATA,699,708
6437,2018-01-25,63-DXG-5373,FORD,FOCUS,2007,140028,BALATA,699,293
6438,2019-07-14,12-GJF-8172,VOLKSWAGEN,PASSAT,2015,186033,DIREKSIYON POMPASI,801,1964
6439,2019-11-07,49-IFN-429,SAAB,S1,2013,189770,DEBRIYAJ RULMANI,694,885
6440,2018-07-18,60-DAZ-8207,TESLA,T4,2011,165307,BALATA,699,1599
6441,2018-09-22,30-OPR-9804,VOLKSWAGEN,PASSAT,2015,148137,DEBRIYAJ RULMANI,694,776
6442,2018-11-20,26-NWH-9699,SAAB,S3,2003,54161,BALATA,699,1754
6443,2019-05-14,09-TWM-8911,FORD,FIESTA,2009,5346,BALATA,699,859
6444,2018-02-19,59-TTP-5012,VOLKSWAGEN,POLO,2006,40599,DIREKSIYON POMPASI,801,1286
6445,2019-03-29,64-MZS-1385,AUDI,Q3,2006,8948,BALATA,699,1097
6446,2019-01-13,67-IFT-4985,SAAB,S1,2011,64449,BALATA,699,589
6447,2018-07-21,46-NBH-5280,VOLKSWAGEN,PASSAT,2013,76405,DIREKSIYON POMPASI,801,1971
6448,2019-01-05,74-EHH-6686,VOLKSWAGEN,PASSAT,2014,151624,BALATA,699,1822
6449,2019-05-29,37-LTQ-8761,VOLVO,V1,2005,92769,BALATA,699,1989
6450,2019-12-04,07-PBB-7220,AUDI,Q3,2015,176936,DIREKSIYON POMPASI,801,829
6451,2019-11-02,38-QYD-6139,SAAB,S1,2001,164383,BALATA,699,910
6452,2018-12-21,19-PEC-1351,PEUGEOT,206,2009,20813,BALATA,699,496
6453,2019-08-11,04-JIG-6299,VOLVO,V4,2006,92310,DIREKSIYON POMPASI,801,1588
6454,2019-08-26,72-ZCI-850,VOLKSWAGEN,JETTA,2013,109103,DIREKSIYON POMPASI,801,312
6455,2019-08-01,69-QZR-3364,AUDI,Q7,2008,167468,DEBRIYAJ RULMANI,694,1566
6456,2019-09-07,16-ZUF-7361,PEUGEOT,206,2002,178537,DEBRIYAJ RULMANI,694,1156
6457,2019-09-09,43-MBS-9079,VOLKSWAGEN,PASSAT,2013,16529,BALATA,699,1644
6458,2018-07-05,75-VQO-5794,BMW,X5,2001,100880,DIREKSIYON POMPASI,801,1319
6459,2018-05-20,19-EDP-9239,VOLKSWAGEN,POLO,2016,26429,DIREKSIYON POMPASI,801,539
6460,2019-06-12,27-HOK-1036,PEUGEOT,407,2017,7454,DEBRIYAJ RULMANI,694,427
6461,2019-07-06,25-OLL-1737,TOFAS,SAHIN,2017,73310,BALATA,699,1701
6462,2018-08-05,07-JPO-3813,BMW,X3,2001,88112,DIREKSIYON POMPASI,801,1479
6463,2019-03-25,65-HIP-9939,TOFAS,KARTAL,2009,170077,DIREKSIYON POMPASI,801,768
6464,2018-10-16,57-WAN-7922,SAAB,S1,2002,116519,BALATA,699,797
6465,2018-01-15,36-XLS-2265,MERCEDES,S600,2008,4463,DIREKSIYON POMPASI,801,356
6466,2019-01-11,12-QWG-7461,MERCEDES,S600,2017,109374,BALATA,699,1916
6467,2019-09-25,24-IWX-6145,FORD,KA,2010,94988,DIREKSIYON POMPASI,801,1533
6468,2018-06-11,29-HUI-9677,FORD,FIESTA,2000,23907,DIREKSIYON POMPASI,801,375
6469,2018-05-27,67-AND-106,AUDI,A6,2001,99973,DEBRIYAJ RULMANI,694,1032
6470,2018-05-14,81-JGK-4987,SAAB,S3,2017,63636,DIREKSIYON POMPASI,801,277
6471,2018-12-15,31-MTH-4933,VOLKSWAGEN,POLO,2017,142127,DIREKSIYON POMPASI,801,708
6472,2018-07-27,56-KGD-6965,FIAT,EGEA,2001,186389,BALATA,699,1635
6473,2018-07-06,35-TSJ-4555,SAAB,S3,2014,149737,DEBRIYAJ RULMANI,694,1178
6474,2019-04-13,80-IVF-1558,MERCEDES,C180,2000,55842,BALATA,699,299
6475,2019-09-23,69-RUI-8669,VOLVO,V2,2005,86545,DEBRIYAJ RULMANI,694,1329
6476,2018-09-21,08-NRP-3028,FIAT,DOBLO,2014,165268,DIREKSIYON POMPASI,801,1366
6477,2018-01-10,01-TMI-3482,FORD,FOCUS,2002,37034,BALATA,699,1486
6478,2018-11-07,75-YMI-4090,VOLVO,V1,2017,123755,DIREKSIYON POMPASI,801,809
6479,2019-02-21,12-ZOL-6051,VOLVO,V4,2002,78747,BALATA,699,1414
6480,2019-01-07,43-YGA-3971,FORD,KA,2006,142555,DIREKSIYON POMPASI,801,1036
6481,2019-08-11,11-TDK-6736,BMW,X5,2007,117023,DIREKSIYON POMPASI,801,1499
6482,2019-03-07,28-JMA-4502,FIAT,500,2002,114321,DEBRIYAJ RULMANI,694,1238
6483,2018-09-10,72-YPF-8199,MERCEDES,C180,2001,31785,DEBRIYAJ RULMANI,694,1941
6484,2019-12-15,45-ZEL-1173,BMW,X5,2012,137827,DIREKSIYON POMPASI,801,809
6485,2019-04-22,58-DYW-3166,FIAT,DOBLO,2004,155440,DIREKSIYON POMPASI,801,1300
6486,2019-11-06,15-QEX-1477,MERCEDES,S600,2011,7569,BALATA,699,1855
6487,2019-01-26,44-FFB-9761,TESLA,T3,2017,85626,DIREKSIYON POMPASI,801,1673
6488,2018-05-23,05-JJI-2839,SAAB,S4,2001,179474,DEBRIYAJ RULMANI,694,1553
6489,2018-11-09,49-RWY-859,TESLA,T4,2010,32878,DIREKSIYON POMPASI,801,1804
6490,2019-08-10,26-FSF-1647,TOFAS,KARTAL,2007,182495,DEBRIYAJ RULMANI,694,1105
6491,2019-05-02,51-BKM-9766,FIAT,DOBLO,2010,139341,BALATA,699,1090
6492,2018-08-27,70-WVN-2063,VOLKSWAGEN,PASSAT,2014,197181,BALATA,699,453
6493,2019-06-26,23-SOE-1248,TOFAS,DOGAN,2005,152944,BALATA,699,904
6494,2019-03-26,62-RLO-1833,FORD,KA,2002,97203,DEBRIYAJ RULMANI,694,1103
6495,2018-08-06,18-AKR-943,BMW,X3,2005,19736,BALATA,699,538
6496,2018-09-23,64-YPK-9839,VOLVO,V2,2003,119472,DEBRIYAJ RULMANI,694,876
6497,2019-06-11,44-NSB-957,VOLVO,V2,2008,174837,DEBRIYAJ RULMANI,694,1805
6498,2018-04-18,31-APW-575,BMW,X5,2012,17918,DEBRIYAJ RULMANI,694,1036
6499,2018-03-20,12-PTJ-2386,TESLA,T3,2013,183963,BALATA,699,923
6500,2018-05-04,49-VYM-4610,BMW,X7,2010,20601,DIREKSIYON POMPASI,801,1400
6501,2018-10-26,06-WLH-4572,TOFAS,KARTAL,2014,63826,DEBRIYAJ RULMANI,694,521
6502,2019-03-06,59-FQX-61,FORD,KA,2000,158730,BALATA,699,1376
6503,2018-12-12,26-YBS-5585,SAAB,S2,2001,14076,BALATA,699,1838
6504,2018-12-02,14-VUV-7656,TESLA,T2,2016,24719,DEBRIYAJ RULMANI,694,1350
6505,2018-03-01,14-BMF-5344,BMW,X3,2016,56486,DEBRIYAJ RULMANI,694,401
6506,2018-12-18,40-UWM-2135,BMW,X3,2014,6655,BALATA,699,421
6507,2018-04-15,19-UGM-2648,FORD,KA,2004,149603,BALATA,699,1127
6508,2019-04-12,57-IVU-7024,MERCEDES,E200,2006,122427,BALATA,699,702
6509,2018-07-07,70-EDE-6480,SAAB,S3,2015,169729,DIREKSIYON POMPASI,801,1552
6510,2018-08-24,05-ZPE-8044,TOFAS,SAHIN,2013,59165,DIREKSIYON POMPASI,801,1546
6511,2019-07-27,65-JAW-9484,MERCEDES,S350,2012,163659,DEBRIYAJ RULMANI,694,369
6512,2018-04-28,24-AXG-974,VOLKSWAGEN,PASSAT,2013,176880,DEBRIYAJ RULMANI,694,725
6513,2019-09-29,16-POV-7139,TESLA,T2,2010,172313,BALATA,699,1839
6514,2018-02-16,40-OEL-1938,TESLA,T2,2008,184988,DEBRIYAJ RULMANI,694,1537
6515,2018-04-04,04-CDH-151,FORD,FIESTA,2008,190032,DEBRIYAJ RULMANI,694,1284
6516,2018-01-31,23-IOD-2039,FIAT,500L,2011,163757,DEBRIYAJ RULMANI,694,1857
6517,2019-10-16,71-ZLR-3473,PEUGEOT,206,2010,168255,DIREKSIYON POMPASI,801,1393
6518,2018-04-04,40-JFY-5713,PEUGEOT,306,2009,141764,DEBRIYAJ RULMANI,694,1196
6519,2018-06-11,19-SBE-3920,FORD,FOCUS,2009,188492,BALATA,699,1549
6520,2019-05-05,37-RXX-837,FORD,FOCUS,2011,194230,BALATA,699,1270
6521,2019-05-24,62-WKU-5437,VOLKSWAGEN,JETTA,2002,68605,DEBRIYAJ RULMANI,694,1418
6522,2019-02-04,24-QIB-5454,VOLVO,V2,2009,133399,DIREKSIYON POMPASI,801,937
6523,2018-11-15,36-YPU-1793,TESLA,T3,2012,74148,DEBRIYAJ RULMANI,694,673
6524,2019-09-20,53-RBZ-1802,TESLA,T4,2005,63977,DIREKSIYON POMPASI,801,815
6525,2019-11-06,12-STT-8252,FORD,FIESTA,2015,126592,BALATA,699,427
6526,2018-08-05,09-LLT-7417,VOLVO,V4,2001,179509,DIREKSIYON POMPASI,801,1586
6527,2019-05-30,60-BCU-3114,AUDI,A6,2012,96315,DIREKSIYON POMPASI,801,1923
6528,2018-08-25,53-KBW-5086,VOLKSWAGEN,POLO,2010,58187,BALATA,699,828
6529,2019-02-09,08-JQZ-2095,PEUGEOT,206,2010,198927,BALATA,699,747
6530,2019-08-08,11-SNE-7061,BMW,X5,2017,196236,DIREKSIYON POMPASI,801,1396
6531,2019-07-02,09-MKD-9560,VOLVO,V1,2015,41310,DEBRIYAJ RULMANI,694,1790
6532,2019-03-14,36-JLT-9099,SAAB,S4,2006,184736,DEBRIYAJ RULMANI,694,278
