id,tarih,plaka,marka,model,uretim_tarihi,km,parca_adi,parca_fiyat,iscilik_fiyat
2455,2019-04-12,48-JSE-2231,SAAB,S2,2001,65015,BALATA,581,434
2456,2018-06-10,07-MTT-5708,MERCEDES,S350,2010,47987,BALATA,677,1066
2457,2018-12-17,02-JNN-5890,FORD,FOCUS,2007,8852,DIREKSIYON POMPASI,507,1241
2458,2018-03-26,33-SNS-6126,PEUGEOT,407,2005,160402,DEBRIYAJ RULMANI,541,1622
2459,2018-05-17,20-CNQ-2369,VOLVO,V4,2000,65669,DEBRIYAJ RULMANI,633,1686
2460,2018-07-04,28-JZM-5440,SAAB,S2,2015,93727,BALATA,401,1891
2461,2019-01-18,34-ORH-5679,TOFAS,SAHIN,2009,68962,BALATA,572,1125
2462,2019-03-11,63-GAB-6950,BMW,X7,2003,52279,DEBRIYAJ RULMANI,544,747
2463,2018-11-21,58-YKC-3192,SAAB,S4,2002,136415,DEBRIYAJ RULMANI,463,392
2464,2019-06-07,67-CBU-3745,BMW,X5,2017,175988,BALATA,462,965
2465,2018-08-27,06-FHV-124,VOLKSWAGEN,PASSAT,2013,148969,BALATA,568,1970
2466,2018-06-08,57-AXI-3801,VOLKSWAGEN,PASSAT,2014,24768,DEBRIYAJ RULMANI,648,611
2467,2019-11-29,25-ZRA-4935,PEUGEOT,407,2006,135943,DIREKSIYON POMPASI,808,773
2468,2018-06-12,23-OZY-5099,VOLKSWAGEN,JETTA,2016,1201,DEBRIYAJ RULMANI,572,1529
2469,2019-08-03,69-SYB-8054,VOLVO,V1,2005,173817,BALATA,636,1237
2470,2018-06-08,35-XPK-9864,FIAT,EGEA,2017,171750,DIREKSIYON POMPASI,615,990
2471,2018-06-15,49-DJP-514,TESLA,T4,2007,126487,BALATA,722,528
2472,2019-10-30,59-CZZ-4398,BMW,X7,2001,138528,DIREKSIYON POMPASI,706,1151
2473,2018-04-28,80-QAM-8383,TOFAS,DOGAN,2001,137625,DEBRIYAJ RULMANI,465,265
2474,2019-03-05,22-OCI-9718,TOFAS,SAHIN,2010,187801,DEBRIYAJ RULMANI,573,566
2475,2018-10-08,68-NBW-9795,VOLKSWAGEN,PASSAT,2006,116743,DEBRIYAJ RULMANI,581,1152
2476,2018-10-29,44-VQJ-8596,FIAT,500,2002,74982,DEBRIYAJ RULMANI,557,766
2477,2019-01-14,68-YVY-8632,TOFAS,SAHIN,2005,16067,BALATA,560,970
2478,2019-12-09,67-BVM-5016,PEUGEOT,206,2008,197778,DEBRIYAJ RULMANI,619,677
2479,2019-04-02,28-LMD-9471,AUDI,A6,2012,93657,BALATA,633,363
2480,2019-06-10,45-YMK-9989,FORD,KA,2000,111794,BALATA,469,1990
2481,2018-09-07,51-KYW-4490,SAAB,S3,2015,23795,DEBRIYAJ RULMANI,558,612
2482,2018-09-20,35-BAF-5950,BMW,X5,2015,102217,BALATA,691,1479
2483,2019-06-28,21-HVW-5503,AUDI,A6,2011,184244,DIREKSIYON POMPASI,600,1347
2484,2019-01-18,53-AHU-3846,TOFAS,DOGAN,2002,21352,DIREKSIYON POMPASI,845,396
2485,2018-12-07,15-JVC-4577,MERCEDES,S600,2009,76996,DEBRIYAJ RULMANI,655,704
2486,2018-10-29,43-ODN-8464,PEUGEOT,306,2008,85813,BALATA,697,1272
2487,2019-04-08,67-NSZ-1229,VOLKSWAGEN,POLO,2013,9171,DIREKSIYON POMPASI,843,1784
2488,2018-09-06,07-ZRM-5491,MERCEDES,S350,2008,112194,DEBRIYAJ RULMANI,406,1904
2489,2018-01-14,34-BLB-7079,MERCEDES,S600,2003,194824,DEBRIYAJ RULMANI,547,447
2490,2020-01-01,35-JEV-2129,MERCEDES,C180,2002,172111,DEBRIYAJ RULMANI,676,1577
2491,2018-01-08,25-BJP-9976,TOFAS,KARTAL,2010,29366,DIREKSIYON POMPASI,583,510
2492,2019-05-22,34-PNL-3338,FIAT,500L,2004,107028,DEBRIYAJ RULMANI,585,498
2493,2018-12-08,26-BFD-4143,AUDI,Q7,2008,38667,DIREKSIYON POMPASI,710,953
2494,2019-07-23,52-EUW-5268,FIAT,DOBLO,2017,56246,DIREKSIYON POMPASI,645,929
2495,2018-01-06,73-EPP-782,AUDI,Q5,2006,73925,DIREKSIYON POMPASI,852,739
2496,2018-11-21,58-VNM-8060,AUDI,A6,2001,113319,DEBRIYAJ RULMANI,472,394
2497,2018-03-15,11-JGH-3820,FORD,FIESTA,2009,130402,DEBRIYAJ RULMANI,664,1166
2498,2018-11-03,16-KNP-1318,AUDI,Q3,2004,183574,DIREKSIYON POMPASI,828,342
2499,2019-08-14,58-SPL-9480,FIAT,EGEA,2017,174345,DIREKSIYON POMPASI,845,578
2500,2018-03-03,70-MZZ-5057,FORD,FIESTA,2001,117899,BALATA,792,1992
2501,2018-09-07,59-UZW-7933,VOLKSWAGEN,POLO,2010,44987,BALATA,753,933
2502,2019-01-27,72-ZNO-1571,TESLA,T1,2011,128633,DEBRIYAJ RULMANI,700,1696
2503,2019-08-16,78-FQP-4479,VOLKSWAGEN,POLO,2008,33977,BALATA,701,309
2504,2019-11-08,05-UMF-7818,FORD,KA,2002,66345,DEBRIYAJ RULMANI,550,1580
2505,2018-08-15,60-CTK-8795,MERCEDES,S600,2013,65399,BALATA,638,997
2506,2018-06-28,62-ZBP-8385,MERCEDES,C180,2014,137796,DIREKSIYON POMPASI,625,647
2507,2019-11-14,09-IDU-1799,VOLKSWAGEN,JETTA,2017,26929,DEBRIYAJ RULMANI,624,1881
2508,2019-09-08,70-PVA-9113,AUDI,A6,2001,156987,DEBRIYAJ RULMANI,583,1938
2509,2019-11-03,13-DPP-9075,BMW,X5,2008,111518,DEBRIYAJ RULMANI,441,1778
2510,2018-10-17,52-EII-1998,SAAB,S2,2014,59487,DEBRIYAJ RULMANI,402,324
2511,2018-08-21,33-KFY-1006,PEUGEOT,306,2017,46183,DIREKSIYON POMPASI,729,778
2512,2018-02-01,29-RYQ-1916,MERCEDES,S600,2005,104199,DEBRIYAJ RULMANI,512,1768
2513,2019-05-11,56-ABP-7393,PEUGEOT,206,2006,151283,DIREKSIYON POMPASI,547,1846
2514,2018-02-25,64-JKJ-2393,MERCEDES,C180,2011,106851,DIREKSIYON POMPASI,561,1297
2515,2019-08-08,71-KXH-1366,FIAT,500L,2014,23763,DEBRIYAJ RULMANI,405,1311
2516,2018-09-18,60-BFT-7577,SAAB,S2,2001,8206,DIREKSIYON POMPASI,838,1392
2517,2019-03-08,16-KFM-3857,FORD,FOCUS,2003,123292,BALATA,707,270
2518,2019-09-07,57-WVG-8743,MERCEDES,E200,2015,198110,DEBRIYAJ RULMANI,569,467
2519,2018-06-12,46-DGQ-9758,SAAB,S2,2017,29090,BALATA,516,1522
2520,2018-01-05,17-AHT-4549,PEUGEOT,206,2013,152778,BALATA,408,1203
2521,2018-06-02,01-IHO-177,AUDI,Q7,2002,28403,DEBRIYAJ RULMANI,641,1353
2522,2019-06-22,70-XNO-8810,TESLA,T3,2002,7999,BALATA,774,1579
2523,2019-05-22,68-AOW-845,PEUGEOT,407,2016,50941,DEBRIYAJ RULMANI,575,1372
2524,2019-09-26,18-SXD-5031,MERCEDES,S350,2000,147479,BALATA,402,1784
2525,2018-04-25,75-VUF-8421,TESLA,T3,2014,139106,DEBRIYAJ RULMANI,413,808
2526,2018-07-30,01-NSZ-7909,AUDI,A6,2004,114394,DEBRIYAJ RULMANI,505,1428
2527,2018-10-12,14-UXM-3758,PEUGEOT,306,2011,31015,BALATA,716,691
2528,2018-04-06,16-EKU-8302,TESLA,T4,2012,41676,DEBRIYAJ RULMANI,557,701
2529,2019-07-29,33-SNC-6712,VOLKSWAGEN,POLO,2005,158125,DIREKSIYON POMPASI,900,969
2530,2018-12-01,77-VPA-3266,VOLKSWAGEN,JETTA,2004,187433,BALATA,442,1573
2531,2019-08-20,26-TEM-2820,BMW,X7,2012,158752,DEBRIYAJ RULMANI,534,1791
2532,2018-10-06,46-HJJ-3313,VOLKSWAGEN,JETTA,2003,150058,DIREKSIYON POMPASI,875,963
2533,2018-12-31,50-DPJ-830,VOLKSWAGEN,JETTA,2012,26235,DIREKSIYON POMPASI,605,1543
2534,2019-01-28,46-QDJ-2800,TOFAS,DOGAN,2013,128429,DEBRIYAJ RULMANI,601,1145
2535,2019-06-22,14-NBF-7076,TOFAS,DOGAN,2010,2890,DIREKSIYON POMPASI,577,903
2536,2019-12-07,58-SZK-1640,MERCEDES,S350,2003,159909,DIREKSIYON POMPASI,763,1831
2537,2018-06-13,24-YDZ-7119,VOLKSWAGEN,POLO,2000,91998,DIREKSIYON POMPASI,660,367
2538,2018-12-11,27-RMG-2631,AUDI,A6,2002,5397,DIREKSIYON POMPASI,541,1793
2539,2018-09-04,44-RKM-7243,VOLKSWAGEN,POLO,2016,166255,BALATA,678,331
2540,2019-01-15,53-PGN-7866,TESLA,T2,2010,149822,DEBRIYAJ RULMANI,495,793
2541,2019-02-01,67-SZB-6871,VOLVO,V1,2003,103515,DIREKSIYON POMPASI,590,1626
2542,2018-05-06,24-TOM-6533,FIAT,500,2003,188984,DIREKSIYON POMPASI,825,1775
2543,2018-07-20,03-XUD-2504,SAAB,S4,2001,91273,BALATA,412,849
2544,2018-12-08,45-MXS-824,BMW,X3,2001,78658,DIREKSIYON POMPASI,564,967
2545,2018-03-18,63-SOA-4848,SAAB,S4,2015,29986,DEBRIYAJ RULMANI,629,1511
2546,2019-10-17,67-XVH-474,BMW,X3,2008,152596,DEBRIYAJ RULMANI,577,770
2547,2019-01-01,47-XDC-9967,AUDI,A6,2016,131616,BALATA,560,1724
2548,2019-08-29,48-KRV-9658,VOLKSWAGEN,JETTA,2016,60665,DIREKSIYON POMPASI,511,1527
2549,2018-09-08,65-OFV-2920,MERCEDES,S600,2012,54287,BALATA,767,1708
2550,2019-04-29,23-FII-5726,AUDI,Q5,2003,172462,DIREKSIYON POMPASI,840,1955
2551,2018-06-15,28-BHK-8360,AUDI,Q7,2012,162739,DIREKSIYON POMPASI,815,508
2552,2018-03-27,40-DVO-2600,FIAT,EGEA,2016,10860,DIREKSIYON POMPASI,853,536
2553,2019-05-25,73-XYM-6406,FIAT,DOBLO,2001,40819,DIREKSIYON POMPASI,682,1260
2554,2018-06-22,26-GEW-3867,TOFAS,KARTAL,2014,121670,DIREKSIYON POMPASI,686,250
2555,2018-04-28,10-VXW-311,AUDI,Q7,2011,116342,DEBRIYAJ RULMANI,699,1441
2556,2018-08-23,67-IEL-7079,SAAB,S1,2015,12593,DEBRIYAJ RULMANI,651,367
2557,2019-07-19,32-JGJ-2040,VOLKSWAGEN,POLO,2004,103172,DEBRIYAJ RULMANI,572,1436
2558,2019-07-15,69-YYR-8112,FIAT,DOBLO,2016,60860,DEBRIYAJ RULMANI,600,1704
2559,2019-09-25,26-KPP-3315,TOFAS,SAHIN,2008,44630,DIREKSIYON POMPASI,624,772
2560,2018-04-18,24-EDE-9166,TOFAS,KARTAL,2017,78053,DIREKSIYON POMPASI,846,437
2561,2018-08-28,42-CZH-3441,FIAT,EGEA,2016,101376,DIREKSIYON POMPASI,779,1437
2562,2018-04-13,46-PHT-3796,VOLKSWAGEN,PASSAT,2005,65882,DIREKSIYON POMPASI,643,1982
2563,2019-08-06,77-UAV-7753,BMW,X3,2007,8065,DIREKSIYON POMPASI,767,629
2564,2018-06-10,78-JKV-7808,MERCEDES,S600,2014,124705,DIREKSIYON POMPASI,551,1849
2565,2019-03-17,64-NVM-8340,BMW,X5,2008,134949,DEBRIYAJ RULMANI,461,448
2566,2019-09-14,53-JCC-5459,FORD,FIESTA,2000,48467,BALATA,454,1890
2567,2018-10-09,18-HSG-9233,MERCEDES,E200,2007,157050,DEBRIYAJ RULMANI,412,1801
2568,2018-06-02,05-TJP-9723,MERCEDES,S350,2003,17234,DEBRIYAJ RULMANI,401,1154
2569,2019-07-12,53-HHK-3752,BMW,X5,2015,180379,DIREKSIYON POMPASI,580,1011
2570,2018-05-04,50-IXX-4554,FORD,KA,2003,78721,DIREKSIYON POMPASI,534,715
2571,2018-08-18,79-BEM-251,TESLA,T3,2009,174724,DEBRIYAJ RULMANI,496,826
2572,2018-09-07,54-SDM-873,FIAT,500L,2006,59200,BALATA,770,540
2573,2019-08-28,48-UZD-1931,AUDI,A6,2011,108308,DIREKSIYON POMPASI,611,1057
2574,2018-03-13,65-CMY-3279,MERCEDES,S350,2003,102427,DEBRIYAJ RULMANI,483,1040
2575,2019-12-10,23-WGP-3095,TESLA,T4,2008,193783,DIREKSIYON POMPASI,750,295
2576,2018-02-02,61-GHM-9138,TOFAS,KARTAL,2006,119367,DIREKSIYON POMPASI,802,359
2577,2018-05-18,60-NRA-6153,SAAB,S2,2016,170170,DEBRIYAJ RULMANI,520,1269
2578,2018-01-27,14-HHE-7863,AUDI,A6,2008,49982,DEBRIYAJ RULMANI,498,1984
2579,2018-06-23,55-LMK-1419,FORD,KA,2012,61448,DEBRIYAJ RULMANI,568,1840
2580,2019-12-08,81-GOT-8712,TESLA,T1,2000,101589,BALATA,424,1963
2581,2019-08-21,80-LMT-5087,TOFAS,KARTAL,2014,142319,BALATA,435,721
2582,2019-01-20,75-FJH-2236,TOFAS,DOGAN,2015,190570,DIREKSIYON POMPASI,799,1648
2583,2018-10-21,76-PIV-2248,VOLVO,V1,2012,142502,BALATA,420,1925
2584,2019-11-15,42-WOL-6795,FIAT,500,2001,48892,DIREKSIYON POMPASI,589,1950
2585,2018-03-28,63-SKS-2430,TESLA,T1,2012,75124,DEBRIYAJ RULMANI,492,1451
2586,2018-08-31,81-WIM-656,VOLKSWAGEN,JETTA,2009,158230,DIREKSIYON POMPASI,768,1731
2587,2018-10-27,75-FID-7605,FIAT,500L,2004,67166,DEBRIYAJ RULMANI,525,1346
2588,2018-09-27,28-IXS-5357,PEUGEOT,206,2007,62689,DIREKSIYON POMPASI,687,1870
2589,2018-02-21,47-QKR-7375,MERCEDES,E200,2017,92258,BALATA,609,789
2590,2018-04-28,69-KEI-4850,MERCEDES,C180,2007,97644,DIREKSIYON POMPASI,541,1889
2591,2019-01-05,39-UYE-7369,MERCEDES,S600,2013,81699,DEBRIYAJ RULMANI,668,415
2592,2019-12-13,44-OXZ-618,VOLKSWAGEN,JETTA,2017,77750,DIREKSIYON POMPASI,746,1217
2593,2019-01-10,67-IZE-2474,TOFAS,KARTAL,2005,94651,DIREKSIYON POMPASI,832,647
2594,2019-10-30,79-ARA-5570,VOLKSWAGEN,PASSAT,2015,144574,BALATA,738,1260
2595,2018-06-07,46-VNB-810,FORD,KA,2013,142256,DEBRIYAJ RULMANI,609,1109
2596,2018-02-07,06-DKO-8068,AUDI,A6,2008,193687,BALATA,703,1248
2597,2019-05-24,36-SRB-2172,VOLVO,V4,2008,76677,DEBRIYAJ RULMANI,567,730
2598,2019-06-23,57-OYN-6412,BMW,X7,2011,85142,DIREKSIYON POMPASI,640,369
2599,2019-02-05,30-KVK-2356,VOLKSWAGEN,JETTA,2014,163525,DIREKSIYON POMPASI,551,976
2600,2018-12-07,69-TZM-2377,FORD,FIESTA,2014,47585,DIREKSIYON POMPASI,776,464
2601,2018-07-07,61-TWL-1646,FIAT,DOBLO,2000,154280,BALATA,439,717
2602,2018-01-04,78-UXA-3005,TOFAS,KARTAL,2014,52332,DEBRIYAJ RULMANI,625,1278
2603,2018-01-23,78-YUF-4653,BMW,X5,2016,73447,DEBRIYAJ RULMANI,577,789
2604,2019-04-28,16-VKT-8214,SAAB,S1,2011,42413,DIREKSIYON POMPASI,737,1743
2605,2018-06-30,07-DQT-6874,AUDI,A6,2017,104347,DEBRIYAJ RULMANI,403,1164
2606,2018-04-12,78-WUO-4977,PEUGEOT,306,2006,99390,BALATA,460,968
2607,2019-09-22,05-UZD-121,SAAB,S2,2013,76217,BALATA,401,1258
2608,2019-10-04,06-VSD-1802,FIAT,EGEA,2012,87004,BALATA,740,291
2609,2018-08-16,63-KJL-3901,SAAB,S3,2014,65993,DIREKSIYON POMPASI,775,1328
2610,2019-07-07,58-FTG-9939,MERCEDES,E200,2005,149299,DEBRIYAJ RULMANI,645,331
2611,2019-12-05,38-BOK-5103,TESLA,T1,2008,191512,DEBRIYAJ RULMANI,661,571
2612,2019-09-15,63-LOH-2983,BMW,X5,2004,41267,BALATA,441,529
2613,2018-06-09,29-QWT-5915,BMW,X3,2017,5921,DEBRIYAJ RULMANI,693,910
2614,2019-12-28,31-GPC-2059,SAAB,S4,2009,44184,DIREKSIYON POMPASI,544,1095
2615,2019-10-27,22-QSC-4440,TOFAS,KARTAL,2014,79101,BALATA,721,396
2616,2019-11-20,03-BRE-771,TESLA,T1,2007,109707,DEBRIYAJ RULMANI,679,1792
2617,2018-02-03,09-NRX-2164,VOLVO,V1,2017,188133,DIREKSIYON POMPASI,782,416
2618,2019-02-27,78-KCI-7982,TOFAS,SAHIN,2011,180710,DIREKSIYON POMPASI,788,1128
2619,2019-10-14,40-GUT-7700,FORD,FOCUS,2017,166038,DEBRIYAJ RULMANI,441,1584
2620,2019-02-02,17-QXA-3515,FIAT,DOBLO,2009,10070,BALATA,435,673
2621,2018-11-22,53-PKO-5654,MERCEDES,C180,2015,2084,BALATA,401,256
2622,2019-03-09,61-OJT-9164,AUDI,Q5,2006,107023,DIREKSIYON POMPASI,751,1964
2623,2019-04-09,43-SKN-7340,VOLVO,V3,2004,33869,DIREKSIYON POMPASI,817,275
2624,2018-06-29,62-AES-2450,AUDI,Q7,2001,49438,BALATA,540,973
2625,2018-02-07,25-OTR-9723,TESLA,T1,2000,86942,DIREKSIYON POMPASI,551,1680
2626,2019-01-05,74-MWW-377,VOLKSWAGEN,POLO,2003,21401,BALATA,463,551
2627,2018-09-07,48-SSH-7454,VOLKSWAGEN,JETTA,2005,146775,DIREKSIYON POMPASI,739,1609
2628,2018-05-31,23-SFV-865,PEUGEOT,206,2005,16333,DIREKSIYON POMPASI,764,789
2629,2019-10-04,77-WHJ-5363,AUDI,Q5,2008,143756,BALATA,440,286
2630,2019-08-16,13-KUN-1915,BMW,X3,2017,37128,DIREKSIYON POMPASI,867,1903
2631,2018-12-01,48-BAD-4720,FIAT,500,2001,131420,DEBRIYAJ RULMANI,503,1036
2632,2018-03-17,39-TME-2045,PEUGEOT,407,2003,153969,DIREKSIYON POMPASI,618,1426
2633,2018-11-21,63-KWK-7648,TESLA,T3,2001,54226,BALATA,637,1181
2634,2018-05-11,47-VFS-252,VOLVO,V3,2010,52048,DIREKSIYON POMPASI,610,1402
2635,2018-10-31,75-NMH-421,FIAT,DOBLO,2014,17915,DIREKSIYON POMPASI,540,1966
2636,2018-11-08,53-RSL-8417,PEUGEOT,206,2009,188278,DIREKSIYON POMPASI,567,1009
2637,2019-12-08,63-ACA-5337,TOFAS,DOGAN,2009,152592,DIREKSIYON POMPASI,886,1139
2638,2018-06-09,70-QKE-5725,VOLKSWAGEN,JETTA,2013,67831,DIREKSIYON POMPASI,619,1544
2639,2018-07-29,04-DHO-9981,SAAB,S2,2000,102990,DIREKSIYON POMPASI,529,1585
2640,2018-02-04,78-CED-5874,FORD,KA,2003,130295,DIREKSIYON POMPASI,871,1909
2641,2019-09-24,06-NJM-5534,VOLVO,V1,2006,99718,BALATA,467,417
2642,2019-06-30,60-SAR-8307,FIAT,DOBLO,2013,69884,DIREKSIYON POMPASI,636,258
2643,2019-06-08,26-POL-3675,PEUGEOT,407,2006,156958,DIREKSIYON POMPASI,841,1022
2644,2019-01-11,17-YDK-4825,VOLKSWAGEN,POLO,2009,87241,BALATA,744,2000
2645,2019-06-12,61-RMY-5178,VOLVO,V3,2012,48497,DIREKSIYON POMPASI,799,1021
2646,2019-09-22,63-RIL-8109,FORD,FIESTA,2004,118241,DIREKSIYON POMPASI,646,1897
2647,2019-03-02,29-ISX-2430,TOFAS,SAHIN,2013,174951,DIREKSIYON POMPASI,615,437
2648,2018-01-08,53-EBO-859,VOLKSWAGEN,JETTA,2016,4053,DEBRIYAJ RULMANI,608,1836
2649,2018-08-23,59-MAB-654,FORD,FIESTA,2008,159576,DEBRIYAJ RULMANI,569,1172
2650,2019-12-25,71-ACM-7520,MERCEDES,E200,2008,51571,DEBRIYAJ RULMANI,492,1817
2651,2018-07-11,48-ZYD-2041,MERCEDES,E200,2006,121736,DIREKSIYON POMPASI,820,936
2652,2019-01-11,81-KBS-1655,VOLKSWAGEN,POLO,2012,157056,DEBRIYAJ RULMANI,682,1004
2653,2018-02-15,52-PUP-1308,TESLA,T4,2010,79117,DEBRIYAJ RULMANI,513,1777
2654,2018-06-05,07-RJG-403,SAAB,S4,2013,156506,DIREKSIYON POMPASI,815,476
2655,2019-06-23,23-FRX-9983,BMW,X3,2010,58122,BALATA,511,831
2656,2019-12-26,49-TMQ-3592,BMW,X7,2013,159187,BALATA,586,1724
2657,2019-04-14,26-HYJ-5971,MERCEDES,C180,2009,39645,DEBRIYAJ RULMANI,447,1812
2658,2019-01-11,13-RPV-2316,AUDI,Q5,2011,63218,DEBRIYAJ RULMANI,459,799
2659,2018-06-02,18-XMP-9584,BMW,X7,2001,124607,DEBRIYAJ RULMANI,634,1465
2660,2018-10-04,76-LLS-8543,PEUGEOT,306,2013,128105,BALATA,780,1541
2661,2019-01-30,26-JFL-779,TESLA,T3,2006,133788,DEBRIYAJ RULMANI,568,434
2662,2018-01-09,66-PDQ-448,AUDI,Q7,2000,71446,BALATA,488,1612
2663,2018-06-28,72-HUU-2393,VOLVO,V1,2010,12104,DEBRIYAJ RULMANI,510,1413
2664,2019-05-27,41-EEE-8249,TESLA,T2,2015,128473,DEBRIYAJ RULMANI,516,390
2665,2018-04-08,57-OLH-4994,AUDI,Q7,2003,48824,DEBRIYAJ RULMANI,416,1050
2666,2019-03-31,25-ABF-7639,FORD,FIESTA,2007,91818,DIREKSIYON POMPASI,781,1122
2667,2019-08-22,15-ERZ-6744,TESLA,T3,2012,150832,BALATA,405,1829
2668,2019-08-19,39-XJR-4951,VOLKSWAGEN,JETTA,2005,57410,BALATA,520,274
2669,2019-09-23,73-SFS-8079,TOFAS,SAHIN,2008,27911,BALATA,415,1111
2670,2018-10-12,63-YLN-9283,PEUGEOT,306,2014,174839,DEBRIYAJ RULMANI,668,1765
2671,2019-09-05,05-PSU-5809,AUDI,Q7,2011,36801,DIREKSIYON POMPASI,774,290
2672,2018-05-04,39-YJK-5624,VOLVO,V1,2013,49956,DIREKSIYON POMPASI,645,1020
2673,2018-05-04,68-GIN-6189,FORD,FIESTA,2011,110628,DEBRIYAJ RULMANI,659,1077
2674,2019-06-13,44-LXV-8703,VOLKSWAGEN,PASSAT,2002,21462,DEBRIYAJ RULMANI,654,1962
2675,2018-05-03,19-GER-9009,TESLA,T1,2004,120462,DIREKSIYON POMPASI,627,1236
2676,2019-08-06,09-ZSJ-4607,VOLKSWAGEN,JETTA,2010,75463,BALATA,516,1426
2677,2019-09-26,79-WQE-9973,TESLA,T4,2004,107914,BALATA,783,1176
2678,2018-05-24,81-NDE-9745,AUDI,Q7,2007,111566,DEBRIYAJ RULMANI,634,401
2679,2019-08-10,76-KNU-3915,AUDI,A6,2013,6374,DEBRIYAJ RULMANI,672,442
2680,2018-02-24,38-JEQ-9560,VOLVO,V2,2012,52772,DIREKSIYON POMPASI,741,916
2681,2019-05-15,29-OJT-4677,TESLA,T3,2009,1096,DEBRIYAJ RULMANI,497,1378
2682,2018-05-30,74-ODM-6081,MERCEDES,C180,2017,199737,DIREKSIYON POMPASI,777,664
2683,2019-10-19,75-MIU-6176,MERCEDES,S600,2003,194680,BALATA,576,733
2684,2019-11-27,73-QEL-703,SAAB,S1,2016,83036,BALATA,524,1341
2685,2018-07-29,03-OHQ-7025,BMW,X7,2015,178666,DEBRIYAJ RULMANI,430,1506
2686,2019-03-20,39-HJJ-43,VOLVO,V4,2005,36652,BALATA,742,1253
2687,2019-09-30,24-QIB-2044,TOFAS,SAHIN,2013,34348,DEBRIYAJ RULMANI,670,1842
2688,2019-02-18,22-NJV-4960,TOFAS,SAHIN,2014,123905,DIREKSIYON POMPASI,758,707
2689,2018-01-15,52-XFI-683,VOLVO,V1,2017,124696,DEBRIYAJ RULMANI,684,748
2690,2018-06-19,28-HCG-6139,AUDI,Q7,2008,94651,BALATA,680,1759
2691,2018-09-26,56-WBK-956,AUDI,Q3,2015,87054,DEBRIYAJ RULMANI,551,790
2692,2018-05-12,50-BVF-3366,TESLA,T1,2002,89387,BALATA,610,530
2693,2018-05-22,03-VVD-6381,MERCEDES,S350,2017,186251,BALATA,693,744
2694,2019-07-08,43-OFP-2196,TOFAS,SAHIN,2009,131907,BALATA,602,598
2695,2019-08-18,29-FTL-4950,MERCEDES,S350,2005,26101,BALATA,604,1363
2696,2018-12-10,61-NPO-1439,PEUGEOT,306,2002,85884,BALATA,558,1559
2697,2018-04-14,40-QXB-3321,TESLA,T3,2014,175073,DEBRIYAJ RULMANI,454,1886
2698,2018-04-22,61-EDL-8816,MERCEDES,C180,2008,32907,DEBRIYAJ RULMANI,531,705
2699,2018-01-16,72-XRJ-3620,SAAB,S1,2013,197584,DEBRIYAJ RULMANI,420,1445
2700,2019-04-08,30-LKD-8869,AUDI,Q7,2000,164737,DIREKSIYON POMPASI,550,1041
2701,2019-09-26,44-UGP-1648,PEUGEOT,306,2005,154447,BALATA,497,1457
2702,2018-03-18,36-FRB-7779,MERCEDES,S600,2005,4323,DIREKSIYON POMPASI,761,1108
2703,2019-07-14,62-FHP-4593,FIAT,EGEA,2012,152731,DEBRIYAJ RULMANI,691,1952
2704,2019-07-10,07-XLC-1557,TESLA,T4,2010,80201,BALATA,672,867
2705,2018-05-26,11-ILG-4954,TESLA,T3,2013,183390,DEBRIYAJ RULMANI,470,810
2706,2018-11-19,50-JHN-4299,VOLVO,V4,2003,144132,BALATA,640,1414
2707,2019-03-07,11-ZNY-6870,VOLVO,V1,2005,170405,DEBRIYAJ RULMANI,537,1154
2708,2019-08-12,81-GUG-7339,BMW,X7,2006,139832,BALATA,537,1691
2709,2018-04-02,18-MZL-8267,VOLKSWAGEN,JETTA,2014,117422,DEBRIYAJ RULMANI,518,1059
2710,2019-11-08,07-DLP-3226,FORD,FOCUS,2016,55224,BALATA,465,709
2711,2018-10-28,53-SUN-49,TESLA,T4,2000,24260,DIREKSIYON POMPASI,621,1839
2712,2019-12-24,13-LYR-904,AUDI,Q5,2014,181291,DEBRIYAJ RULMANI,515,398
2713,2019-02-26,56-FPD-247,VOLKSWAGEN,JETTA,2000,193051,DEBRIYAJ RULMANI,588,1162
2714,2018-05-13,66-DYY-4441,SAAB,S1,2000,98610,DIREKSIYON POMPASI,820,1586
2715,2019-01-19,30-MHU-6580,FIAT,EGEA,2013,163298,DIREKSIYON POMPASI,539,1581
2716,2019-10-19,06-FNI-9061,TOFAS,SAHIN,2007,182206,DIREKSIYON POMPASI,753,1160
2717,2018-08-30,46-DGE-8382,FIAT,500L,2007,110201,BALATA,687,1889
2718,2019-12-13,44-OOB-4203,FORD,FIESTA,2000,139352,DIREKSIYON POMPASI,706,256
2719,2018-04-21,46-EJE-8844,MERCEDES,C180,2008,30692,DIREKSIYON POMPASI,674,1026
2720,2018-01-21,81-YVT-2839,FORD,KA,2000,24026,BALATA,781,1484
2721,2018-11-27,56-NOE-801,VOLVO,V2,2017,132338,DIREKSIYON POMPASI,507,555
2722,2018-11-20,13-ELL-5556,PEUGEOT,407,2015,162018,DIREKSIYON POMPASI,855,375
2723,2018-04-11,17-FFZ-7690,PEUGEOT,306,2006,196181,DEBRIYAJ RULMANI,688,1402
2724,2018-09-19,16-GBI-8483,MERCEDES,C180,2013,165569,BALATA,440,563
2725,2018-08-20,52-ROG-7150,SAAB,S3,2006,45043,DEBRIYAJ RULMANI,502,541
