id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
7102,2013-06-02,45-AHU-9983,FIAT,DOBLO,2003-07-05,143080,7617,510
7103,2004-05-21,27-FFL-4409,FORD,FOCUS,2002-05-27,25891,4142,1828
7104,2002-05-06,34-HNH-5393,MERCEDES,S600,2001-10-13,101825,7708,774
7105,2018-09-14,14-AYK-7055,VOLKSWAGEN,PASSAT,2015-12-27,24482,785,1404
7106,2003-11-06,30-WRC-1122,PEUGEOT,206,2000-05-08,44530,7090,1003
7107,2010-07-22,19-FAU-9359,TOFAS,DOGAN,2004-06-21,138951,3280,402
7108,2008-01-16,38-AOU-7429,TESLA,T4,2005-12-04,140273,6494,940
7109,2002-05-01,33-RQA-5975,FORD,KA,2000-06-11,143092,8699,1390
7110,2006-12-28,63-ZRN-473,PEUGEOT,306,2004-01-20,28681,2395,559
7111,2019-11-12,81-VYL-7370,PEUGEOT,306,2015-09-14,45140,8261,820
7112,2007-12-06,28-EXH-3405,FORD,FOCUS,2001-07-25,128749,1469,823
7113,2006-05-11,47-ZXI-7970,MERCEDES,S600,2002-05-02,74883,7056,816
7114,2008-05-20,73-LBX-3873,BMW,X5,2002-10-27,182024,3035,1414
7115,2004-03-15,08-ROB-2992,PEUGEOT,407,2001-05-13,160184,6220,982
7116,2002-03-21,74-SJP-7356,VOLVO,V3,2000-08-31,110394,2148,1636
7117,2015-02-14,61-TKO-3714,SAAB,S3,2001-09-20,119376,2468,394
7118,2004-11-08,53-FLG-6897,SAAB,S2,2000-07-31,59502,4453,1924
7119,2001-04-15,68-CDL-8209,FIAT,500L,2000-10-05,162278,5486,847
7120,2008-04-03,53-VNR-4050,MERCEDES,S350,2005-12-04,29717,9876,659
7121,2004-11-02,30-KPJ-7030,VOLVO,V3,2003-10-14,156922,3346,1652
7122,2003-06-18,56-QEO-3594,VOLKSWAGEN,PASSAT,2001-11-25,66736,172,1752
7123,2015-01-10,40-UHI-4449,TOFAS,SAHIN,2002-05-11,80539,9320,1703
7124,2012-10-11,25-EDM-9600,FIAT,500L,2007-10-27,140931,1538,1672
7125,2017-05-08,68-GRS-9794,FIAT,500,2009-11-15,93627,7000,1853
7126,2009-05-21,62-KKZ-3436,FORD,FOCUS,2006-01-24,156333,1136,1394
7127,2017-05-09,09-MHH-3693,FIAT,500L,2004-04-21,86539,9546,1184
7128,2018-01-10,20-CVW-7041,MERCEDES,S600,2009-11-10,94103,3999,1569
7129,2020-02-05,60-GRD-2969,VOLKSWAGEN,JETTA,2016-10-25,162057,4430,1667
7130,2001-07-10,06-GDS-8870,BMW,X7,2000-07-05,30776,9055,1688
7131,2010-07-18,21-HSX-7031,FORD,FOCUS,2004-01-16,119210,3458,700
7132,2018-01-14,34-LSY-565,TESLA,T3,2009-05-31,30637,2739,1687
7133,2010-11-10,23-RKE-8067,PEUGEOT,407,2004-08-24,137439,3466,621
7134,2003-07-02,18-QPD-901,FORD,KA,2002-02-26,136560,7179,1401
7135,2012-09-22,05-RCF-6747,VOLKSWAGEN,POLO,2004-06-28,98983,434,1984
7136,2015-10-17,45-VNQ-4395,TOFAS,KARTAL,2010-01-08,128115,7654,1534
7137,2006-12-06,24-COH-3567,PEUGEOT,206,2003-05-02,110608,4140,1911
7138,2010-01-05,33-BJR-5685,PEUGEOT,306,2001-06-20,32646,9928,533
7139,2017-09-27,10-FFG-2389,PEUGEOT,206,2008-09-25,152906,7504,1753
7140,2013-01-21,29-FLR-6933,FIAT,500,2000-08-02,78336,987,1458
7141,2015-11-25,71-MZQ-5703,FIAT,DOBLO,2001-11-28,150027,5916,957
7142,2002-12-03,49-KUB-5126,FIAT,DOBLO,2001-02-22,2699,9166,1591
7143,2001-10-21,38-SWG-4244,VOLVO,V1,2001-06-22,171543,869,460
7144,2002-06-04,73-BME-8026,TESLA,T4,2001-10-14,172280,1441,1326
7145,2012-04-09,43-SLS-2234,MERCEDES,S600,2008-10-23,172426,7669,1994
7146,2013-03-15,47-JFQ-4011,VOLVO,V2,2001-09-14,150847,7253,413
7147,2006-12-31,05-TCU-6944,BMW,X3,2006-01-06,148394,3114,627
7148,2010-09-01,15-YGV-5456,BMW,X5,2006-09-02,156769,8013,367
7149,2003-05-21,70-EKE-6683,TOFAS,KARTAL,2001-01-06,7699,5421,873
7150,2008-05-28,70-UUN-6194,AUDI,Q7,2001-11-29,111895,2625,965
7151,2005-04-23,70-DRU-2459,VOLVO,V3,2001-01-08,112143,7862,960
7152,2014-09-03,13-BRF-6298,AUDI,Q3,2010-12-13,8121,1755,818
7153,2001-07-19,14-VZE-4080,TOFAS,KARTAL,2001-03-26,169617,3350,774
7154,2002-11-28,34-UCJ-722,BMW,X5,2002-11-10,40422,1404,1994
7155,2018-11-23,77-WDR-5789,AUDI,A6,2015-02-15,22289,2014,1917
7156,2005-09-12,03-BQX-2739,FIAT,500,2003-08-23,62965,3657,1053
7157,2001-01-16,42-STD-3735,BMW,X7,2000-02-21,113245,1205,599
7158,2017-08-22,43-NWY-8958,VOLKSWAGEN,POLO,2012-03-21,180475,5957,710
7159,2003-11-29,70-QSR-1423,TOFAS,DOGAN,2003-06-12,82254,8305,499
7160,2017-01-14,10-BXT-2143,BMW,X5,2002-09-06,114783,3443,988
7161,2003-04-30,39-OVR-9477,TESLA,T1,2002-05-08,7545,7527,911
7162,2005-05-28,30-EZD-6065,VOLKSWAGEN,JETTA,2003-03-07,185239,1789,738
7163,2011-09-08,62-SHF-9274,AUDI,Q3,2009-06-11,43754,693,1375
7164,2008-07-23,66-VQP-5961,TOFAS,DOGAN,2005-08-11,135865,6653,1329
7165,2018-08-28,54-GWE-291,FIAT,500L,2018-05-10,158726,7692,1861
7166,2012-06-10,28-CIE-4225,TESLA,T4,2000-05-05,170301,5588,294
7167,2005-09-09,25-GUI-5973,TESLA,T1,2001-10-04,108921,3919,344
7168,2015-02-25,04-EJZ-9098,FIAT,500,2003-01-25,5607,4028,1699
7169,2009-11-21,81-JJZ-2953,MERCEDES,S600,2004-10-06,190304,1989,259
7170,2014-10-26,31-SIX-3263,TOFAS,DOGAN,2000-05-09,127902,6111,1325
7171,2017-11-25,24-GVO-2586,TESLA,T4,2009-09-02,139749,4793,871
7172,2013-05-06,58-FGP-4980,FORD,KA,2011-08-05,60235,3387,1310
7173,2011-02-24,59-JMJ-2332,TESLA,T4,2001-06-27,141415,1038,1077
7174,2006-05-04,21-LCF-2911,VOLKSWAGEN,POLO,2004-03-14,119547,9849,1410
7175,2002-05-20,64-KLB-3749,SAAB,S1,2000-06-04,174821,7734,871
7176,2020-03-09,16-CMS-8758,FORD,FOCUS,2018-04-30,34577,2401,876
7177,2000-05-31,04-MXM-1649,BMW,X7,2000-04-16,53830,6301,1285
7178,2008-01-05,51-BSR-4475,PEUGEOT,206,2001-01-15,126041,2608,1898
7179,2011-10-20,09-MDB-6582,MERCEDES,E200,2002-03-03,100511,4186,860
7180,2017-11-06,23-JHS-4216,TOFAS,DOGAN,2010-10-14,196786,1578,1413
7181,2010-02-14,33-JAL-6104,FIAT,EGEA,2003-07-15,51577,5371,1499
7182,2007-12-19,59-YQY-594,FIAT,DOBLO,2004-07-06,83408,2609,325
7183,2011-08-22,50-ZZY-5695,MERCEDES,E200,2010-03-23,170842,3546,302
7184,2012-06-19,48-KEU-6953,FORD,FIESTA,2000-09-14,57941,5120,1610
7185,2003-10-07,19-RRL-7323,FIAT,500L,2000-01-11,128770,5724,1154
7186,2013-06-22,03-TMX-9255,PEUGEOT,407,2000-07-26,85924,2757,1951
7187,2011-05-21,15-CHP-7262,FIAT,500,2007-01-07,56012,609,1853
7188,2000-02-08,16-BBH-6504,BMW,X5,2000-01-21,27911,4226,1223
7189,2003-02-05,69-JQF-7617,FIAT,EGEA,2001-04-24,150325,3124,671
7190,2006-11-17,14-KJU-8741,SAAB,S2,2004-05-26,15606,3580,1616
7191,2019-01-04,69-FQM-7415,MERCEDES,S600,2003-08-18,175990,9598,737
7192,2019-01-15,34-OKN-7490,TOFAS,KARTAL,2001-02-05,104251,4747,630
7193,2016-03-14,51-XPN-7356,SAAB,S4,2001-03-22,39672,1670,936
7194,2012-07-05,54-HAY-1180,BMW,X3,2000-12-13,38097,3837,1101
7195,2010-06-12,71-BIL-7270,FORD,KA,2000-03-08,157009,5269,1472
7196,2007-04-07,18-PCM-740,PEUGEOT,407,2006-03-24,64894,3718,829
7197,2010-03-31,15-EFZ-5487,TOFAS,DOGAN,2004-03-19,31292,2308,618
7198,2006-12-19,01-PKM-7622,BMW,X7,2003-02-17,111377,2220,335
7199,2018-12-02,56-UQR-1181,VOLVO,V4,2010-07-02,74317,4460,312
7200,2002-01-18,09-EQP-5238,TOFAS,DOGAN,2000-06-05,70095,6668,634
7201,2000-01-03,21-KQC-875,TESLA,T1,2000-01-01,96333,869,802
7202,2019-05-03,34-GSI-4646,MERCEDES,S350,2009-08-06,32509,5435,1396
7203,2019-11-19,22-FZS-4530,FORD,FOCUS,2015-04-28,179999,3598,421
7204,2006-12-11,27-MGQ-9090,SAAB,S2,2005-06-14,157467,1989,275
7205,2004-11-10,79-GWB-6198,SAAB,S3,2004-07-08,184057,2838,405
7206,2002-06-14,73-VHI-5927,AUDI,Q7,2001-01-09,42488,1454,1755
7207,2005-05-15,01-FEJ-2663,FIAT,500,2002-05-05,115198,3581,1012
7208,2015-01-14,55-LJT-4098,VOLVO,V1,2001-08-21,13396,7068,1226
7209,2007-05-23,48-VEL-1822,PEUGEOT,306,2005-12-04,176796,4768,1143
7210,2013-01-17,66-WCQ-2288,VOLKSWAGEN,POLO,2011-07-17,96967,1859,435
7211,2019-04-28,67-LYA-8336,TOFAS,KARTAL,2011-03-23,158402,8014,991
7212,2011-11-15,48-GFF-5930,AUDI,Q5,2006-09-22,32671,1363,715
7213,2016-07-26,70-WUG-9961,TESLA,T4,2006-11-29,49522,7659,1222
7214,2015-10-27,70-PVM-1145,FIAT,EGEA,2014-05-17,64400,9124,843
7215,2007-09-22,48-GYW-7461,VOLVO,V2,2005-02-27,182362,314,1158
7216,2008-07-10,61-TAN-1351,VOLKSWAGEN,JETTA,2002-05-24,72974,9984,526
7217,2016-03-28,61-XFJ-8793,TESLA,T3,2012-11-30,10873,5008,1124
7218,2008-09-19,53-DTS-1764,FIAT,500L,2001-01-12,112068,2225,751
7219,2014-11-02,80-LZL-4575,FORD,FOCUS,2010-09-12,9636,8124,1549
7220,2008-02-13,10-KDK-1197,FORD,FIESTA,2002-09-08,23251,3018,719
7221,2005-08-09,06-KXF-8599,PEUGEOT,206,2003-08-12,181832,8256,845
7222,2017-10-17,42-UTJ-8772,TESLA,T2,2007-11-09,168133,5434,1379
7223,2017-12-14,52-EOV-7128,AUDI,Q7,2008-12-22,16370,9927,1860
7224,2012-02-07,03-KFC-4830,AUDI,Q3,2010-10-17,154455,4119,1953
7225,2017-04-21,80-RRA-2157,VOLVO,V4,2013-03-07,98236,4242,679
7226,2020-05-05,18-MYF-9527,FIAT,EGEA,2016-12-26,156291,155,318
7227,2012-04-09,19-SJP-6998,VOLVO,V2,2007-03-05,120877,4111,721
7228,2014-05-10,06-HQW-5383,FORD,FOCUS,2008-05-11,165045,2477,1129
7229,2018-01-16,57-DFU-7540,TESLA,T1,2001-11-06,93844,1944,694
7230,2000-05-06,19-QYZ-4047,AUDI,A6,2000-02-10,87516,6693,283
7231,2007-11-04,16-SNS-3480,BMW,X7,2006-04-28,87866,1239,937
7232,2015-03-31,49-KCI-8115,BMW,X3,2010-06-06,128309,6686,1671
7233,2008-09-18,15-ZHZ-1980,MERCEDES,S350,2005-02-03,41161,9648,1123
7234,2020-02-03,79-EJS-3798,TESLA,T4,2002-09-05,178718,6120,795
7235,2011-04-23,30-GGH-198,FORD,FOCUS,2008-05-04,172406,3717,1251
7236,2010-11-21,14-XJU-7259,BMW,X3,2003-01-27,154374,4956,1853
7237,2010-04-30,69-HAH-5522,TOFAS,DOGAN,2005-03-12,104741,2374,1024
7238,2006-02-18,37-QVR-244,TESLA,T4,2001-03-04,186260,7775,923
7239,2017-04-06,73-XXC-7353,FORD,KA,2007-04-04,70661,3676,1171
7240,2005-08-05,19-CFL-8579,FORD,KA,2004-02-28,8839,4170,678
7241,2008-10-05,48-FOF-7874,FORD,FOCUS,2001-07-22,178844,5504,669
7242,2000-02-22,77-VKT-3355,FORD,FOCUS,2000-01-04,36720,3840,1560
7243,2000-05-23,27-TMN-503,AUDI,A6,2000-03-19,104732,1704,1672
7244,2007-09-07,07-JMZ-1390,BMW,X3,2003-07-14,100856,3692,1007
7245,2003-01-18,22-NTT-1472,VOLVO,V1,2002-12-10,56142,5458,765
7246,2004-05-23,26-HCY-5487,AUDI,Q7,2003-01-15,52756,7954,409
7247,2016-03-25,44-ANS-379,FIAT,500L,2011-03-18,76948,3476,1456
7248,2018-05-05,19-ERY-5389,BMW,X7,2005-02-16,190311,4229,1280
7249,2012-10-21,02-UUF-7718,FORD,FIESTA,2002-12-19,68397,6676,943
7250,2005-04-29,67-ULK-6985,AUDI,Q3,2004-05-05,14910,6036,1412
7251,2008-03-22,08-DVH-5065,MERCEDES,S600,2000-12-21,164167,4017,940
7252,2010-01-31,06-XXE-2627,VOLVO,V1,2005-08-27,184703,1768,1471
7253,2000-01-03,24-MNR-6721,TESLA,T1,2000-01-02,19357,601,1009
7254,2016-10-28,58-VLN-7945,PEUGEOT,407,2003-03-26,131612,2859,387
7255,2014-06-16,43-FWF-1253,FIAT,500,2010-04-22,41648,2919,1995
7256,2018-04-28,54-UMM-1711,FORD,KA,2000-05-10,45779,9838,613
7257,2002-07-20,73-BSR-7839,VOLKSWAGEN,PASSAT,2001-11-13,149869,1272,896
7258,2002-10-16,47-BNQ-8412,PEUGEOT,206,2001-10-29,45065,677,545
7259,2010-06-30,46-HHJ-3051,VOLVO,V3,2009-09-12,112267,2179,597
7260,2000-11-01,03-FAO-3269,VOLVO,V2,2000-02-25,110174,5477,789
7261,2015-08-15,06-VUU-1935,BMW,X3,2011-12-17,128861,9950,323
7262,2006-06-06,65-UOI-1349,AUDI,A6,2005-05-07,142528,2845,287
7263,2014-09-03,32-GJB-698,PEUGEOT,407,2001-11-25,27686,9153,1931
7264,2017-02-23,19-WLA-4106,MERCEDES,S350,2011-12-10,89630,7733,1145
7265,2012-05-16,06-EEL-8319,SAAB,S3,2006-06-23,138856,1669,1730
7266,2004-11-25,36-VIK-3535,MERCEDES,E200,2004-05-04,75882,9619,286
7267,2008-02-21,18-LUA-8794,MERCEDES,S350,2007-11-12,53416,3485,1151
7268,2016-11-24,28-ICA-8017,VOLVO,V3,2001-03-03,102881,7450,1918
7269,2005-03-20,70-FEI-3286,TOFAS,SAHIN,2004-08-07,83501,5608,645
7270,2017-05-07,50-MIO-3826,PEUGEOT,306,2015-11-10,36807,539,1192
7271,2010-08-12,22-DXX-8332,AUDI,Q3,2005-01-17,7580,2095,1558
7272,2003-10-26,03-XYP-9059,TOFAS,KARTAL,2003-07-13,76538,7701,994
7273,2012-11-20,80-QLM-1029,FIAT,EGEA,2005-12-27,84291,9284,290
7274,2005-09-17,77-KRG-8684,VOLKSWAGEN,PASSAT,2002-09-17,60906,4871,732
7275,2016-12-09,34-JWQ-7929,VOLKSWAGEN,JETTA,2012-12-04,109259,6624,1298
7276,2019-08-16,20-QLM-4452,VOLKSWAGEN,POLO,2000-01-26,137876,7472,1122
7277,2020-02-21,77-GAJ-1365,FIAT,DOBLO,2005-12-28,19795,3752,945
7278,2003-02-21,08-KCU-3509,FIAT,DOBLO,2002-10-08,175942,2845,1247
7279,2004-03-30,20-JHW-4910,MERCEDES,C180,2001-02-24,61155,6535,1215
7280,2019-02-25,07-JDD-5730,BMW,X7,2016-04-11,69591,9769,1934
7281,2011-10-22,48-UBR-927,FIAT,500L,2002-09-07,94089,8744,267
7282,2009-12-08,38-VJD-6424,MERCEDES,C180,2008-09-04,132306,582,345
7283,2011-04-05,64-GYL-4048,BMW,X3,2007-08-22,46900,2861,1518
7284,2017-01-04,55-MOC-3782,AUDI,Q3,2006-07-02,146818,6962,1229
7285,2004-10-31,75-PJW-6939,AUDI,Q5,2002-04-27,4676,8052,793
7286,2015-11-24,18-EQK-2118,AUDI,A6,2010-03-07,41873,6724,1877
7287,2013-01-04,24-RAN-825,SAAB,S2,2009-12-10,12791,4982,721
7288,2010-07-26,73-VID-3571,TESLA,T1,2009-11-15,29962,8337,1048
7289,2005-08-12,34-GHV-2654,PEUGEOT,206,2001-10-04,195298,6044,1496
7290,2001-04-15,71-RUN-4494,BMW,X5,2000-07-18,174641,9840,482
7291,2011-08-27,11-MII-1499,SAAB,S4,2002-04-12,134069,2421,1249
7292,2004-01-02,65-MLD-5258,MERCEDES,C180,2000-09-19,77468,138,490
7293,2011-04-29,27-DEM-6694,TOFAS,KARTAL,2009-03-04,35242,3542,1613
7294,2005-06-28,75-IIY-476,FORD,KA,2003-01-07,119399,9757,658
7295,2003-01-20,49-NMQ-5371,MERCEDES,S600,2001-05-24,10502,4904,1897
7296,2018-03-06,79-DQC-5137,TESLA,T1,2014-01-12,74076,3880,1160
7297,2003-07-08,14-CAI-9515,MERCEDES,E200,2002-02-22,31373,766,719
7298,2004-10-21,40-AUF-3953,FORD,FIESTA,2002-05-19,70030,2862,851
7299,2002-03-10,17-SVD-5611,MERCEDES,E200,2001-12-14,27452,266,790
7300,2014-03-19,11-MVH-5763,FIAT,EGEA,2006-10-31,34463,5641,1700
7301,2007-06-11,46-AJK-9925,TESLA,T4,2002-06-05,159515,4000,1451
7302,2000-10-02,11-BUI-9928,AUDI,Q5,2000-06-06,4590,3598,596
7303,2004-03-09,67-OGQ-2888,TOFAS,KARTAL,2001-08-05,71189,9007,903
7304,2003-07-29,34-MKP-7402,PEUGEOT,206,2002-06-06,46696,2882,1930
7305,2016-05-03,66-GXU-5678,SAAB,S3,2003-02-21,53789,6097,1865
7306,2016-12-12,31-QFY-4250,TOFAS,KARTAL,2013-04-14,158037,2545,1037
7307,2018-12-22,21-GHG-6826,TOFAS,SAHIN,2006-08-07,142453,5050,389
7308,2008-05-24,51-MHE-7582,FORD,KA,2006-08-15,71405,1801,431
7309,2017-04-24,33-HGS-5911,TOFAS,KARTAL,2002-05-29,178149,2936,386
7310,2001-08-01,50-EXO-7843,TOFAS,SAHIN,2001-03-21,2373,2127,766
7311,2000-02-05,23-LZC-9999,VOLVO,V2,2000-01-17,113006,8721,1268
7312,2016-03-29,23-ODX-5918,SAAB,S1,2011-07-27,197227,9403,1878
7313,2005-11-12,42-IRC-4663,AUDI,Q7,2002-09-16,187343,3441,996
7314,2001-10-23,19-GLH-3853,FORD,FIESTA,2001-08-12,54419,7274,692
7315,2002-08-06,62-YIN-3717,PEUGEOT,407,2002-08-04,138353,653,359
7316,2017-02-24,58-HMP-9261,PEUGEOT,306,2008-10-02,142239,6229,1896
7317,2004-07-12,60-EWD-9052,TOFAS,KARTAL,2000-11-18,48960,329,1038
7318,2011-08-12,08-ARQ-7027,FIAT,EGEA,2007-03-08,182840,1878,1640
7319,2013-08-21,31-DSN-3921,FIAT,500,2010-01-05,132515,718,594
7320,2006-05-09,13-CQL-16,TOFAS,SAHIN,2001-11-16,51340,7384,1011
7321,2019-07-31,29-BRO-8875,AUDI,A6,2014-09-18,16594,3939,652
7322,2005-04-17,74-KLZ-7059,TOFAS,DOGAN,2004-09-24,6100,9119,1987
7323,2020-01-30,74-KXV-4524,FIAT,500L,2016-05-18,160439,1957,687
7324,2010-04-07,09-VPM-8084,TOFAS,KARTAL,2009-07-05,11794,9299,1733
7325,2019-08-24,12-XEA-9242,FIAT,500L,2004-02-12,170191,161,1986
7326,2011-04-22,81-ZCO-7141,MERCEDES,E200,2009-08-06,196729,4591,820
7327,2017-02-05,57-TOX-549,VOLKSWAGEN,POLO,2016-10-04,24238,2869,1228
7328,2015-06-01,59-KVT-6051,TESLA,T1,2012-04-20,84039,731,1296
7329,2016-03-24,45-FYE-4657,FIAT,EGEA,2013-08-03,85225,6127,1128
7330,2009-05-07,15-JAD-6157,FORD,KA,2000-04-30,143480,5965,1450
7331,2004-09-17,49-KAG-3775,TESLA,T4,2000-02-28,98732,9812,701
7332,2013-05-12,64-ZZZ-6199,TOFAS,KARTAL,2005-08-02,196911,1739,1547
7333,2005-05-05,60-HXZ-6959,FORD,KA,2000-11-24,18573,5196,267
7334,2000-08-04,64-OHO-4849,SAAB,S4,2000-07-20,81061,1782,1334
7335,2016-01-05,45-TLS-8302,PEUGEOT,206,2012-11-12,111058,7781,759
7336,2013-10-19,27-QTQ-190,TOFAS,KARTAL,2005-04-10,171494,2424,910
7337,2019-04-19,47-ZDZ-8563,FORD,FOCUS,2017-03-11,177990,2064,1264
7338,2008-10-30,20-WTK-2747,FIAT,DOBLO,2004-08-17,16218,8046,1803
7339,2007-03-14,56-YYD-7909,MERCEDES,E200,2004-12-21,117883,2435,283
7340,2018-02-02,43-FDB-8273,TESLA,T2,2007-09-17,4696,1536,1731
7341,2017-02-26,50-WHL-8106,SAAB,S4,2005-05-12,47009,3125,943
7342,2016-04-24,78-EBD-1528,SAAB,S1,2011-05-16,93776,4947,1793
7343,2017-12-20,59-BSX-7413,BMW,X5,2013-01-28,149987,4143,619
7344,2015-05-30,37-FNW-469,TOFAS,SAHIN,2008-10-03,73785,7734,752
7345,2010-07-29,11-KYM-5487,FORD,FIESTA,2007-06-25,48232,4964,1182
7346,2008-05-27,70-SHD-5755,AUDI,Q5,2003-11-05,134388,7370,1663
7347,2001-02-27,56-IEP-5015,FIAT,DOBLO,2000-02-28,41361,6622,253
7348,2005-08-28,50-SIE-9976,PEUGEOT,206,2003-10-23,120157,6803,357
7349,2005-11-01,52-AUK-9211,SAAB,S2,2002-08-04,40745,5417,762
7350,2004-05-16,19-XNN-1639,VOLVO,V3,2001-09-24,110280,8643,390
7351,2018-04-03,12-FPJ-6640,AUDI,Q7,2014-09-15,112587,1397,777
7352,2014-01-29,35-WQI-2963,VOLVO,V3,2008-06-07,85855,675,1789
7353,2007-02-19,39-GRE-8121,VOLKSWAGEN,PASSAT,2004-03-16,16818,8464,836
7354,2010-12-15,27-AFY-865,MERCEDES,S350,2002-06-15,193475,5429,1141
7355,2008-04-02,33-YSD-4067,FIAT,EGEA,2003-07-16,155726,5755,1463
7356,2005-07-06,03-VEK-5319,TOFAS,KARTAL,2002-10-21,191774,4691,1743
7357,2000-09-30,17-WIF-565,TESLA,T2,2000-09-19,122934,8301,424
7358,2019-08-26,37-KLL-9002,MERCEDES,S600,2015-04-15,39224,990,1191
7359,2008-10-09,61-FPQ-1985,SAAB,S1,2003-11-28,153166,109,1239
7360,2006-01-29,54-ZFT-7016,FIAT,500,2001-04-15,28391,7303,1701
7361,2016-01-24,80-KTV-6642,TESLA,T1,2012-05-15,32952,3033,1971
7362,2011-11-14,23-CPV-2263,SAAB,S2,2010-12-22,74744,6697,1349
7363,2017-10-26,20-KGX-3095,TOFAS,SAHIN,2011-09-01,118508,744,1541
7364,2014-03-11,76-CGQ-6337,AUDI,Q7,2007-04-20,186607,8357,1144
7365,2008-08-23,37-QWP-105,PEUGEOT,306,2004-01-24,180666,4167,1300
7366,2000-05-14,81-MFA-5337,MERCEDES,S350,2000-01-21,136340,2318,1080
7367,2012-08-12,56-OSP-7779,MERCEDES,E200,2010-02-16,179086,302,930
7368,2016-05-22,18-YHU-37,AUDI,Q7,2009-01-22,82468,3979,326
7369,2015-03-27,19-CBJ-4694,PEUGEOT,407,2006-06-21,98537,8565,1825
7370,2001-09-28,41-RFN-1474,MERCEDES,S350,2001-09-06,103737,5041,612
7371,2020-03-29,21-GSJ-3028,AUDI,Q5,2003-07-06,47713,247,1718
7372,2001-07-20,27-TLH-5700,TOFAS,DOGAN,2000-12-24,112361,1710,979
7373,2015-04-24,19-FVU-8769,FORD,FOCUS,2003-05-27,66857,8636,276
7374,2004-06-08,02-GCM-3842,VOLKSWAGEN,JETTA,2004-05-10,110648,5822,634
7375,2000-05-22,11-OJG-9497,PEUGEOT,306,2000-01-12,159084,6719,1699
7376,2006-01-15,17-HUU-8238,PEUGEOT,407,2006-01-14,19981,638,439
7377,2005-08-02,39-JHZ-2743,FORD,FOCUS,2000-09-08,88207,4834,1908
7378,2018-04-21,12-ONJ-4327,VOLVO,V4,2015-11-01,139802,6498,1789
7379,2005-08-23,04-VTL-6552,TESLA,T4,2001-10-31,100162,7639,1899
7380,2008-11-10,35-TNK-6583,BMW,X7,2007-07-29,23007,5209,839
7381,2002-05-21,34-WSZ-1036,MERCEDES,C180,2000-02-14,89685,3606,1035
7382,2001-09-10,22-USD-2851,VOLVO,V3,2001-01-05,86305,2047,1986
7383,2017-10-28,53-OTL-6113,VOLVO,V3,2001-04-27,163030,9643,1977
7384,2016-11-27,29-XFM-9245,AUDI,Q5,2008-03-17,9549,1472,668
7385,2000-10-20,81-IVG-3997,MERCEDES,S350,2000-03-17,177271,8724,1497
7386,2004-03-31,32-AOU-5315,BMW,X7,2001-07-11,39120,5296,358
7387,2017-02-11,26-BYW-4137,TESLA,T2,2010-12-07,69649,78,527
7388,2000-05-31,66-MAJ-3740,SAAB,S1,2000-05-02,146775,5611,768
7389,2004-08-18,42-FKI-9237,VOLKSWAGEN,JETTA,2001-12-09,126545,9128,1985
7390,2002-08-05,62-ZHY-8182,MERCEDES,E200,2000-07-05,108341,9960,928
7391,2002-12-21,73-BYN-7449,TOFAS,KARTAL,2001-09-23,181917,246,1245
7392,2018-10-06,19-OES-8877,SAAB,S2,2012-09-12,176353,2256,1232
7393,2005-01-01,18-KLQ-7230,TESLA,T2,2004-10-18,196825,7770,713
7394,2015-11-03,20-OMY-1794,BMW,X5,2006-06-16,199484,7809,1115
7395,2003-07-01,72-AYZ-4655,PEUGEOT,407,2002-01-13,1553,4289,1276
7396,2019-05-30,71-CQG-6645,TOFAS,KARTAL,2007-07-27,53390,7995,283
7397,2001-03-31,79-QFA-359,FORD,FIESTA,2000-11-27,174113,4314,399
7398,2000-01-10,01-LFE-4356,TOFAS,DOGAN,2000-01-05,167452,2396,1271
7399,2005-07-22,31-JQW-5601,SAAB,S1,2003-06-27,81291,9643,1547
7400,2008-03-22,26-RPF-6898,MERCEDES,C180,2002-07-14,19634,5402,480
7401,2015-04-11,53-ONO-8392,BMW,X5,2010-05-16,116189,3048,1585
7402,2004-04-23,42-EHI-7499,BMW,X3,2002-09-15,98189,8227,297
7403,2008-03-12,35-HRB-9939,MERCEDES,S350,2005-11-21,176971,5928,1544
7404,2013-12-30,51-MZO-5838,FORD,KA,2005-09-13,45107,9228,477
7405,2010-04-17,13-HYS-8667,AUDI,A6,2000-11-06,144341,2507,1674
7406,2005-10-18,28-SFQ-9208,FIAT,500L,2002-01-31,103510,2408,1730
7407,2014-08-25,16-UJI-9281,PEUGEOT,407,2013-01-18,142162,4017,1579
7408,2010-04-11,07-YEU-3547,VOLVO,V2,2002-07-14,34126,9520,977
7409,2006-06-17,50-HIO-1670,VOLKSWAGEN,PASSAT,2004-06-14,110518,7545,997
7410,2005-12-02,26-TAF-2555,MERCEDES,S350,2005-06-23,18538,7457,1525
7411,2005-03-27,51-BTK-3860,VOLKSWAGEN,JETTA,2001-01-20,138240,6028,1141
7412,2012-10-16,24-OLI-6759,TESLA,T2,2008-06-15,116091,9791,1889
7413,2013-12-25,19-XFH-4911,PEUGEOT,206,2010-03-11,191263,8858,1931
7414,2008-03-26,68-ALM-3325,PEUGEOT,206,2005-02-06,182264,4078,1390
7415,2001-05-10,65-EAI-3462,PEUGEOT,407,2001-03-27,188444,6304,324
7416,2013-04-28,25-BGP-4103,VOLVO,V1,2012-07-27,199357,9603,1222
7417,2010-05-21,29-QII-6485,VOLVO,V3,2003-02-16,170118,9234,1624
