id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
3886,2020-02-01,39-VLW-6904,BMW,X5,2003-02-25,110868,7311,981
3887,2019-10-15,36-ULW-927,VOLKSWAGEN,POLO,2003-01-26,72107,7781,789
3888,2019-01-09,35-HFK-6421,FORD,FOCUS,2006-12-26,112360,1949,527
3889,2020-01-06,55-WHL-7176,SAAB,S2,2016-04-06,119600,3837,1006
3890,2019-04-24,75-YER-6569,PEUGEOT,407,2018-01-28,126267,8251,1541
3891,2019-02-26,63-HRB-1702,BMW,X7,2001-04-21,18493,8480,1713
3892,2018-02-14,05-LTU-4741,SAAB,S3,2004-12-27,185646,3586,897
3893,2020-02-02,31-TJM-635,SAAB,S3,2005-03-21,124616,3784,869
3894,2020-01-29,32-OGS-67,VOLKSWAGEN,POLO,2001-07-10,26240,8944,296
3895,2019-08-30,53-EST-581,FORD,FOCUS,2014-02-21,158044,4217,1494
3896,2018-07-18,35-YZB-5626,TOFAS,SAHIN,2006-08-06,150105,3390,1227
3897,2019-05-12,67-KKM-2217,VOLVO,V2,2011-02-08,110905,4681,876
3898,2020-03-30,13-QIO-4827,AUDI,Q5,2019-10-22,10430,6599,1097
3899,2018-07-05,45-LMK-3739,FORD,FIESTA,2017-02-02,80313,1395,1343
3900,2018-10-23,55-YLR-9252,FIAT,500,2006-02-01,16918,1935,570
3901,2019-05-13,71-MWW-9590,FORD,KA,2011-02-06,48593,3565,866
3902,2018-09-08,72-DSB-1187,TOFAS,KARTAL,2002-11-19,60853,9956,320
3903,2018-03-23,23-KZJ-1570,VOLKSWAGEN,POLO,2004-12-02,135878,3440,360
3904,2019-11-13,54-WVI-1725,SAAB,S1,2012-03-06,54467,5540,967
3905,2019-10-14,15-LRK-4197,VOLVO,V3,2006-03-09,45071,247,1583
3906,2019-12-13,29-ZIZ-7919,VOLKSWAGEN,PASSAT,2008-01-01,74151,9375,1294
3907,2018-04-29,31-TLF-2242,TOFAS,KARTAL,2015-01-21,56815,7706,936
3908,2018-09-11,02-BCV-8115,BMW,X7,2015-09-03,195869,6179,637
3909,2018-09-02,80-OFJ-7082,VOLKSWAGEN,JETTA,2009-03-12,124876,4612,1954
3910,2019-01-15,03-TBB-181,VOLKSWAGEN,POLO,2008-12-28,84512,7378,405
3911,2019-10-16,16-QLB-9155,AUDI,A6,2004-10-12,41356,4140,1877
3912,2019-08-23,29-FXK-938,VOLKSWAGEN,PASSAT,2006-03-23,5548,1643,468
3913,2018-05-22,53-FAG-3608,SAAB,S2,2003-08-11,183119,4290,814
3914,2018-10-31,62-FEC-4195,FIAT,500L,2000-07-06,67475,5121,891
3915,2020-03-02,08-QYR-5977,FORD,FIESTA,2018-05-18,55842,9647,1154
3916,2019-05-15,30-BSB-8394,SAAB,S3,2018-08-01,57123,3406,1496
3917,2020-05-16,74-TUR-2601,SAAB,S2,2004-11-11,117281,7148,1394
3918,2020-05-13,47-LMO-2374,VOLKSWAGEN,POLO,2000-07-26,176194,3512,876
3919,2018-07-16,13-HLI-5408,SAAB,S4,2005-03-12,64018,1059,1221
3920,2020-03-16,49-HOJ-3754,VOLKSWAGEN,PASSAT,2017-03-10,35446,3427,871
3921,2019-05-05,18-LQH-148,FIAT,EGEA,2016-07-01,3194,4109,1200
3922,2018-06-07,07-INS-7134,VOLKSWAGEN,JETTA,2003-03-08,30441,8423,881
3923,2018-05-20,60-IMJ-4612,TOFAS,SAHIN,2009-12-12,103407,9500,1923
3924,2019-12-10,21-XZL-1991,SAAB,S2,2015-11-23,99024,6123,1012
3925,2019-03-13,07-KDJ-5028,SAAB,S2,2018-03-31,92344,9292,811
3926,2018-03-06,76-HXV-4517,TESLA,T2,2008-01-18,69834,5060,1881
3927,2018-11-21,72-ISH-6114,SAAB,S2,2007-11-20,133302,9207,725
3928,2020-02-10,51-SKX-5558,FIAT,DOBLO,2007-07-06,134796,6483,443
3929,2019-05-28,03-MDH-2774,FORD,FIESTA,2011-09-22,83674,4476,1966
3930,2020-02-02,30-EJO-4882,TESLA,T3,2020-01-15,195231,5972,1351
3931,2018-08-13,39-AMZ-5069,PEUGEOT,306,2002-01-09,88006,341,1666
3932,2019-01-10,69-XSX-7751,MERCEDES,S600,2003-06-04,114692,3859,506
3933,2019-06-29,26-UAR-4776,VOLKSWAGEN,PASSAT,2015-09-23,96998,2204,1601
3934,2019-12-16,49-MEH-67,MERCEDES,S600,2010-07-24,133458,1763,1880
3935,2020-02-03,72-SRK-3678,FIAT,DOBLO,2009-11-02,60968,3039,857
3936,2019-05-08,76-RFI-1618,AUDI,Q3,2004-08-13,81685,8710,1033
3937,2020-05-27,25-YLK-1819,FIAT,500L,2019-12-31,142137,4064,1015
3938,2018-10-08,30-XPD-5668,TOFAS,KARTAL,2011-06-28,116759,9465,1984
3939,2020-02-24,38-OLF-7671,SAAB,S2,2020-01-29,177001,4660,1425
3940,2020-01-29,14-TYW-2035,MERCEDES,S600,2014-04-13,135992,1324,443
3941,2019-01-21,62-TNV-6022,TOFAS,DOGAN,2002-07-27,77673,3373,397
3942,2019-05-09,56-XVH-2099,FIAT,EGEA,2014-05-09,132556,3523,373
3943,2019-03-06,23-YAR-3126,AUDI,Q5,2019-02-09,36092,125,411
3944,2018-10-12,76-PFO-1846,PEUGEOT,206,2007-09-23,92365,7713,1121
3945,2018-01-17,03-QZJ-9799,BMW,X7,2015-06-19,166352,8531,1585
3946,2018-01-31,12-SZJ-1906,PEUGEOT,306,2004-10-09,40782,465,1990
3947,2020-04-29,29-NWU-6727,BMW,X3,2005-07-26,59890,7172,1356
3948,2019-08-03,23-AGW-8652,AUDI,Q7,2018-07-15,101007,1354,1912
3949,2018-01-19,02-JBM-9900,FORD,FIESTA,2005-03-24,186573,9666,1801
3950,2019-01-07,34-OOX-685,FORD,KA,2000-10-11,53182,3883,807
3951,2018-10-07,48-PKR-3946,VOLVO,V1,2014-03-07,148856,898,1418
3952,2018-08-09,19-AMT-6641,FORD,FOCUS,2001-05-10,130271,2302,402
3953,2019-07-13,04-ZXL-4512,TESLA,T1,2010-07-29,31315,4420,250
3954,2018-02-12,56-WIE-2758,TOFAS,SAHIN,2010-07-23,75332,7299,1259
3955,2019-05-04,59-QUQ-9978,TOFAS,SAHIN,2003-10-09,60772,4026,1467
3956,2019-05-05,06-MWK-5468,AUDI,Q7,2015-11-17,37356,3778,467
3957,2018-07-29,26-KFD-8075,VOLVO,V4,2007-12-29,141028,6502,1896
3958,2018-04-29,03-BCQ-1457,FORD,KA,2010-01-22,84065,8836,922
3959,2018-07-06,55-UKX-5608,SAAB,S3,2014-04-12,107239,6519,1581
3960,2018-02-05,22-OES-6208,VOLVO,V2,2011-02-07,21215,3472,1965
3961,2019-11-23,61-JOK-1800,MERCEDES,S350,2003-08-09,146775,7145,1285
3962,2018-02-11,71-SXG-7519,TESLA,T2,2010-03-06,24967,6535,1601
3963,2018-05-13,76-IIF-5027,FORD,FIESTA,2007-09-22,111044,305,1189
3964,2020-02-09,57-PSA-8083,TOFAS,SAHIN,2002-10-19,185473,7624,1704
3965,2018-10-22,25-KBP-806,PEUGEOT,206,2015-04-06,147818,9896,678
3966,2018-09-28,03-MUW-9238,TOFAS,SAHIN,2015-06-21,99169,4576,660
3967,2018-03-27,41-VTL-6968,VOLVO,V3,2006-02-10,41076,8674,398
3968,2018-09-24,04-TIP-4748,FORD,KA,2007-08-08,83582,9843,1771
3969,2019-06-18,48-VYL-5346,PEUGEOT,306,2004-12-06,140995,4863,1062
3970,2018-06-03,51-RJP-2711,MERCEDES,S600,2010-04-01,53989,5618,1448
3971,2018-04-18,02-XSA-3573,AUDI,Q3,2015-06-21,164848,8259,516
3972,2019-07-07,38-XZJ-9712,SAAB,S1,2007-08-08,182079,4712,413
3973,2018-05-21,53-QVA-2480,MERCEDES,E200,2004-04-23,50785,9507,635
3974,2018-08-03,07-DON-2713,PEUGEOT,407,2012-01-19,14008,7282,1935
3975,2019-06-01,75-ITT-4211,VOLVO,V3,2016-12-14,83179,6874,1746
3976,2019-03-10,26-NOX-6587,VOLVO,V2,2011-07-07,57521,4250,1272
3977,2018-04-08,67-PEA-5749,FORD,FIESTA,2009-10-19,72043,5886,1546
3978,2019-08-23,04-IQK-1945,FIAT,EGEA,2009-03-17,55935,3385,599
3979,2019-02-10,23-AEJ-1237,VOLKSWAGEN,JETTA,2016-04-05,152291,4453,456
3980,2018-09-24,08-VZM-1489,VOLVO,V3,2011-08-23,101958,623,1850
3981,2019-10-04,40-OIW-3130,PEUGEOT,407,2013-03-07,116501,1661,502
3982,2018-12-01,72-JKN-5994,SAAB,S3,2009-03-30,19467,9354,1738
3983,2020-01-21,69-ICI-8631,VOLKSWAGEN,PASSAT,2006-05-12,146890,7011,768
3984,2018-01-10,04-RSB-8930,BMW,X5,2011-08-10,119607,2823,1905
3985,2018-06-27,63-AFB-6615,VOLKSWAGEN,POLO,2006-12-10,3684,9743,1503
3986,2018-12-31,79-BKP-4966,FIAT,500,2013-05-09,197090,3026,1929
3987,2018-10-05,32-ERA-4952,VOLKSWAGEN,POLO,2016-11-01,136807,8198,1203
3988,2018-07-08,02-VPP-5484,TESLA,T4,2001-02-04,141256,1850,1197
3989,2019-09-10,72-ZYT-7534,VOLKSWAGEN,JETTA,2008-01-28,7891,1275,770
3990,2018-03-05,32-GVB-9938,AUDI,Q5,2005-09-29,19576,1027,984
3991,2018-01-14,27-KLN-5606,VOLVO,V3,2011-06-08,12584,4359,955
3992,2018-09-24,54-PIG-6207,TOFAS,SAHIN,2016-10-24,169760,5143,1275
3993,2018-10-14,60-HER-5511,VOLKSWAGEN,JETTA,2000-07-25,37492,9112,1169
3994,2019-08-07,31-UPS-2607,FORD,FIESTA,2007-06-01,155703,8686,1681
3995,2018-12-31,76-XWQ-3350,BMW,X3,2001-08-30,160562,6731,866
3996,2019-02-26,56-GFP-6561,VOLVO,V1,2006-01-03,94652,6879,1197
3997,2020-02-08,40-AFA-1764,VOLKSWAGEN,JETTA,2004-10-09,20634,3956,1971
3998,2018-09-30,04-MXQ-3911,PEUGEOT,407,2013-01-04,68959,8514,939
3999,2019-09-14,47-RVV-2345,FORD,FOCUS,2003-10-17,55193,9706,737
4000,2018-04-15,80-MSK-4346,SAAB,S1,2002-03-23,47679,7554,847
4001,2019-06-02,12-FQI-9502,MERCEDES,E200,2017-11-09,119981,6713,943
4002,2019-04-13,38-MUY-5338,FIAT,500,2001-09-09,114655,8458,929
4003,2020-03-01,20-VLF-6810,TESLA,T1,2018-08-15,123007,9162,1145
4004,2018-12-26,27-IHG-1544,VOLVO,V2,2001-04-15,106348,3290,1623
4005,2020-05-04,78-RAF-7094,FIAT,500,2009-04-26,141940,279,583
4006,2020-04-04,49-NKZ-8581,TOFAS,DOGAN,2007-10-31,162478,2910,262
4007,2018-06-18,45-NEN-9972,SAAB,S1,2003-03-20,83373,9600,539
4008,2019-03-13,21-SXR-470,FIAT,DOBLO,2001-05-29,44626,800,984
4009,2018-05-03,11-DJO-5079,AUDI,Q5,2014-04-03,36574,3176,306
4010,2019-08-09,31-FGF-9348,BMW,X3,2008-11-25,98093,8086,1806
4011,2019-01-01,28-GET-2310,PEUGEOT,306,2009-10-23,197470,6579,676
4012,2018-05-21,60-DSL-3091,SAAB,S2,2004-08-24,41335,3682,500
4013,2018-05-16,62-JGT-4861,TOFAS,SAHIN,2010-08-05,1773,5700,1745
4014,2018-04-22,41-VOL-7182,FORD,FOCUS,2013-03-15,61866,1465,863
4015,2019-08-25,78-AEB-111,VOLVO,V1,2002-04-24,131182,4127,1393
4016,2018-09-21,25-LUF-2833,MERCEDES,C180,2001-01-25,18624,5182,819
4017,2018-02-01,31-QZO-5195,FIAT,500,2010-12-19,156333,1915,895
4018,2019-05-12,50-GUS-8895,FORD,FIESTA,2007-07-18,27716,5287,1917
4019,2019-06-03,38-TYN-9997,SAAB,S4,2012-06-06,6073,2256,1300
4020,2019-12-06,61-UHE-5622,AUDI,Q3,2009-03-01,84519,4870,441
4021,2018-04-30,07-ZTL-9892,VOLVO,V1,2012-10-09,72280,480,1301
4022,2020-01-30,08-AES-8478,BMW,X3,2012-01-23,114900,6021,771
4023,2018-04-22,68-OUQ-1110,VOLVO,V1,2009-12-04,17607,4525,1793
4024,2018-10-07,64-UID-4287,VOLVO,V2,2002-05-13,49724,3497,968
4025,2020-04-20,78-KZN-4996,BMW,X7,2003-01-08,117727,8543,1329
4026,2019-04-29,79-KPW-1985,VOLKSWAGEN,POLO,2004-02-29,38843,5749,737
4027,2019-04-23,50-LXX-674,FIAT,DOBLO,2010-07-31,193731,8545,1566
4028,2019-06-05,15-UMX-5106,AUDI,Q7,2013-07-03,112647,4066,1163
4029,2019-12-13,05-PVR-5686,AUDI,Q5,2005-08-07,46519,1324,1472
4030,2019-10-13,15-JDS-4412,TESLA,T1,2018-08-12,178917,8666,1725
4031,2018-10-11,32-PIC-7511,AUDI,A6,2003-04-11,163233,7957,1950
4032,2018-05-04,22-INU-4415,VOLVO,V2,2001-12-28,179794,7737,1989
4033,2019-01-14,09-RXQ-4301,SAAB,S1,2016-01-12,114066,7973,1406
4034,2019-09-14,25-STZ-2410,PEUGEOT,306,2005-12-11,140711,4490,864
4035,2019-04-17,10-LYK-3842,MERCEDES,E200,2010-11-05,78927,9245,1599
4036,2020-05-26,03-IUN-949,AUDI,Q7,2017-11-20,144450,7267,1124
4037,2018-01-05,51-ORP-1240,PEUGEOT,306,2001-01-13,196450,3618,1486
4038,2018-06-05,02-XCB-2426,AUDI,Q7,2007-09-30,172772,2777,1522
4039,2018-11-16,16-OKR-6057,BMW,X7,2018-03-31,122078,4125,403
4040,2019-03-18,34-RAD-4389,VOLVO,V3,2001-05-28,65788,5017,625
4041,2018-09-22,03-ETG-3914,MERCEDES,S350,2017-02-18,28654,3869,1109
4042,2018-03-17,30-PWZ-3798,SAAB,S3,2013-02-25,115488,4416,717
4043,2020-01-13,42-JFH-1674,SAAB,S4,2014-02-24,184648,1547,851
4044,2019-05-31,25-EXY-5785,TOFAS,DOGAN,2014-10-11,108513,6788,1840
4045,2019-07-07,43-ECX-8360,PEUGEOT,407,2013-08-03,62892,1014,1016
4046,2018-04-04,63-DRY-1267,MERCEDES,E200,2015-06-22,80095,6187,1109
4047,2019-08-23,53-YJJ-2869,VOLVO,V3,2017-08-04,117690,6598,589
4048,2019-04-11,02-DXO-1414,FIAT,500L,2013-03-11,116535,6280,817
4049,2018-07-25,38-KWL-8404,TESLA,T3,2015-05-18,178326,7057,530
4050,2018-02-06,05-XLY-6035,TOFAS,DOGAN,2016-04-13,82148,5512,928
4051,2019-10-02,54-AXE-6156,VOLKSWAGEN,JETTA,2011-01-25,8718,9373,855
4052,2019-06-08,76-LHO-6232,AUDI,Q7,2017-08-30,80063,7415,1004
4053,2019-10-25,01-KTO-2539,SAAB,S2,2015-04-09,185939,8456,1895
4054,2018-05-11,57-VKP-4658,BMW,X5,2014-07-04,184534,1895,1161
4055,2018-08-30,34-PAZ-7998,SAAB,S1,2014-10-17,159351,9705,761
4056,2018-11-01,48-MGP-8319,SAAB,S1,2002-09-02,38984,6280,1889
4057,2018-06-08,64-ANO-9254,VOLKSWAGEN,PASSAT,2007-11-16,63190,3889,485
4058,2019-09-28,31-FSR-4963,VOLVO,V1,2019-05-27,137448,4339,1217
4059,2019-03-12,27-XFB-5255,TOFAS,DOGAN,2006-08-22,149481,3504,1821
4060,2018-08-15,74-NEL-2460,VOLKSWAGEN,POLO,2000-12-07,117040,4402,1288
4061,2018-07-06,09-UDO-4484,FORD,KA,2009-08-22,37274,1376,1419
4062,2019-07-14,08-TQI-4321,AUDI,A6,2000-06-24,161614,9196,1702
4063,2019-10-09,47-RHI-9370,TOFAS,SAHIN,2015-12-30,10899,1559,1774
4064,2020-05-17,24-XJK-3815,BMW,X3,2012-03-25,45493,9587,1438
4065,2019-01-11,64-CQD-1121,PEUGEOT,206,2006-08-27,19433,6176,1556
4066,2020-01-12,46-AHO-9211,AUDI,Q3,2007-02-24,189271,8646,623
4067,2018-03-04,34-TJW-539,AUDI,Q5,2012-11-13,158163,5745,1116
4068,2019-06-20,01-DMH-7393,TOFAS,DOGAN,2016-11-18,164264,9747,967
4069,2019-05-01,53-GHC-6679,VOLKSWAGEN,POLO,2015-12-30,100769,2428,1230
4070,2019-12-30,63-CDC-6648,VOLKSWAGEN,JETTA,2000-03-05,91031,6569,373
4071,2019-08-17,58-DOZ-2729,VOLVO,V3,2004-04-17,179931,8532,1696
4072,2018-05-12,66-BEB-530,SAAB,S1,2009-09-29,73173,8110,1013
4073,2020-03-24,73-BEZ-5263,PEUGEOT,206,2010-11-04,195246,3729,473
4074,2018-03-09,09-BLR-9308,BMW,X5,2016-04-15,185305,844,663
4075,2019-06-22,14-IFR-1697,TESLA,T1,2010-07-07,21514,7438,1682
4076,2019-08-06,72-QXB-3137,VOLKSWAGEN,JETTA,2015-10-08,115932,8846,813
4077,2018-01-04,57-RZJ-76,FIAT,500L,2002-07-15,115802,1875,698
4078,2020-02-13,58-WII-9734,BMW,X7,2018-06-19,17051,3047,1899
4079,2019-02-11,52-KKS-2716,BMW,X7,2007-01-03,182511,9628,1591
4080,2020-04-16,54-AYQ-4741,PEUGEOT,306,2008-02-22,131825,2651,355
4081,2019-01-24,49-ADW-4024,AUDI,Q7,2010-12-21,112291,7495,991
4082,2020-02-08,38-VAV-2810,PEUGEOT,306,2016-04-21,106727,8666,997
4083,2018-01-03,69-BQL-8518,AUDI,Q5,2007-03-21,104267,7222,1805
4084,2020-04-06,19-GHK-5374,BMW,X3,2014-07-22,47130,9260,1291
4085,2019-09-03,22-JPI-9820,VOLKSWAGEN,PASSAT,2008-07-05,71214,5943,892
4086,2018-06-14,46-YEK-6191,VOLVO,V1,2009-02-14,104741,4159,1580
4087,2020-03-15,46-BSF-1263,FORD,FOCUS,2016-01-11,165953,6642,1495
4088,2019-06-12,41-BAD-4650,FORD,FOCUS,2018-03-30,70402,8505,1720
4089,2018-09-28,20-NZQ-9668,FIAT,500,2006-08-31,160856,9458,1790
4090,2019-01-01,05-YKS-5953,PEUGEOT,306,2012-03-21,33786,8100,1369
4091,2020-03-08,79-SFU-5466,BMW,X7,2017-05-18,7278,6818,1209
4092,2018-06-04,26-KXZ-5487,AUDI,Q7,2016-06-14,156782,2481,1341
4093,2018-08-29,06-LEQ-1246,TOFAS,KARTAL,2015-10-02,199640,3164,1039
4094,2020-03-15,39-WPL-3612,TESLA,T1,2008-05-11,56114,2841,568
4095,2020-04-26,08-UMS-9603,TOFAS,SAHIN,2012-02-19,64724,6822,1912
4096,2018-12-11,61-XGB-7347,VOLVO,V2,2014-04-02,189140,3649,666
4097,2019-12-18,13-IYS-4949,TOFAS,KARTAL,2004-01-30,195274,5819,331
4098,2019-05-24,02-UGM-9982,VOLVO,V2,2001-07-13,63199,2969,673
4099,2019-06-19,78-ZYM-6301,TESLA,T2,2001-01-05,188471,6464,1994
4100,2018-05-31,74-NNO-889,BMW,X3,2008-09-10,196771,5135,1910
4101,2019-11-27,30-OAF-193,TESLA,T2,2007-04-06,145689,9691,1045
4102,2020-05-26,15-NHT-5111,MERCEDES,S600,2018-05-12,1171,9939,1316
4103,2019-06-18,34-VVN-2568,VOLVO,V4,2012-03-08,166600,1908,622
4104,2018-12-28,02-DRM-6913,VOLVO,V2,2007-10-14,49425,4160,967
4105,2018-07-21,21-DQZ-611,FIAT,500,2016-12-23,158620,9581,995
4106,2019-11-30,58-UYD-2232,FORD,FIESTA,2003-05-08,157457,93,1834
4107,2020-03-12,05-LPQ-4554,AUDI,Q5,2019-08-16,130087,8431,614
4108,2018-04-11,63-WXW-1813,AUDI,Q7,2012-03-01,39550,6226,294
4109,2018-02-10,58-ZWW-413,BMW,X5,2007-08-21,46320,6643,716
4110,2020-03-16,76-OFE-7518,FIAT,EGEA,2002-08-03,20160,1220,993
4111,2020-04-25,12-YBO-9918,FORD,FOCUS,2013-08-04,186946,3284,1225
4112,2018-12-16,51-BCX-7491,VOLKSWAGEN,POLO,2001-06-13,94335,4755,1882
4113,2019-02-22,54-KHC-3550,TOFAS,KARTAL,2005-05-13,131079,6190,1201
4114,2020-03-23,73-OQA-3384,MERCEDES,S600,2008-09-11,83102,2238,1210
4115,2018-07-24,72-ZAN-2922,BMW,X3,2001-11-29,55649,994,1226
4116,2018-05-16,42-EJE-5463,PEUGEOT,407,2010-04-17,143452,9458,953
4117,2019-11-26,47-WLX-8424,TESLA,T3,2000-06-06,129259,5669,784
4118,2020-03-07,17-JYU-8430,FIAT,EGEA,2011-05-02,146975,281,484
4119,2018-05-04,23-MOR-9824,BMW,X5,2016-08-14,144607,6592,1373
4120,2020-03-30,71-RZA-1066,VOLKSWAGEN,JETTA,2015-12-23,177127,9674,1069
4121,2018-09-26,80-BZH-4800,FIAT,500,2010-12-20,128877,2277,600
4122,2020-03-08,41-LUT-2269,PEUGEOT,206,2015-05-07,8710,6771,901
4123,2018-12-27,28-CRD-7089,TOFAS,KARTAL,2002-06-20,99160,6101,1433
4124,2018-11-28,42-QMA-9292,TOFAS,DOGAN,2009-01-21,84003,3222,1700
4125,2018-05-18,41-UOQ-9920,VOLKSWAGEN,PASSAT,2002-05-01,96017,2912,1036
4126,2020-04-30,77-BUL-9521,MERCEDES,E200,2012-09-22,134148,3125,1921
4127,2020-04-28,25-SQR-3932,BMW,X3,2017-05-31,127645,1838,1949
4128,2019-04-15,25-UNT-7764,VOLVO,V3,2009-11-29,166944,3057,1110
4129,2018-07-07,15-NPN-285,FORD,KA,2001-03-16,74903,9979,1004
4130,2018-11-11,81-WNW-5089,SAAB,S3,2014-07-05,58256,6810,1520
4131,2018-06-30,49-FMX-6085,TOFAS,SAHIN,2015-08-30,76804,6036,657
4132,2020-05-13,71-NMW-7643,FIAT,500,2014-11-30,11860,1043,1969
4133,2019-08-20,13-TIB-4952,VOLVO,V2,2000-12-08,64728,9385,781
4134,2019-08-04,37-VIC-7323,TESLA,T2,2000-05-02,184773,6394,266
4135,2019-04-23,08-OKJ-5497,VOLVO,V1,2014-10-22,73086,8110,715
4136,2019-01-20,35-STA-1194,TESLA,T4,2018-04-26,113580,8090,456
4137,2019-08-25,32-MLN-4427,FIAT,DOBLO,2005-07-09,40344,4869,1852
4138,2018-02-23,05-SHZ-1477,AUDI,A6,2005-04-08,182533,6835,1524
4139,2018-10-11,63-MVM-9582,FIAT,EGEA,2010-01-31,125828,963,648
4140,2019-09-09,72-RYS-4430,FORD,FIESTA,2015-09-01,18894,9107,1122
4141,2018-05-26,72-YOT-46,BMW,X5,2000-04-29,47328,3801,1335
4142,2019-11-09,09-LVN-4851,PEUGEOT,407,2018-09-06,106511,1517,1070
4143,2019-11-02,62-KUB-981,AUDI,Q5,2009-07-14,110851,429,803
4144,2018-06-09,24-WQQ-9088,VOLVO,V4,2001-12-18,199144,6388,1251
4145,2018-02-23,24-HKW-3404,MERCEDES,E200,2009-05-21,34372,1904,1235
4146,2019-12-25,06-TCG-6613,FIAT,500L,2008-11-24,164094,7479,1435
4147,2018-05-25,20-PYD-6843,SAAB,S4,2000-10-21,14326,1277,707
4148,2019-01-11,17-ONK-3750,SAAB,S1,2014-06-30,132896,2306,714
4149,2019-09-02,04-IZS-9843,FIAT,EGEA,2003-12-27,164658,7026,917
4150,2018-11-16,66-QUU-9507,AUDI,Q3,2016-08-20,22563,4831,1744
4151,2020-02-05,60-BDI-7264,SAAB,S4,2011-09-05,140589,2061,287
4152,2020-03-25,65-SJS-5575,VOLKSWAGEN,JETTA,2002-04-08,145467,7154,1931
4153,2019-05-28,75-YJI-9382,AUDI,A6,2007-12-04,173632,6104,1052
4154,2019-04-29,27-GPU-42,PEUGEOT,206,2003-04-12,187087,4618,350
4155,2019-12-08,34-HMC-3225,VOLVO,V1,2016-10-27,86360,9676,819
4156,2018-07-23,69-CTQ-5059,VOLKSWAGEN,PASSAT,2005-10-28,82622,9396,711
4157,2020-01-05,35-SXH-9299,PEUGEOT,306,2008-05-06,48705,1150,680
4158,2019-01-11,47-UHH-8871,MERCEDES,S350,2000-10-23,146481,2847,1076
4159,2018-04-02,34-GBC-5370,PEUGEOT,407,2011-12-22,122317,963,433
4160,2018-08-31,77-YPD-3382,TESLA,T4,2008-01-26,156589,7725,916
4161,2018-01-29,55-RWK-7605,VOLKSWAGEN,POLO,2011-09-17,32836,3567,774
4162,2018-08-20,80-RCB-6725,FIAT,EGEA,2013-03-11,167200,415,1551
4163,2018-01-03,03-TLX-256,PEUGEOT,407,2013-09-01,57520,6550,1843
4164,2019-12-15,68-EGK-6356,MERCEDES,C180,2017-02-24,77170,9936,1894
4165,2019-12-03,71-LBV-9066,TESLA,T4,2014-10-26,112408,8922,974
4166,2019-06-16,59-VXB-124,VOLKSWAGEN,POLO,2014-04-12,20866,6074,1765
4167,2018-04-06,77-FRX-2796,BMW,X7,2013-04-14,114159,650,991
4168,2019-06-10,42-HNN-7666,TESLA,T2,2001-03-28,101206,2676,344
4169,2019-02-11,61-LBH-820,VOLKSWAGEN,PASSAT,2017-03-01,169018,5470,1956
4170,2018-01-11,19-EEJ-4090,FIAT,500,2016-12-26,118398,4024,906
4171,2019-10-09,28-YHR-3796,SAAB,S1,2003-01-30,75783,6839,492
4172,2018-01-01,52-CJH-970,TOFAS,SAHIN,2001-02-01,134972,574,1332
4173,2020-05-09,10-CUD-8316,FIAT,500,2019-05-16,192826,8906,1446
4174,2019-07-08,78-SDS-8343,FORD,KA,2005-07-07,56347,7402,1645
4175,2020-03-15,36-RNR-7412,AUDI,A6,2011-01-10,172346,1480,1151
4176,2018-07-31,08-ZDW-9696,AUDI,Q5,2000-03-18,54821,5356,1830
4177,2019-11-14,26-YPW-1424,TOFAS,SAHIN,2016-08-21,90954,9453,276
4178,2020-03-09,46-YXL-1269,TOFAS,DOGAN,2013-08-27,38724,4929,1815
4179,2019-06-16,41-CVE-9265,FORD,FOCUS,2012-11-25,170441,9356,1543
4180,2020-05-10,09-YNR-8196,BMW,X5,2006-03-07,154584,8177,682
4181,2018-10-17,74-EHQ-6877,FORD,FOCUS,2005-01-29,31680,3071,901
4182,2018-08-28,12-XWX-9898,BMW,X3,2012-08-18,88162,1674,1574
4183,2020-05-02,01-DMF-5876,MERCEDES,S350,2005-04-14,17529,4261,1716
4184,2019-08-09,49-CQW-6681,VOLKSWAGEN,PASSAT,2015-05-18,12447,4761,1644
4185,2019-03-06,23-TAO-7751,FORD,KA,2003-07-11,9519,4114,1110
4186,2019-04-20,50-QCJ-7998,BMW,X3,2013-01-17,178783,9768,797
4187,2019-04-23,60-WNM-502,AUDI,Q3,2004-10-26,37008,606,492
4188,2018-05-26,10-EUO-1834,FIAT,500,2008-05-10,129726,7773,1747
4189,2020-03-10,23-WBZ-8115,PEUGEOT,407,2013-10-11,132321,1234,556
4190,2019-05-01,60-IBR-7603,TESLA,T3,2002-12-01,178861,8617,1280
4191,2018-03-30,71-VUR-1203,VOLVO,V3,2013-11-09,164960,7980,1523
4192,2018-11-01,10-CCL-5213,BMW,X7,2015-05-01,158201,3802,1197
4193,2018-09-16,01-YKY-7356,MERCEDES,S350,2007-07-21,20641,2261,1697
4194,2019-07-27,51-ZPM-1176,TOFAS,SAHIN,2019-04-01,65077,1818,1162
4195,2020-04-14,18-FRW-3944,SAAB,S1,2012-12-30,141159,970,636
4196,2019-06-08,62-YMU-449,FIAT,DOBLO,2003-07-22,118449,311,1885
4197,2019-06-27,17-MPI-2331,MERCEDES,S600,2000-09-15,124159,5086,1716
4198,2018-02-03,69-LEJ-3851,TESLA,T1,2004-07-23,72876,2997,1239
4199,2019-11-30,63-LBE-960,FIAT,500,2010-05-24,71196,6537,1304
4200,2019-09-09,14-IGN-291,BMW,X3,2004-03-18,32802,9629,727
