id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
4551,2019-07-17,30-IHW-6182,VOLVO,V4,2013-09-24,88647,8231,1561
4552,2018-12-29,14-YOF-3528,FIAT,500L,2014-05-29,199040,4563,1498
4553,2019-05-03,15-BMF-8240,FORD,FOCUS,2013-04-07,116095,1914,779
4554,2018-03-17,12-APB-2688,AUDI,Q3,2010-03-05,115066,2808,1481
4555,2018-12-25,27-XVT-1113,VOLKSWAGEN,PASSAT,2003-11-26,67965,9082,465
4556,2018-01-04,01-GOG-2436,MERCEDES,E200,2006-01-10,24284,8009,1465
4557,2018-12-10,09-OKL-6650,TOFAS,KARTAL,2001-07-27,131663,9830,1649
4558,2019-07-17,39-AUR-2420,BMW,X3,2000-12-21,108151,3956,347
4559,2018-04-22,66-MWN-460,AUDI,Q3,2013-10-20,183571,9675,1899
4560,2019-08-25,61-THT-7348,VOLKSWAGEN,PASSAT,2007-01-24,162251,9672,951
4561,2018-06-17,75-EOB-2850,FORD,KA,2010-10-06,195695,9720,1474
4562,2019-12-27,67-UXS-3083,TOFAS,DOGAN,2000-07-06,7952,8396,569
4563,2019-05-31,34-TBT-8038,SAAB,S2,2005-05-22,138166,6303,725
4564,2018-07-24,79-FLR-868,FORD,FOCUS,2007-04-13,48199,5848,854
4565,2018-06-03,62-AIF-8067,SAAB,S3,2009-06-18,76853,4641,1675
4566,2019-08-27,31-VDZ-3047,TOFAS,DOGAN,2000-09-23,172745,2191,577
4567,2019-01-31,13-LNF-9201,AUDI,Q3,2001-02-02,76709,2663,455
4568,2019-09-03,56-HUY-8208,PEUGEOT,206,2000-06-20,82984,7864,1711
4569,2018-06-27,42-APO-6767,PEUGEOT,206,2003-12-26,124875,9118,1089
4570,2018-05-05,75-FKS-8881,BMW,X5,2012-01-12,178079,5206,334
4571,2018-01-20,50-HEP-6442,MERCEDES,C180,2006-11-28,44285,7782,1043
4572,2018-11-04,69-LGF-4668,TESLA,T2,2013-09-22,19717,1067,605
4573,2019-04-26,49-MUT-2351,TOFAS,SAHIN,2003-10-09,109713,5646,899
4574,2019-06-17,30-MTZ-9046,VOLVO,V4,2013-01-09,155651,2034,754
4575,2018-01-23,08-XNB-400,FIAT,EGEA,2009-05-01,98081,4910,727
4576,2018-12-18,80-BSL-4231,VOLKSWAGEN,JETTA,2008-09-14,31490,987,1128
4577,2018-01-04,78-LVT-5740,SAAB,S4,2003-09-18,189241,3598,417
4578,2019-04-10,72-NRG-5978,PEUGEOT,206,2008-09-22,99986,4773,805
4579,2019-05-05,24-FES-2231,TESLA,T3,2006-07-20,45045,8966,1475
4580,2019-01-26,06-GCC-6838,FORD,FIESTA,2008-08-09,71766,7444,324
4581,2018-02-25,63-YEJ-8569,PEUGEOT,407,2018-01-25,98565,6895,1406
4582,2018-09-09,20-NTX-1996,SAAB,S1,2006-02-03,107687,1009,1944
4583,2018-08-20,66-TSM-9705,FIAT,EGEA,2005-02-10,34618,4664,687
4584,2018-06-13,09-XVV-6313,VOLVO,V2,2002-02-18,139612,5934,914
4585,2019-02-03,19-WOW-6898,VOLVO,V1,2013-04-19,26842,1433,1501
4586,2018-12-20,22-CGN-3977,MERCEDES,S600,2011-03-29,78486,1779,1126
4587,2019-03-16,54-GTR-8195,BMW,X7,2005-10-09,196927,9076,1181
4588,2019-05-24,68-MUV-7749,TESLA,T1,2018-11-30,46668,306,1338
4589,2018-03-24,30-IKO-145,PEUGEOT,306,2007-01-29,186512,5656,327
4590,2019-03-22,10-DAR-1327,SAAB,S1,2000-05-08,54233,9874,1456
4591,2018-12-25,33-NSJ-4589,MERCEDES,S350,2006-10-26,44560,4543,1924
4592,2019-10-05,49-AFB-2975,FIAT,EGEA,2016-08-12,165727,8138,799
4593,2019-01-03,54-MVZ-8487,FORD,FIESTA,2015-08-05,62240,2600,1013
4594,2019-10-14,21-VQQ-1810,TESLA,T1,2011-06-21,28465,5806,1568
4595,2018-11-30,20-KVK-6099,VOLVO,V1,2006-10-14,115395,534,1267
4596,2019-10-23,12-BRY-7245,VOLVO,V3,2012-08-30,195287,9844,994
4597,2018-08-15,42-CHQ-7596,FIAT,EGEA,2002-12-05,4597,5726,1064
4598,2018-06-13,54-NAP-2097,FIAT,500,2015-09-20,152587,5500,1575
4599,2019-11-11,14-LTA-7035,TOFAS,SAHIN,2015-07-09,168902,780,553
4600,2018-12-07,16-LCI-4018,FIAT,500L,2015-03-30,48662,7161,1447
4601,2019-10-28,40-FOU-7445,MERCEDES,S600,2000-09-29,159310,9030,1677
4602,2019-06-29,66-WTE-6784,VOLKSWAGEN,JETTA,2004-12-01,191785,8899,1979
4603,2018-10-10,45-PRG-432,TESLA,T2,2002-08-12,76820,2366,1446
4604,2018-05-27,29-VWR-8123,BMW,X5,2002-06-08,154076,1488,1311
4605,2018-01-20,51-QYD-6622,BMW,X3,2012-10-14,30473,1925,581
4606,2018-05-02,35-SYH-4884,TOFAS,KARTAL,2014-09-01,167803,2867,1450
4607,2019-12-02,67-CZA-4390,BMW,X7,2008-08-10,160070,6271,279
4608,2019-10-26,58-URY-5074,TOFAS,KARTAL,2006-07-25,72107,8077,334
4609,2019-02-27,52-QMT-1259,BMW,X3,2016-09-13,106070,5664,1407
4610,2018-05-21,46-IPU-4751,TOFAS,SAHIN,2006-06-29,158397,9782,1934
4611,2019-03-04,74-KWE-9412,TOFAS,SAHIN,2017-04-28,116849,5597,1110
4612,2019-09-23,15-JCM-5942,PEUGEOT,306,2002-04-01,163483,4863,1969
4613,2019-01-23,30-RMC-2908,FORD,FOCUS,2016-03-11,10981,2300,1989
4614,2018-03-09,30-DNB-8669,TESLA,T4,2008-08-26,20511,4606,1961
4615,2018-08-28,14-ECX-5140,MERCEDES,E200,2008-12-17,73632,2736,482
4616,2018-12-23,29-EIW-9380,AUDI,Q5,2016-07-19,75966,7816,250
4617,2019-09-19,52-LWR-2392,VOLVO,V4,2018-01-09,21970,1758,699
4618,2018-09-09,39-ZWX-6224,PEUGEOT,306,2014-08-24,96142,6318,1687
4619,2019-01-11,49-LMG-9720,SAAB,S1,2002-01-02,60182,6538,1551
4620,2019-05-04,06-AIH-9833,SAAB,S4,2007-04-14,193355,3605,318
4621,2019-06-13,08-IHG-6749,FORD,KA,2009-08-19,42534,475,837
4622,2018-05-09,34-SUK-646,MERCEDES,C180,2015-03-06,37994,1094,1827
4623,2019-01-30,14-YNK-7740,FORD,FOCUS,2005-10-14,197796,862,816
4624,2019-09-23,64-SKF-6021,PEUGEOT,306,2009-03-04,129878,5010,863
4625,2018-12-24,24-EZA-5557,VOLVO,V4,2001-10-29,154200,3786,1553
4626,2018-11-27,50-NJM-3242,SAAB,S2,2002-02-08,159320,2930,683
4627,2019-07-16,60-ESA-4836,PEUGEOT,407,2017-02-05,6732,9546,514
4628,2018-12-15,54-ZQQ-1358,FIAT,500L,2017-02-07,10296,7168,660
4629,2019-10-07,56-EBX-9139,FIAT,500,2003-09-18,74055,1852,1715
4630,2019-09-30,03-APF-3391,PEUGEOT,306,2001-12-11,171626,5521,790
4631,2018-03-06,44-CVU-1904,BMW,X3,2016-03-29,128799,4726,632
4632,2018-11-02,81-RLN-8934,PEUGEOT,407,2008-06-13,157112,6784,1192
4633,2018-07-29,15-JJD-5603,VOLVO,V2,2009-05-07,56227,6314,1529
4634,2018-01-26,70-AXY-5992,BMW,X3,2015-11-11,13209,8911,1967
4635,2018-09-09,43-DUF-1836,FIAT,DOBLO,2000-08-25,104261,8694,1702
4636,2019-12-24,17-JDX-3429,PEUGEOT,306,2019-04-17,117214,2367,934
4637,2018-04-25,13-PEJ-3150,MERCEDES,S350,2003-09-07,29732,212,726
4638,2018-09-25,64-RSJ-4383,SAAB,S2,2001-10-09,133747,4987,1156
4639,2018-09-30,34-WCN-7668,FORD,FOCUS,2005-06-01,48479,9634,1838
4640,2019-02-01,76-DAR-9582,FIAT,DOBLO,2004-08-19,129579,7233,1724
4641,2018-03-29,19-UQR-5919,BMW,X5,2005-10-25,99902,459,785
4642,2019-07-04,13-XWX-7120,MERCEDES,E200,2016-08-09,142394,6148,1584
4643,2019-09-30,44-HSI-9284,FORD,KA,2019-06-04,27895,8304,250
4644,2018-05-24,64-PFG-4603,FIAT,DOBLO,2005-04-09,181431,7800,777
4645,2019-04-06,20-MFF-4222,AUDI,Q7,2018-09-15,17770,3243,1843
4646,2019-04-03,43-KDK-2831,BMW,X3,2017-05-26,20145,5541,1901
4647,2019-05-30,03-EBO-3697,TOFAS,SAHIN,2003-11-02,196489,8725,1601
4648,2019-06-24,24-FNC-1795,AUDI,Q3,2014-06-20,180604,8504,1133
4649,2018-03-30,05-RNA-3506,VOLKSWAGEN,PASSAT,2004-02-09,199880,1576,1243
4650,2018-02-06,60-IUT-4421,PEUGEOT,306,2013-11-10,1209,4366,267
4651,2019-06-28,72-BWR-5796,FIAT,DOBLO,2014-09-15,141167,3210,977
4652,2018-12-14,56-UOO-3800,TOFAS,SAHIN,2012-08-30,153874,1947,1331
4653,2019-04-25,04-LQT-3692,VOLVO,V1,2008-03-04,174099,4426,1935
4654,2019-09-16,33-PGC-7696,BMW,X5,2000-03-04,156571,1776,1933
4655,2019-01-17,09-QWS-8825,TOFAS,DOGAN,2004-08-07,67083,2367,607
4656,2019-05-26,75-MPF-6531,MERCEDES,S350,2003-01-21,51633,6159,1533
4657,2018-10-17,19-ZDK-3832,MERCEDES,S600,2002-03-06,71982,2661,1121
4658,2018-07-26,48-VFC-5887,BMW,X7,2007-05-06,68417,9953,948
4659,2019-08-15,23-DCC-258,VOLVO,V3,2009-01-21,107734,7763,1695
4660,2019-07-17,06-ACB-8545,PEUGEOT,306,2010-02-17,73658,241,514
4661,2018-01-01,69-OHG-285,FORD,FOCUS,2017-04-04,16115,4292,366
4662,2019-01-19,58-AYB-7003,TOFAS,SAHIN,2006-12-28,110702,8902,706
4663,2018-08-25,50-JAY-8435,MERCEDES,S350,2008-09-04,61876,1961,1603
4664,2019-11-02,40-PEE-6692,TOFAS,KARTAL,2015-06-03,71392,7733,1877
4665,2018-03-27,24-ZTN-7313,TESLA,T2,2016-06-24,44384,1766,1062
4666,2018-12-20,40-PPN-2356,TOFAS,KARTAL,2017-01-28,154559,8918,1907
4667,2018-12-08,19-TPS-9058,BMW,X7,2000-07-11,72383,1161,1227
4668,2018-08-11,69-ITR-7165,BMW,X5,2014-09-22,166977,5269,1563
4669,2019-07-21,02-EDQ-8416,TOFAS,KARTAL,2002-12-04,97507,7823,577
4670,2019-11-08,73-BNM-2739,FORD,KA,2015-12-06,4445,4131,1211
4671,2018-06-14,34-MGJ-6099,FIAT,DOBLO,2001-09-12,52333,7682,1800
4672,2019-10-14,54-JYI-1374,FORD,FIESTA,2000-10-16,118102,2350,1774
4673,2019-06-09,61-DWP-3273,MERCEDES,C180,2015-04-25,102745,5430,444
4674,2019-11-21,40-ALI-2405,FORD,FIESTA,2000-12-23,175006,3629,292
4675,2018-10-27,36-DGR-8753,VOLKSWAGEN,PASSAT,2017-07-10,74527,5790,1447
4676,2019-11-03,50-UQO-6519,MERCEDES,E200,2007-01-02,52271,8466,1399
4677,2018-04-26,46-YAS-7729,VOLVO,V1,2018-01-15,101785,6714,1525
4678,2019-03-10,60-XKN-9660,SAAB,S3,2015-05-26,69606,6922,1344
4679,2019-07-27,12-SHT-8691,BMW,X3,2011-09-03,141281,1603,580
4680,2019-10-15,46-DWW-8761,AUDI,Q3,2004-06-01,83025,8764,649
4681,2018-12-03,14-KDL-1669,AUDI,Q7,2018-10-31,183491,3679,1731
4682,2019-07-03,24-PBC-7024,TOFAS,KARTAL,2015-02-10,74260,1769,745
4683,2018-11-08,75-RVW-2234,SAAB,S3,2008-02-26,109836,4820,1778
4684,2018-06-30,60-ZXC-271,AUDI,A6,2013-03-05,182928,6555,304
4685,2019-07-25,54-JSI-6378,FORD,FOCUS,2014-01-16,30746,8511,592
4686,2019-03-24,33-NVP-962,FORD,KA,2010-10-30,195064,8603,1567
4687,2019-04-04,13-DHC-9518,VOLVO,V1,2010-10-01,181455,9970,939
4688,2019-09-17,42-YZQ-4441,FORD,FIESTA,2019-06-19,119385,444,266
4689,2019-08-16,58-QRR-6474,MERCEDES,C180,2002-12-08,185175,222,1776
4690,2019-05-31,80-QLI-3422,VOLVO,V1,2016-11-13,182982,4124,269
4691,2018-04-28,49-FWP-7117,VOLVO,V1,2008-04-14,71001,3274,1470
4692,2018-08-12,26-JQM-1901,BMW,X5,2010-01-22,48838,9075,1356
4693,2019-02-19,21-EMX-5039,FORD,FOCUS,2005-03-04,77784,9916,1225
4694,2019-06-12,09-KYJ-1801,BMW,X3,2007-05-09,114906,302,310
4695,2019-07-01,12-FXW-8221,VOLVO,V1,2006-12-21,197401,9789,1791
4696,2019-01-07,51-WUF-3154,MERCEDES,S350,2001-04-19,177602,1757,459
4697,2019-12-20,75-PIM-2011,TESLA,T3,2007-06-29,126979,5428,1981
4698,2019-12-03,72-UWM-6159,AUDI,Q3,2016-05-10,181811,1582,1266
4699,2019-02-28,65-ARD-9011,VOLKSWAGEN,PASSAT,2000-05-07,132496,9826,837
4700,2019-01-15,67-ATK-3803,AUDI,Q7,2017-04-22,124792,6831,1286
4701,2018-07-06,66-PNH-8322,BMW,X5,2008-09-29,108069,6249,925
4702,2019-05-22,29-SYL-7372,SAAB,S1,2011-08-28,130094,5978,1660
4703,2018-09-26,53-KMZ-4465,BMW,X7,2012-01-24,7979,1539,812
4704,2019-11-25,33-KGZ-8894,TESLA,T1,2009-01-14,21521,7254,311
4705,2019-02-12,14-HAE-9754,PEUGEOT,206,2013-01-17,129969,7058,1317
4706,2019-07-26,66-NQX-6390,MERCEDES,E200,2011-11-09,109890,2437,1896
4707,2018-10-14,34-TRN-2461,VOLVO,V1,2010-04-21,22080,2906,1958
4708,2019-02-11,38-PQZ-3293,TESLA,T3,2001-08-09,65451,1036,1468
4709,2018-04-09,20-KNE-4140,AUDI,Q5,2017-03-05,134685,7654,1096
4710,2018-10-19,16-KAR-2665,TOFAS,DOGAN,2012-04-16,191231,2304,726
4711,2018-07-27,53-HWU-7681,SAAB,S1,2005-11-10,115017,3878,1809
4712,2018-05-18,39-SOU-2141,TOFAS,DOGAN,2012-12-30,182139,9856,1694
4713,2018-05-02,45-LMI-9432,FORD,KA,2006-09-27,117999,4313,764
4714,2019-12-23,66-PPA-7781,VOLVO,V4,2003-06-05,9786,5210,583
4715,2018-10-15,12-FQQ-7120,FIAT,EGEA,2005-12-10,30714,5316,1111
4716,2018-10-08,32-UKP-5892,TESLA,T3,2015-06-16,40672,1475,459
4717,2018-02-02,75-GME-6712,AUDI,Q3,2007-05-21,68471,9046,532
4718,2019-01-14,03-NWR-9936,FORD,KA,2009-11-30,135797,3344,787
4719,2019-05-12,48-BRS-843,FORD,FOCUS,2012-01-29,14778,6504,837
4720,2019-06-07,49-OWU-961,VOLVO,V2,2015-07-17,111039,8128,766
4721,2019-10-20,57-NZG-5592,FORD,FOCUS,2010-08-01,18607,1806,1846
4722,2019-05-20,26-LNY-44,BMW,X3,2014-04-15,82126,8542,1856
4723,2019-04-14,50-DJG-425,AUDI,Q5,2013-11-27,83330,244,673
4724,2018-12-14,80-YYE-4551,VOLKSWAGEN,POLO,2002-02-02,171739,8275,1866
4725,2019-12-13,70-MEZ-2106,BMW,X7,2009-02-21,191214,2203,1327
4726,2018-07-24,63-NSX-450,VOLVO,V2,2015-06-02,190240,470,283
4727,2019-09-11,72-NMN-873,SAAB,S3,2003-03-07,10929,4884,1067
4728,2019-10-29,32-VYO-2484,BMW,X5,2015-04-14,86796,3862,732
4729,2019-08-29,04-DGW-2543,TESLA,T1,2008-02-09,184768,2557,1668
4730,2019-01-09,70-FXI-3987,MERCEDES,S350,2011-05-17,120321,5654,1655
4731,2018-05-01,39-ZJB-9398,BMW,X3,2007-11-07,57327,6767,937
4732,2019-09-04,24-FAE-7474,TESLA,T1,2003-08-11,101048,6065,1199
4733,2019-03-08,18-HHS-9741,BMW,X7,2001-01-26,119201,5479,253
4734,2018-03-20,75-VZT-7249,SAAB,S1,2003-12-21,118999,6766,1334
4735,2018-01-18,76-CHU-8589,VOLVO,V1,2009-09-30,56638,4097,1546
4736,2018-12-17,09-RDB-8299,SAAB,S3,2001-07-10,186639,9555,1847
4737,2018-09-11,03-TYP-2348,MERCEDES,C180,2011-03-08,68720,948,1034
4738,2018-02-21,56-QHQ-4659,VOLVO,V2,2015-11-09,190116,620,691
4739,2019-12-27,40-ZMV-92,TESLA,T4,2014-01-13,28965,9596,1320
4740,2019-03-31,67-QBX-1848,BMW,X7,2004-03-14,44482,1628,1002
4741,2019-03-15,30-AGL-4022,TOFAS,KARTAL,2000-11-20,117304,3609,1335
4742,2018-09-05,12-TVL-1771,PEUGEOT,306,2002-04-07,92940,1556,945
4743,2018-08-16,77-WQB-6390,FIAT,EGEA,2009-05-08,165842,7625,1074
4744,2018-03-02,05-YYR-7904,SAAB,S2,2006-04-19,127494,8014,337
4745,2018-06-08,57-DLL-8206,BMW,X7,2010-11-02,154731,6277,536
4746,2019-04-08,80-BAR-4597,TOFAS,SAHIN,2016-01-02,6558,2924,518
4747,2019-02-02,28-FXH-9968,AUDI,A6,2015-02-07,70090,1021,1371
4748,2018-04-07,54-GSF-8477,SAAB,S1,2014-07-02,157499,248,790
4749,2018-04-14,22-UFB-5346,FIAT,500L,2008-05-26,154811,957,358
4750,2018-08-11,07-AIB-9287,VOLKSWAGEN,PASSAT,2002-03-24,37772,9028,348
4751,2018-12-29,44-SJN-3400,PEUGEOT,206,2018-01-25,25867,3883,1972
4752,2018-05-21,27-YXN-9277,AUDI,Q7,2003-08-18,94510,9585,1876
4753,2018-06-21,14-UHU-8411,AUDI,Q7,2000-10-24,174043,1542,447
4754,2019-10-28,05-LEI-5547,BMW,X3,2011-04-13,119709,4200,1917
4755,2018-09-13,81-ZTT-2203,TESLA,T2,2007-09-27,117437,6058,275
4756,2019-02-22,67-AGJ-6819,FORD,FIESTA,2005-08-11,9606,340,1588
4757,2018-09-11,78-XSQ-9758,PEUGEOT,206,2005-07-27,43211,5514,281
4758,2019-12-06,22-VPR-2567,FIAT,DOBLO,2016-05-01,82855,4797,721
4759,2018-05-25,69-IIQ-4743,VOLVO,V4,2017-07-06,79153,5156,487
4760,2019-08-29,27-NPC-5324,VOLKSWAGEN,PASSAT,2010-05-29,191099,8476,1128
4761,2019-08-03,79-UGV-2600,SAAB,S3,2008-11-30,54306,9853,1085
4762,2018-11-06,22-DLL-3684,MERCEDES,C180,2013-04-14,59067,3160,870
4763,2019-10-08,23-VZL-1289,FORD,FOCUS,2002-09-21,26261,3345,1457
4764,2018-08-24,42-XSL-1816,TOFAS,SAHIN,2009-06-20,196656,9966,477
4765,2019-09-13,41-YQB-3054,SAAB,S4,2012-11-03,58504,4799,417
4766,2019-05-30,53-OWV-2766,TOFAS,SAHIN,2007-01-06,154118,7853,966
4767,2020-01-01,59-XJW-8993,VOLVO,V3,2007-07-30,92901,9971,807
4768,2019-10-15,22-TZT-8845,PEUGEOT,306,2014-11-25,29595,6890,1281
4769,2018-07-27,26-MVL-1277,BMW,X3,2003-04-11,189292,5514,278
4770,2018-05-17,70-JJC-5431,FIAT,500,2005-01-15,131258,9933,292
4771,2018-04-30,41-QPS-9602,TESLA,T1,2015-11-22,38481,5113,421
4772,2019-07-28,42-QQS-6397,TESLA,T2,2016-03-04,46289,5962,749
4773,2019-10-21,09-CVM-1685,FORD,KA,2009-03-19,101604,7145,1602
4774,2019-12-04,61-ANS-1971,MERCEDES,C180,2005-01-13,117374,7415,676
4775,2019-09-12,57-GHD-5190,VOLKSWAGEN,JETTA,2001-05-31,23076,3090,1327
4776,2018-08-17,30-AHW-1871,TESLA,T4,2001-12-01,20564,3655,1890
4777,2019-02-19,72-LZB-4862,FIAT,DOBLO,2006-05-21,24274,1635,632
4778,2019-11-28,76-ZBB-338,VOLVO,V1,2001-06-07,65600,7663,912
4779,2019-05-04,28-IRY-5703,AUDI,Q5,2015-02-12,24689,8282,1733
4780,2019-03-05,18-RMA-9942,PEUGEOT,306,2010-08-01,31361,7747,546
4781,2019-10-04,58-UXF-7706,AUDI,Q7,2016-06-14,153157,3100,1317
4782,2019-11-16,65-TTZ-4269,SAAB,S2,2016-07-16,101617,8467,428
4783,2018-11-02,06-HBL-7778,MERCEDES,S350,2002-01-01,103469,8795,521
4784,2019-01-26,21-KLK-5451,TESLA,T2,2003-12-01,69170,6199,866
4785,2019-05-09,22-PGI-5847,VOLVO,V1,2004-08-15,57395,8593,1307
4786,2018-09-25,30-YYY-6283,TESLA,T2,2010-03-04,184181,8437,1099
4787,2019-03-01,05-WCJ-7111,MERCEDES,S350,2006-09-29,71264,5890,1740
4788,2019-12-31,32-XLH-8656,SAAB,S4,2009-10-23,145922,6930,622
4789,2019-10-15,31-LBO-922,SAAB,S1,2013-09-19,3378,4912,1015
4790,2019-06-23,80-PNV-2156,TESLA,T3,2006-05-07,177695,4466,1379
4791,2019-10-08,48-RAU-5890,VOLVO,V3,2016-06-17,137250,2858,1996
4792,2018-05-11,45-WHH-426,FIAT,500,2000-11-26,172569,3261,1819
4793,2018-09-19,63-FZQ-9158,MERCEDES,S600,2011-06-16,81771,3568,1135
4794,2018-03-12,31-WGS-4720,SAAB,S2,2006-06-25,51289,6395,623
4795,2019-03-17,52-LTM-7183,BMW,X3,2010-07-09,104021,6371,1167
4796,2019-07-30,69-WOI-8547,TOFAS,DOGAN,2010-09-27,193224,3060,1205
4797,2018-02-22,43-UNP-1833,TESLA,T3,2015-10-09,187868,622,645
4798,2019-01-01,66-TFA-4050,VOLKSWAGEN,PASSAT,2012-09-03,9977,1228,1696
4799,2018-02-25,15-GMO-4850,VOLVO,V2,2003-09-09,98154,6437,1057
4800,2019-08-01,76-OGJ-3969,AUDI,Q5,2000-05-16,167762,8511,792
4801,2018-04-25,15-AVO-607,VOLKSWAGEN,PASSAT,2003-12-10,116390,5041,830
4802,2018-05-10,48-IWH-2105,SAAB,S1,2017-10-04,135211,4867,1175
4803,2018-08-28,71-MWD-4980,BMW,X5,2017-05-12,29809,5065,1004
4804,2018-01-17,51-ZMG-9096,PEUGEOT,206,2015-12-26,52897,5436,1107
4805,2018-09-06,04-VLE-8245,SAAB,S3,2012-09-08,36535,2912,1485
4806,2019-09-02,12-FJD-219,AUDI,Q7,2018-04-17,72121,3134,849
4807,2018-03-07,52-PTA-5013,MERCEDES,S600,2014-01-27,2786,3010,793
4808,2019-07-05,71-HSX-6774,AUDI,Q3,2008-05-25,21546,9690,760
4809,2019-10-31,72-FNB-5158,BMW,X7,2006-08-24,34713,3159,526
4810,2019-05-09,63-IXU-4120,TOFAS,KARTAL,2016-04-07,195589,2351,1773
4811,2019-12-01,33-POY-9035,FIAT,500,2017-08-28,4600,562,1833
4812,2019-04-11,76-DCH-786,BMW,X7,2001-11-12,60689,6710,372
4813,2019-10-02,68-WCV-3787,BMW,X7,2018-06-27,48062,1680,1961
4814,2018-10-02,59-XFY-1746,PEUGEOT,306,2012-09-27,112305,3817,291
4815,2018-02-19,08-XOG-7943,SAAB,S1,2004-10-19,56429,4070,1927
4816,2018-01-19,46-RHE-8110,FORD,FOCUS,2002-04-28,111390,592,1763
4817,2019-01-01,48-KIK-7369,SAAB,S2,2004-02-15,143206,8327,1863
4818,2019-10-18,42-KQN-7578,TESLA,T3,2016-03-11,9110,8129,956
4819,2019-09-07,03-CYE-5517,FIAT,500,2014-03-17,32714,7314,596
4820,2018-12-02,07-JAW-7029,VOLVO,V1,2007-03-01,59200,4462,976
4821,2018-06-18,32-PCR-905,TOFAS,SAHIN,2017-10-04,48080,4865,1572
4822,2019-08-21,01-XKY-457,TOFAS,DOGAN,2009-09-30,185224,3776,388
4823,2019-05-20,30-RCT-9644,VOLVO,V4,2018-04-16,24040,3417,1417
4824,2019-09-29,45-BFR-9772,FORD,FIESTA,2016-05-03,36242,3450,1984
4825,2018-07-12,13-TYK-4028,FORD,FOCUS,2006-07-01,26316,7879,365
4826,2018-11-15,23-IWJ-3473,FORD,FIESTA,2016-07-23,160763,6411,1434
4827,2018-06-01,38-ORZ-8470,MERCEDES,S600,2011-08-23,47500,1499,1650
4828,2019-08-08,25-MYH-4069,TOFAS,KARTAL,2008-01-08,34045,5376,1173
4829,2018-06-09,04-NQP-6444,TOFAS,DOGAN,2009-12-07,109732,317,1562
4830,2018-11-19,15-ENB-7091,FIAT,500,2018-02-13,29464,2017,1129
4831,2018-12-06,08-AZG-8224,SAAB,S4,2015-10-10,104986,5391,967
4832,2018-05-18,35-WAL-1189,FIAT,500,2008-11-13,43741,6364,1077
4833,2019-03-28,06-ISO-1951,FORD,FOCUS,2003-12-11,125136,6897,969
4834,2018-01-18,72-KKU-1778,FIAT,500L,2008-09-04,159963,6838,1862
4835,2018-12-22,40-OQA-5050,FORD,FIESTA,2012-12-24,138401,3059,1439
4836,2018-01-16,63-YBG-3561,AUDI,Q5,2015-08-29,112248,4429,1834
4837,2019-07-19,61-UFS-5843,FIAT,500L,2009-02-27,87309,223,1208
4838,2018-04-06,38-EYH-6568,PEUGEOT,306,2000-04-01,89522,9509,316
4839,2018-01-27,56-EHV-2180,FIAT,500,2013-12-10,158347,9651,1383
4840,2019-01-26,60-NPZ-6874,TESLA,T2,2006-01-10,110433,2749,599
4841,2018-03-11,20-HVX-4574,TOFAS,KARTAL,2000-11-16,87139,2952,718
4842,2018-12-07,44-ELZ-411,SAAB,S2,2017-10-27,124523,9637,1365
4843,2019-11-02,67-NXQ-5126,TOFAS,SAHIN,2004-10-06,143226,109,778
4844,2018-08-30,70-LVY-698,BMW,X5,2000-07-31,178066,8110,961
4845,2019-09-12,45-DII-1534,VOLKSWAGEN,JETTA,2013-10-09,80451,261,359
4846,2019-11-11,62-VUH-4653,FIAT,EGEA,2008-07-07,145750,4186,1869
4847,2018-12-13,28-PUG-5977,FIAT,EGEA,2013-10-11,161365,4921,381
4848,2019-08-02,81-FSR-7956,SAAB,S3,2001-01-25,169914,9450,333
4849,2019-02-07,50-LUN-55,PEUGEOT,306,2001-05-04,50413,4469,1597
4850,2018-03-18,25-LLE-1582,VOLVO,V2,2000-11-28,195541,3287,933
4851,2018-05-23,14-GJG-2260,BMW,X7,2014-01-15,50244,4387,902
4852,2019-05-19,61-YEG-1977,FORD,FIESTA,2015-02-21,174610,7470,524
4853,2019-03-08,40-GFF-8001,MERCEDES,C180,2004-08-26,98338,8341,1791
4854,2019-04-10,05-AMF-5512,AUDI,Q3,2011-07-25,18663,2845,1058
4855,2019-03-31,28-XMX-2811,FIAT,EGEA,2002-02-26,117912,3183,1165
4856,2019-03-25,70-JJV-5789,FORD,FIESTA,2015-08-24,3439,1011,720
4857,2019-06-10,36-VKI-9490,MERCEDES,E200,2010-10-01,127992,9042,928
4858,2018-12-12,53-RQP-3562,BMW,X3,2010-03-30,115956,8648,1847
4859,2018-10-10,64-ZUG-1920,FIAT,DOBLO,2001-12-23,170247,2462,261
4860,2018-01-03,32-BSM-2190,BMW,X5,2008-12-17,91652,937,616
4861,2019-10-06,53-ZGN-1278,VOLKSWAGEN,JETTA,2019-04-07,58383,990,598
4862,2018-10-16,15-WMQ-7900,VOLVO,V4,2001-04-12,164157,5413,1197
4863,2018-10-13,21-PND-565,TESLA,T1,2016-06-13,150218,3527,646
4864,2018-12-30,81-WCS-1957,MERCEDES,E200,2004-05-25,78343,2698,532
4865,2018-06-16,20-VPT-4230,PEUGEOT,306,2002-05-28,39243,2982,770
4866,2018-02-08,63-UVP-5235,AUDI,Q3,2004-03-17,102680,7639,1569
4867,2019-05-08,56-PZX-5716,VOLKSWAGEN,JETTA,2003-05-03,45119,3824,987
