id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
5891,2019-04-25,81-PLB-9142,MERCEDES,S600,2019-04-23,13892,1910,839
5892,2019-06-25,40-DRA-3043,FIAT,500L,2019-01-05,23178,4805,1150
5893,2019-03-21,65-HZW-9134,SAAB,S3,2019-01-02,94986,7886,1624
5894,2019-09-29,15-SKS-1550,PEUGEOT,306,2019-03-16,48846,5171,1275
5895,2019-04-26,38-KIF-711,SAAB,S1,2019-03-16,141935,6452,870
5896,2019-10-07,79-WWU-1556,TESLA,T4,2019-02-24,69567,950,1136
5897,2019-02-15,58-TAJ-2146,TOFAS,KARTAL,2019-01-22,172106,3516,1947
5898,2019-07-08,76-QRI-1549,TESLA,T4,2019-06-20,146400,5116,1624
5899,2019-04-12,49-FLC-8387,VOLVO,V1,2019-02-28,71066,3819,871
5900,2019-12-11,49-MPL-2250,PEUGEOT,407,2019-04-02,195210,1858,1784
5901,2019-06-06,08-STB-9982,VOLVO,V4,2019-03-14,198369,398,607
5902,2019-01-05,58-WQD-3205,TESLA,T2,2019-01-03,33995,1956,1647
5903,2019-06-25,08-YHP-3373,TOFAS,KARTAL,2019-05-25,114401,1807,1686
5904,2019-06-08,60-AQA-3486,FORD,KA,2019-05-25,173154,4238,902
5905,2019-12-21,68-ARA-5965,VOLVO,V4,2019-04-07,94518,8397,530
5906,2019-05-13,41-XBE-6248,SAAB,S3,2019-01-11,24241,5586,930
5907,2019-03-03,49-FYD-4634,MERCEDES,S350,2019-02-07,57767,3003,710
5908,2019-02-17,21-ZNH-5606,VOLKSWAGEN,POLO,2019-02-01,95873,2379,296
5909,2019-01-22,07-RDW-3536,BMW,X3,2019-01-17,115131,1914,809
5910,2019-08-09,58-WJM-7747,SAAB,S1,2019-08-03,154104,4390,545
5911,2019-06-29,36-SSP-5325,VOLVO,V3,2019-04-07,19703,9212,1816
5912,2019-07-19,12-USV-4719,BMW,X7,2019-05-03,139085,5623,1183
5913,2019-10-06,08-QHI-1307,TESLA,T4,2019-06-28,42743,900,1637
5914,2019-04-08,70-KXO-4656,VOLKSWAGEN,POLO,2019-03-11,59528,954,1369
5915,2019-03-28,51-TYH-894,PEUGEOT,206,2019-03-28,170400,8322,467
5916,2019-12-10,32-WES-3206,SAAB,S4,2019-09-29,143330,8626,1422
5917,2019-02-16,73-ULO-1935,MERCEDES,S600,2019-01-22,69714,3002,1687
5918,2019-08-21,01-XRV-7516,TESLA,T1,2019-05-02,23587,8007,1093
5919,2019-11-21,69-FPK-7559,VOLVO,V3,2019-07-17,103364,5261,1574
5920,2019-11-11,28-ACU-8199,PEUGEOT,407,2019-09-13,89479,7741,1868
5921,2019-07-31,15-ZYQ-6230,MERCEDES,S600,2019-04-14,166490,4735,410
5922,2019-07-23,31-WSC-3054,SAAB,S4,2019-03-16,99776,4756,1070
5923,2019-07-26,52-ODL-1786,BMW,X3,2019-05-06,186717,4720,1662
5924,2019-01-07,29-POW-5930,VOLVO,V1,2019-01-02,95279,1917,1654
5925,2019-05-05,15-ONE-2652,MERCEDES,S350,2019-02-22,132684,9909,1617
5926,2019-09-18,09-JEP-1026,VOLKSWAGEN,POLO,2019-02-01,87713,5160,1813
5927,2019-11-22,37-MYN-7501,VOLVO,V4,2019-05-13,76868,4382,1766
5928,2019-05-08,50-GGZ-8196,SAAB,S4,2019-02-01,48169,278,1962
5929,2019-01-05,20-YXH-2642,FORD,FOCUS,2019-01-03,75821,3809,1443
5930,2019-05-07,08-HMW-645,FIAT,DOBLO,2019-04-15,170169,9382,1330
5931,2019-04-10,25-TPS-6120,TESLA,T4,2019-03-03,16131,6565,1621
5932,2019-08-26,11-RKO-9538,PEUGEOT,206,2019-04-06,27359,8372,1922
5933,2019-06-03,43-ZMO-4951,VOLKSWAGEN,POLO,2019-01-11,186820,1188,830
5934,2019-02-21,63-APS-9249,TESLA,T1,2019-01-26,71940,3368,1930
5935,2019-04-09,73-GAG-9962,MERCEDES,S600,2019-02-17,125006,4463,675
5936,2019-01-17,63-EXR-7426,FIAT,500L,2019-01-16,190533,3549,1715
5937,2019-04-08,77-ZJJ-2301,BMW,X3,2019-03-12,70864,6565,1888
5938,2019-06-06,64-MEP-4355,AUDI,Q5,2019-03-27,159088,1026,871
5939,2019-11-19,79-FMU-4968,FORD,FIESTA,2019-06-09,59783,6467,407
5940,2019-04-24,47-DWK-4833,VOLVO,V1,2019-02-07,28211,4835,761
5941,2019-08-25,56-VKO-907,BMW,X7,2019-04-02,101660,9188,917
5942,2019-12-23,76-JYC-8786,FORD,KA,2019-04-30,171417,5016,1085
5943,2019-05-08,51-SDC-6948,AUDI,Q3,2019-01-20,129622,6029,1618
5944,2019-03-14,41-LXF-4673,MERCEDES,S350,2019-01-16,197620,4195,906
5945,2019-09-29,03-XDO-8462,FORD,KA,2019-03-16,110055,9869,1635
5946,2019-12-08,03-EUO-7583,FIAT,DOBLO,2019-08-19,85928,6835,798
5947,2019-11-09,25-HNU-3502,PEUGEOT,206,2019-08-29,170565,9681,1597
5948,2019-12-05,74-CIF-1151,VOLKSWAGEN,POLO,2019-05-29,184713,3778,678
5949,2019-01-11,29-CJP-4930,VOLVO,V2,2019-01-11,17535,2988,1758
5950,2019-03-05,69-JZM-7591,VOLKSWAGEN,JETTA,2019-01-07,22734,2290,1608
5951,2019-11-09,24-MSY-5336,TOFAS,DOGAN,2019-08-17,154536,1325,540
5952,2019-06-26,63-KKZ-255,FORD,KA,2019-03-12,180658,4773,1278
5953,2019-03-21,78-HUC-9002,FIAT,500,2019-01-19,50886,2111,1631
5954,2019-10-26,70-IMJ-7550,PEUGEOT,306,2019-06-16,52545,8880,891
5955,2019-10-24,20-YKO-1180,VOLVO,V1,2019-06-30,26764,3284,1461
5956,2019-05-06,06-IHL-7198,AUDI,Q3,2019-02-23,113805,7201,915
5957,2019-02-27,68-ZQE-8754,FIAT,500L,2019-02-05,98190,5135,1878
5958,2019-05-17,05-MAT-2373,VOLKSWAGEN,PASSAT,2019-02-15,43261,296,512
5959,2019-07-08,28-OGP-9541,TESLA,T2,2019-01-02,190882,710,515
5960,2019-08-14,80-IZW-9797,BMW,X5,2019-04-11,26568,777,1232
5961,2019-09-30,58-JFA-6781,TOFAS,DOGAN,2019-03-30,97712,2497,1881
5962,2019-07-15,03-XHJ-7157,VOLVO,V4,2019-07-11,65726,5914,923
5963,2019-10-10,62-OFV-6299,BMW,X3,2019-07-05,181984,6434,1809
5964,2019-03-28,54-BZR-6289,FIAT,DOBLO,2019-01-11,38090,9089,324
5965,2019-10-06,23-ZMX-2518,FIAT,500L,2019-02-05,186573,5393,521
5966,2019-11-08,32-WFL-8351,TOFAS,SAHIN,2019-07-16,113549,7907,546
5967,2019-09-24,70-NQR-8047,PEUGEOT,407,2019-04-07,104610,3361,1444
5968,2019-11-19,05-CNR-8130,TOFAS,KARTAL,2019-04-12,196691,1925,620
5969,2019-12-28,73-QJT-2490,BMW,X5,2019-03-22,137580,687,473
5970,2019-01-31,42-BLM-291,VOLVO,V4,2019-01-04,126503,4187,542
5971,2019-09-05,40-IUW-1386,VOLKSWAGEN,POLO,2019-03-31,134289,7510,1711
5972,2019-07-29,11-DRR-1708,AUDI,Q3,2019-06-10,197953,8887,578
5973,2019-03-23,44-OCK-3527,TESLA,T3,2019-02-10,76534,2635,269
5974,2019-12-08,25-JZZ-3587,FIAT,500L,2019-03-26,46062,2496,1401
5975,2019-07-06,12-ODL-2433,FORD,FIESTA,2019-04-26,152547,3076,1593
5976,2019-01-29,48-NWK-7376,FORD,KA,2019-01-24,66821,1832,1770
5977,2019-11-21,12-QUF-8690,FORD,FOCUS,2019-11-04,64071,558,1309
5978,2019-05-24,73-ONV-6510,TOFAS,DOGAN,2019-05-18,82898,4928,719
5979,2019-03-01,57-OAN-4762,VOLVO,V1,2019-01-26,168261,2344,1087
5980,2019-05-01,76-ZPA-2512,FORD,FIESTA,2019-04-09,157412,6655,1983
5981,2019-03-08,27-JHT-3209,MERCEDES,E200,2019-01-12,109861,466,1029
5982,2019-02-13,41-AFV-2772,VOLKSWAGEN,PASSAT,2019-02-05,123433,7338,470
5983,2019-06-21,19-WEN-9088,VOLKSWAGEN,PASSAT,2019-03-23,92663,7618,1057
5984,2019-12-01,17-GRX-2744,FIAT,DOBLO,2019-08-01,173346,905,1077
5985,2019-07-22,11-QTI-9815,FORD,KA,2019-02-23,75351,900,933
5986,2019-06-04,69-UCY-5054,MERCEDES,C180,2019-01-29,68054,3476,1005
5987,2019-11-03,69-SHE-895,FORD,KA,2019-07-14,171282,5747,668
5988,2019-02-13,79-ZDS-2181,VOLVO,V2,2019-01-06,80807,3027,1775
5989,2019-01-01,55-QPY-1586,TESLA,T4,2019-01-01,10254,9727,925
5990,2019-06-09,43-NYC-7741,FIAT,500,2019-05-31,43623,4219,1779
5991,2019-01-01,81-LXP-1536,TOFAS,DOGAN,2019-01-01,73219,7434,1745
5992,2019-01-26,67-FMA-1272,TOFAS,SAHIN,2019-01-18,77192,4642,1456
5993,2019-01-09,17-PSZ-425,FORD,FIESTA,2019-01-01,109603,282,382
5994,2019-09-21,57-LZG-527,FORD,FIESTA,2019-06-01,158646,1474,1964
5995,2019-12-06,29-ECI-8611,PEUGEOT,206,2019-06-20,44903,3432,488
5996,2019-03-14,18-QIE-3105,PEUGEOT,206,2019-01-01,127391,5166,454
5997,2019-08-20,69-OVZ-656,VOLKSWAGEN,JETTA,2019-01-19,187345,8751,1565
5998,2019-05-02,26-EUF-3696,FIAT,EGEA,2019-03-12,89144,7580,424
5999,2019-09-22,25-DRV-6453,TOFAS,SAHIN,2019-03-11,54181,3192,1157
6000,2019-04-03,73-KQT-2005,PEUGEOT,407,2019-01-13,149490,868,269
6001,2019-09-04,63-INK-2703,TOFAS,SAHIN,2019-06-23,89544,2856,1660
6002,2019-01-10,29-WMX-949,MERCEDES,S600,2019-01-08,137722,5803,1819
6003,2019-03-08,47-GTR-4881,BMW,X5,2019-03-03,69336,972,653
6004,2019-11-07,70-WMC-9221,FORD,KA,2019-01-09,15428,6654,1068
6005,2019-08-24,61-HOB-3402,VOLVO,V1,2019-07-25,176051,1875,1258
6006,2019-04-18,76-GPR-9522,VOLVO,V3,2019-01-10,125538,6186,1185
6007,2019-03-15,29-URE-4470,VOLKSWAGEN,JETTA,2019-03-02,20113,768,997
6008,2019-08-21,71-GID-7434,SAAB,S2,2019-06-19,96377,3101,745
6009,2019-10-22,76-FMF-4609,FORD,KA,2019-10-13,48868,769,458
6010,2019-02-23,81-PKY-599,TOFAS,SAHIN,2019-01-21,63866,4312,1469
6011,2019-06-07,22-REE-5969,SAAB,S3,2019-02-11,82167,8067,1266
6012,2019-05-27,69-JKI-827,VOLKSWAGEN,POLO,2019-05-23,9748,6017,512
6013,2019-12-30,34-ADE-2494,SAAB,S4,2019-05-31,64265,2321,1516
6014,2019-08-11,52-JME-6067,FIAT,DOBLO,2019-04-13,96099,8106,1771
6015,2019-08-29,49-GUE-7610,PEUGEOT,206,2019-08-23,23894,918,1859
6016,2019-07-20,71-AJW-1117,PEUGEOT,306,2019-05-10,51779,7906,1031
6017,2019-12-15,49-INK-8838,MERCEDES,E200,2019-05-15,180280,634,1307
6018,2019-05-28,16-OYT-9657,AUDI,Q7,2019-01-09,78868,437,969
6019,2019-09-26,65-UMV-2620,FIAT,DOBLO,2019-09-04,63669,203,1631
6020,2019-06-04,75-KTB-562,TESLA,T2,2019-05-14,141437,2943,1872
6021,2019-01-05,26-ZRZ-7472,VOLKSWAGEN,JETTA,2019-01-02,179763,6505,838
6022,2019-11-19,11-RQW-48,PEUGEOT,206,2019-09-03,117798,9485,1090
6023,2019-01-23,60-UYJ-4392,FIAT,DOBLO,2019-01-17,166079,5947,1239
6024,2019-03-06,66-GIP-3795,PEUGEOT,306,2019-01-25,80731,5988,1821
6025,2019-10-30,64-XPS-5377,MERCEDES,C180,2019-04-16,45107,2021,1823
6026,2019-09-02,62-GFI-5874,FORD,KA,2019-06-13,164158,2879,1576
6027,2019-01-29,65-RLY-5241,TOFAS,KARTAL,2019-01-09,93466,9652,1012
6028,2019-01-29,63-JOJ-596,FIAT,500L,2019-01-22,152916,5639,1809
6029,2019-01-20,54-ZEY-1830,TESLA,T4,2019-01-11,163941,3589,1126
6030,2019-07-02,05-UDU-6612,MERCEDES,C180,2019-05-09,25195,9238,1738
6031,2019-02-25,53-YBV-406,AUDI,Q3,2019-02-23,42564,6058,768
6032,2019-02-26,40-YYX-1865,BMW,X3,2019-02-25,27812,3023,888
6033,2019-12-19,74-WOM-6842,MERCEDES,E200,2019-06-21,102895,3210,1264
6034,2019-01-03,37-KCA-6203,PEUGEOT,206,2019-01-02,168386,4792,741
6035,2019-02-17,49-AES-2285,VOLKSWAGEN,PASSAT,2019-01-05,82452,240,1106
6036,2019-05-09,31-UWH-9404,FIAT,DOBLO,2019-05-03,89661,8936,479
6037,2019-12-20,28-ARA-1266,MERCEDES,S600,2019-02-09,127586,7983,495
6038,2019-11-13,27-NNR-9660,VOLVO,V1,2019-10-15,47798,4500,663
6039,2019-08-26,28-YEK-2555,VOLVO,V1,2019-08-09,187153,5504,575
6040,2019-09-11,43-WJD-9351,VOLKSWAGEN,PASSAT,2019-05-11,43057,6706,617
6041,2019-11-10,48-CZY-7984,MERCEDES,E200,2019-09-03,81151,2995,1943
6042,2019-08-28,47-GKH-3575,FORD,KA,2019-02-23,124240,986,732
6043,2019-03-21,30-BTP-3320,VOLVO,V3,2019-03-10,195011,4952,1364
6044,2019-09-20,78-JFJ-2929,SAAB,S2,2019-07-21,183990,6399,1062
6045,2019-06-29,43-DMK-8353,AUDI,A6,2019-05-07,76064,5143,770
6046,2019-01-13,04-VPG-2049,AUDI,A6,2019-01-11,122491,9452,1669
6047,2019-11-23,11-DLH-9346,AUDI,Q3,2019-08-07,165235,3464,1694
6048,2019-08-05,59-TTX-567,AUDI,Q3,2019-02-08,39846,2276,793
6049,2019-08-19,76-HTI-3535,TESLA,T3,2019-06-06,22548,9337,533
6050,2019-09-23,11-WRZ-4716,AUDI,Q3,2019-07-31,173961,169,1633
6051,2019-05-07,57-PIW-4702,TESLA,T3,2019-05-07,19558,3430,1201
6052,2019-04-18,17-SAC-3748,TESLA,T2,2019-02-06,107515,6444,1568
6053,2019-09-07,31-BKF-4736,TOFAS,SAHIN,2019-03-24,62884,5027,1533
6054,2019-07-29,68-OBE-3383,TESLA,T1,2019-03-15,58722,3173,940
6055,2019-12-20,52-EXR-8447,TESLA,T1,2019-08-20,73574,4322,1588
6056,2019-03-04,37-BAI-9073,FORD,FOCUS,2019-02-10,137815,1366,1846
6057,2019-09-02,22-NGP-2719,SAAB,S2,2019-01-02,151215,912,1595
6058,2019-09-14,72-DMS-5218,TOFAS,KARTAL,2019-03-21,79426,637,264
6059,2019-02-21,56-ULK-8601,MERCEDES,S600,2019-01-30,92599,4732,1392
6060,2019-08-24,09-YMG-9909,BMW,X3,2019-06-26,165970,3178,1680
6061,2019-09-01,69-NLR-3612,TESLA,T1,2019-04-06,2386,9132,1958
6062,2019-07-08,02-EET-39,FIAT,500,2019-02-28,8610,2757,506
6063,2019-06-26,18-SEM-9209,FORD,FOCUS,2019-05-24,136386,1163,1797
6064,2019-01-03,73-FUA-635,PEUGEOT,306,2019-01-02,138655,7231,742
6065,2019-12-09,65-HYW-6586,AUDI,Q7,2019-11-06,88830,8481,1576
6066,2019-09-24,45-RDT-3585,MERCEDES,S350,2019-04-03,148142,7813,1511
6067,2019-02-19,14-WZH-9226,AUDI,Q5,2019-01-01,44328,789,1130
6068,2019-11-15,71-MNM-6230,SAAB,S2,2019-10-16,193569,7791,1013
6069,2019-10-11,68-TEF-7883,VOLVO,V3,2019-03-05,121261,8590,1752
6070,2019-06-07,71-GBD-3808,PEUGEOT,306,2019-03-07,6266,4053,455
6071,2019-09-24,59-EBZ-451,AUDI,Q7,2019-01-25,112110,9793,747
6072,2019-07-22,52-TJV-9093,FIAT,DOBLO,2019-04-24,94742,3299,783
6073,2019-02-11,37-MKV-6077,FORD,KA,2019-01-14,181268,4030,839
6074,2019-12-19,76-KBF-5636,AUDI,Q3,2019-07-14,139940,8492,1159
6075,2019-10-03,05-IKE-7758,TESLA,T3,2019-01-27,190622,9374,1051
6076,2019-01-11,78-IUQ-5072,FORD,FOCUS,2019-01-10,2782,8345,1763
6077,2019-07-19,75-OKB-2308,TESLA,T2,2019-01-18,121849,3901,1132
6078,2019-03-21,50-BCO-3303,FORD,FIESTA,2019-01-27,162314,3354,503
6079,2019-04-26,46-EDP-9127,FIAT,DOBLO,2019-03-16,118702,1912,983
6080,2019-03-12,56-YYF-5265,AUDI,Q3,2019-01-27,122351,6343,1693
6081,2019-04-22,55-EJP-5845,BMW,X7,2019-01-30,138518,8439,1756
6082,2019-12-28,73-LIN-421,PEUGEOT,306,2019-10-25,47316,1150,397
6083,2019-05-16,54-NWZ-3351,MERCEDES,S350,2019-01-16,84656,3408,1553
6084,2019-07-24,40-JSC-4464,VOLVO,V1,2019-03-04,133952,6786,1173
6085,2019-12-18,26-VID-8113,FORD,KA,2019-09-08,192826,4620,610
6086,2019-03-29,70-ALE-5232,FORD,FOCUS,2019-02-22,16481,5910,1667
6087,2019-04-17,09-VEK-8276,AUDI,Q7,2019-03-31,99482,8742,1744
6088,2019-05-09,03-ZWA-3901,MERCEDES,S350,2019-01-14,72333,1909,1353
6089,2019-09-04,58-NEW-6108,VOLVO,V2,2019-02-27,67936,8194,1201
6090,2019-04-15,44-JEC-9641,VOLKSWAGEN,POLO,2019-04-04,185584,6034,1895
6091,2019-03-17,50-TEG-8549,VOLVO,V4,2019-02-12,34346,5863,670
6092,2019-07-07,42-LKI-8604,FORD,FOCUS,2019-06-06,71635,4594,1926
6093,2019-11-21,81-YVN-2794,AUDI,Q7,2019-06-07,116096,8339,633
6094,2019-06-08,17-PVF-2427,SAAB,S3,2019-04-04,36951,5747,1644
6095,2019-02-21,80-JTJ-4242,AUDI,Q5,2019-02-04,68805,2935,1127
6096,2019-04-22,50-SFV-6054,TOFAS,SAHIN,2019-02-08,76179,685,1653
6097,2019-05-09,27-HKW-2080,SAAB,S1,2019-01-21,5440,2444,1981
6098,2019-11-13,52-OJQ-4927,FORD,FIESTA,2019-08-18,62584,5247,467
6099,2019-09-11,29-HKS-9480,TESLA,T3,2019-06-28,75843,8627,1861
6100,2019-03-29,24-QZM-6344,BMW,X7,2019-03-21,165289,3099,886
6101,2019-11-25,55-LWH-7385,FIAT,500,2019-06-04,38805,9831,302
6102,2019-10-24,75-JBN-2515,TOFAS,SAHIN,2019-04-18,39209,6047,1962
6103,2019-01-23,68-RLQ-453,SAAB,S3,2019-01-23,23204,9109,812
6104,2019-03-22,13-PDQ-3334,FIAT,EGEA,2019-02-17,48090,7844,1800
6105,2019-04-10,47-ELM-8166,PEUGEOT,206,2019-01-28,122371,925,1958
6106,2019-08-03,45-QQM-6794,FIAT,500L,2019-01-21,132839,4127,1338
6107,2019-06-14,67-KOE-439,TOFAS,DOGAN,2019-05-05,139208,4291,1349
6108,2019-03-12,56-PAC-5224,AUDI,A6,2019-01-10,195086,3791,1603
6109,2019-06-07,75-FYV-9803,VOLVO,V1,2019-04-18,168792,2692,1219
6110,2019-02-12,70-HRQ-9194,FIAT,EGEA,2019-02-12,1353,1831,273
6111,2019-09-07,07-KFC-7666,PEUGEOT,407,2019-06-26,15437,6042,1772
6112,2019-07-28,17-NNI-5056,VOLKSWAGEN,JETTA,2019-03-01,171572,8983,1279
6113,2019-05-18,31-QIW-586,VOLKSWAGEN,POLO,2019-01-10,44581,5098,1714
6114,2019-03-12,04-BCL-6689,FIAT,500,2019-02-07,54451,6341,1329
6115,2019-07-02,44-YSF-6969,TESLA,T1,2019-02-28,38443,4963,681
6116,2019-07-20,66-TTQ-9358,FIAT,500,2019-06-20,139191,6549,513
6117,2019-12-28,81-XUQ-8049,PEUGEOT,306,2019-10-13,138733,831,1277
6118,2020-01-01,72-AFN-913,MERCEDES,C180,2019-07-07,25266,9015,1843
6119,2019-01-06,01-POR-9595,BMW,X3,2019-01-05,166123,2124,1549
6120,2019-11-20,15-QFA-4596,VOLVO,V2,2019-08-20,162376,7130,1898
6121,2019-12-25,17-XNP-1541,AUDI,Q5,2019-03-20,45216,8137,1368
6122,2019-07-22,68-OQU-9023,MERCEDES,S350,2019-04-30,51883,9155,521
6123,2019-01-03,37-FHB-3066,VOLKSWAGEN,PASSAT,2019-01-03,110926,7911,550
6124,2019-01-26,48-IEG-8142,VOLVO,V4,2019-01-22,150443,6743,1830
6125,2019-03-17,12-DWX-3346,TOFAS,KARTAL,2019-01-28,195592,6715,888
6126,2019-12-19,78-PEO-6764,FIAT,DOBLO,2019-09-12,185122,3232,1019
6127,2019-05-04,53-XVZ-2312,VOLVO,V1,2019-02-07,71393,1077,758
6128,2019-08-05,30-WTF-303,BMW,X5,2019-04-12,38732,5831,353
6129,2019-07-13,81-FQY-6256,SAAB,S1,2019-02-22,89516,8447,854
6130,2019-10-29,35-RAG-2370,TOFAS,DOGAN,2019-08-19,195829,7610,1165
6131,2019-09-26,48-KBY-3706,PEUGEOT,206,2019-08-10,129624,5282,305
6132,2019-11-08,12-YBD-2224,AUDI,A6,2019-02-18,154484,7684,1873
6133,2019-07-09,21-ZWW-1013,AUDI,Q3,2019-06-23,109783,6082,1117
6134,2019-09-20,07-QDE-8241,FORD,FIESTA,2019-08-23,135577,5047,1380
6135,2019-07-06,38-GTJ-2127,VOLKSWAGEN,PASSAT,2019-01-25,112670,2286,1075
6136,2019-11-22,38-AEO-7691,FORD,FOCUS,2019-05-19,182870,4680,1321
6137,2019-10-23,63-QVP-8984,VOLKSWAGEN,JETTA,2019-09-26,10037,4866,1828
6138,2019-11-15,39-HLE-3524,AUDI,Q7,2019-03-02,49810,2773,643
6139,2019-10-29,40-TJF-2666,FIAT,EGEA,2019-03-24,81223,9015,529
6140,2019-06-28,70-QDT-4381,AUDI,Q7,2019-06-22,126670,7849,1770
6141,2019-07-17,23-PJU-7771,SAAB,S2,2019-03-27,13823,4222,1531
6142,2019-04-11,70-NWW-2117,TESLA,T2,2019-03-16,136543,7204,1772
6143,2019-09-10,37-CDR-1215,FORD,KA,2019-03-05,88318,1789,540
6144,2019-10-30,25-YST-3059,AUDI,Q7,2019-08-18,89473,4117,1087
6145,2019-11-03,10-ZYB-5772,SAAB,S3,2019-05-31,39048,6975,1785
6146,2019-01-25,05-NJI-191,PEUGEOT,206,2019-01-12,152991,6466,459
6147,2019-09-01,15-JJS-9959,TOFAS,KARTAL,2019-01-02,79309,5182,639
6148,2019-12-16,05-ANQ-1188,TESLA,T1,2019-12-14,32707,4162,1646
6149,2019-07-24,78-GBG-4843,PEUGEOT,206,2019-02-05,68978,3988,1771
6150,2019-08-31,02-INO-6742,SAAB,S4,2019-02-26,49671,188,1375
6151,2019-08-08,14-PLP-6774,FIAT,500,2019-01-09,58457,1834,1644
6152,2019-06-02,64-KDX-6083,VOLKSWAGEN,PASSAT,2019-03-31,169328,9656,1243
6153,2019-06-15,04-AAF-3245,TESLA,T1,2019-01-25,16776,9010,1475
6154,2019-06-25,58-LDT-7580,BMW,X3,2019-01-13,195991,2314,693
6155,2019-12-22,68-VGX-130,VOLKSWAGEN,PASSAT,2019-02-02,134100,7248,1305
6156,2019-12-06,11-HGJ-6389,BMW,X5,2019-09-09,117888,1431,1733
6157,2019-04-14,04-IOK-3572,BMW,X3,2019-03-31,179552,8869,953
6158,2019-10-27,07-UEU-4079,TOFAS,SAHIN,2019-06-07,157742,1943,1693
6159,2019-05-26,05-VMB-3271,FIAT,500L,2019-05-20,2552,3455,1269
6160,2019-03-26,13-GEV-2539,SAAB,S4,2019-02-23,48458,8165,715
6161,2019-06-20,68-PVG-2908,MERCEDES,S350,2019-02-05,38832,8055,1595
6162,2019-11-08,49-BHS-2616,BMW,X3,2019-09-30,188384,1847,1979
6163,2019-09-06,76-LTI-6849,MERCEDES,S350,2019-01-31,10245,1543,709
6164,2019-12-16,16-RYH-6028,VOLKSWAGEN,POLO,2019-06-12,12839,4193,1048
6165,2019-09-03,14-DVA-9916,AUDI,Q3,2019-03-06,38062,6389,606
6166,2019-05-15,61-QJD-299,BMW,X5,2019-03-19,2556,5013,1704
6167,2019-05-09,25-WTQ-2971,PEUGEOT,206,2019-03-25,152775,8291,342
6168,2019-11-22,08-CQJ-406,TESLA,T1,2019-01-22,169539,5569,1761
6169,2019-10-20,69-ITL-615,SAAB,S2,2019-04-25,10687,8721,554
6170,2019-01-13,69-EUM-9232,VOLVO,V1,2019-01-09,119157,9508,1539
6171,2019-06-27,31-SYU-5077,AUDI,Q7,2019-05-03,194775,5155,720
6172,2019-02-25,74-IQN-4552,AUDI,Q7,2019-02-21,51931,3372,1836
6173,2019-06-21,03-BZF-3191,TOFAS,KARTAL,2019-05-14,117563,4643,428
6174,2019-10-08,37-KBP-5907,PEUGEOT,306,2019-06-02,56991,2365,1219
6175,2019-10-22,79-LWF-3216,FORD,FOCUS,2019-03-11,72894,3984,905
6176,2019-01-22,43-WCO-2716,PEUGEOT,206,2019-01-12,38986,8853,1734
6177,2019-03-20,03-NXK-7130,FORD,KA,2019-03-08,31007,9811,1366
6178,2019-06-15,07-DFU-6506,MERCEDES,E200,2019-04-05,43500,6330,334
6179,2019-04-26,03-QRR-2000,FORD,FIESTA,2019-03-19,188049,1000,1917
6180,2019-08-24,08-USS-4182,MERCEDES,S350,2019-07-07,158762,6167,1118
6181,2019-02-18,62-DYB-4744,FORD,KA,2019-01-01,25402,2948,907
6182,2019-03-01,21-UYZ-5005,BMW,X7,2019-02-16,164021,5031,1023
6183,2019-02-14,67-HCO-244,FIAT,500,2019-01-28,59734,5344,427
6184,2019-07-15,14-FCA-7338,BMW,X5,2019-01-04,153770,6736,1170
6185,2019-03-06,53-AGS-6395,MERCEDES,S600,2019-02-20,88078,7170,352
6186,2019-01-05,04-SNC-6911,TESLA,T1,2019-01-05,142547,3123,579
6187,2019-02-17,01-HUJ-1926,BMW,X7,2019-01-10,144762,9697,1575
6188,2019-02-06,03-DER-6425,VOLKSWAGEN,POLO,2019-01-01,18821,9974,1363
6189,2019-04-09,46-WDQ-4025,AUDI,Q5,2019-02-01,104997,9423,257
6190,2019-08-16,77-SNY-2173,FIAT,EGEA,2019-07-22,160924,4807,1135
6191,2019-02-03,61-PHD-4698,MERCEDES,C180,2019-01-05,65085,9389,1920
6192,2019-09-30,27-VMN-2812,TOFAS,DOGAN,2019-07-19,199672,1726,1695
6193,2019-03-24,49-SBS-7193,VOLKSWAGEN,POLO,2019-01-29,74171,6260,846
6194,2019-10-09,02-CCZ-2311,VOLVO,V1,2019-04-27,97546,7524,1519
6195,2019-05-05,79-DKQ-2750,SAAB,S3,2019-01-04,155089,3314,876
6196,2019-06-02,81-NZC-1095,FIAT,EGEA,2019-06-01,184068,7256,1392
6197,2019-08-19,29-YJE-3038,SAAB,S4,2019-02-23,20639,2803,837
6198,2019-12-11,71-GVA-902,TESLA,T2,2019-08-13,90821,3666,626
6199,2019-08-21,63-VVS-5533,TOFAS,SAHIN,2019-03-04,10376,1761,1032
6200,2019-10-15,79-HYA-2047,FORD,FOCUS,2019-07-07,194723,3335,1111
6201,2019-05-17,43-ITD-7075,FORD,KA,2019-01-26,34434,5387,1634
6202,2019-06-22,04-AOD-8907,FORD,KA,2019-04-04,86711,2671,1265
6203,2019-04-27,22-NJL-8699,BMW,X5,2019-02-18,3413,2423,467
6204,2019-02-28,64-XER-821,TOFAS,KARTAL,2019-01-06,96322,9279,733
6205,2019-09-02,77-UDL-7629,BMW,X7,2019-07-31,31268,9410,429
6206,2019-12-10,53-BIF-7929,MERCEDES,C180,2019-07-02,117578,4638,1925
