id,tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
1752,2019-01-24,14-ULS-1381,PEUGEOT,306,2011,91899,4409,532
1753,2018-10-16,40-YHM-2266,TESLA,T4,2014,44713,328,1890
1754,2018-08-14,45-QTA-9517,VOLKSWAGEN,JETTA,2000,87220,1518,841
1755,2018-11-06,31-BAL-758,VOLKSWAGEN,POLO,2012,162229,6520,837
1756,2019-10-05,43-DAC-674,MERCEDES,C180,2011,20242,9701,367
1757,2018-05-22,78-YAU-3381,FIAT,500,2010,88483,8407,1223
1758,2018-10-22,21-MBS-2443,MERCEDES,S600,2001,35291,9413,1101
1759,2019-10-03,13-IKR-4413,MERCEDES,C180,2016,81001,6713,1541
1760,2018-11-16,73-TQF-2626,TESLA,T1,2002,49031,1347,436
1761,2019-08-21,34-FGN-147,FORD,KA,2013,183249,3259,1029
1762,2019-12-03,32-WEH-8839,AUDI,Q3,2014,93780,1130,659
1763,2018-12-21,44-RZS-7557,FIAT,EGEA,2014,181096,4857,1305
1764,2019-08-28,16-PEA-1099,VOLKSWAGEN,PASSAT,2011,162518,2402,378
1765,2018-05-27,40-AUO-5738,VOLVO,V1,2012,36114,8665,1719
1766,2018-06-02,52-JND-5493,FIAT,500,2009,15499,5956,1197
1767,2018-09-07,07-ZBV-8287,VOLKSWAGEN,POLO,2003,134773,7874,1289
1768,2019-03-26,71-EJH-5224,FIAT,DOBLO,2002,155630,4908,521
1769,2018-11-15,51-ASN-7456,FIAT,DOBLO,2013,136157,672,960
1770,2018-12-29,77-VFU-4589,VOLKSWAGEN,JETTA,2002,114066,8271,1828
1771,2018-10-21,75-ZZO-8825,VOLKSWAGEN,JETTA,2015,133423,8100,1903
1772,2018-12-12,78-JPR-2429,VOLVO,V1,2012,199361,3518,891
1773,2018-02-28,54-XFL-1084,TESLA,T4,2010,167708,7900,353
1774,2019-10-11,15-VWF-5038,PEUGEOT,407,2007,111121,4706,420
1775,2018-02-17,71-HSA-8325,FORD,FOCUS,2007,97556,4984,1305
1776,2018-03-04,74-BEP-348,VOLKSWAGEN,JETTA,2005,164469,1988,1228
1777,2019-09-22,72-MRE-9721,TESLA,T2,2008,188629,2928,665
1778,2019-09-01,28-WWC-3830,VOLKSWAGEN,POLO,2002,108760,6062,334
1779,2018-10-12,69-XOQ-1888,MERCEDES,E200,2013,15423,3247,565
1780,2019-07-08,53-UQY-7539,TOFAS,KARTAL,2014,163777,6145,496
1781,2019-06-01,16-DNG-5011,AUDI,A6,2008,85414,1305,694
1782,2018-05-06,73-PAO-3544,VOLVO,V3,2015,44088,6832,875
1783,2019-01-31,31-GFS-5608,VOLKSWAGEN,POLO,2007,83397,1395,1027
1784,2018-08-06,12-UDW-1121,TESLA,T4,2006,141791,6191,1463
1785,2019-04-03,54-TMZ-5854,FORD,FIESTA,2001,50905,8157,674
1786,2018-04-04,71-MWG-8583,AUDI,Q3,2014,140245,891,878
1787,2019-02-03,40-QUT-6396,VOLVO,V4,2006,116575,5547,321
1788,2018-11-13,44-TQM-6382,FORD,FOCUS,2001,44175,4292,1016
1789,2019-02-12,22-VUI-9353,AUDI,Q5,2009,173893,5587,415
1790,2018-01-17,50-KML-5173,TESLA,T3,2005,136090,5499,393
1791,2019-03-16,57-FRG-6843,SAAB,S2,2002,34189,5615,705
1792,2019-01-26,56-TAH-7717,BMW,X7,2005,35322,6298,1773
1793,2019-06-15,35-YHY-9340,VOLKSWAGEN,PASSAT,2014,163071,8637,1625
1794,2018-06-28,17-TKH-7552,VOLVO,V3,2005,188348,3782,644
1795,2019-12-26,52-DWC-328,MERCEDES,C180,2009,85708,8773,1400
1796,2019-01-07,71-UEO-2406,SAAB,S1,2013,103219,9894,1045
1797,2018-04-07,50-QBN-654,PEUGEOT,306,2012,41422,5938,792
1798,2019-10-27,63-WMH-8222,FIAT,500L,2009,114377,4431,514
1799,2019-03-14,05-SJG-9129,AUDI,Q3,2007,74912,8634,1266
1800,2018-02-08,45-LFO-114,FIAT,500L,2013,16808,9276,1747
1801,2018-12-30,53-KPA-2815,BMW,X5,2003,21158,3485,704
1802,2018-04-04,32-WJS-3814,VOLVO,V2,2005,170970,2060,1397
1803,2019-01-31,52-WYV-6605,SAAB,S2,2016,40721,6293,1598
1804,2019-06-10,13-ACA-9647,TOFAS,KARTAL,2002,17035,3588,1611
1805,2019-11-22,72-DUC-3764,PEUGEOT,206,2013,66190,6185,1487
1806,2018-12-03,66-TMC-9509,FIAT,EGEA,2015,95899,4989,1646
1807,2019-12-30,45-WZD-3777,FORD,KA,2014,50506,5353,936
1808,2019-07-20,06-YMU-6561,PEUGEOT,206,2000,187184,6526,1546
1809,2019-10-27,13-CAF-6780,SAAB,S1,2015,131738,8696,1869
1810,2019-09-16,78-JVW-6713,BMW,X5,2017,152487,2970,1144
1811,2019-08-01,27-MZP-9260,SAAB,S2,2012,99308,610,1794
1812,2019-10-11,25-IHM-13,BMW,X3,2012,135107,6529,398
1813,2019-07-13,53-ANA-4815,TOFAS,SAHIN,2016,166685,2086,804
1814,2018-06-28,66-MFD-4009,PEUGEOT,206,2000,126840,7439,1546
1815,2018-05-23,13-HIX-6090,VOLKSWAGEN,JETTA,2013,122711,8232,1629
1816,2019-04-14,43-JNH-2982,TOFAS,SAHIN,2002,135979,4508,810
1817,2019-02-27,41-JDD-6249,FORD,KA,2012,194932,7006,1209
1818,2018-09-08,81-GNG-1778,BMW,X3,2002,71698,8711,571
1819,2018-09-27,23-MJA-8457,PEUGEOT,407,2010,79715,1811,1747
1820,2019-04-12,20-MDD-2030,FORD,KA,2007,139439,2399,948
1821,2018-11-07,48-AWQ-5060,PEUGEOT,407,2000,15607,6040,1578
1822,2019-03-16,29-GIE-3945,BMW,X3,2010,47105,460,1118
1823,2019-04-29,61-OER-8918,SAAB,S4,2002,49797,6479,1610
1824,2018-10-23,55-SYW-6340,TOFAS,SAHIN,2004,131293,913,1663
1825,2018-04-15,62-RPQ-8583,FORD,FIESTA,2017,59011,9033,1130
1826,2019-02-13,19-XAV-4519,FIAT,EGEA,2008,161126,8695,339
1827,2019-01-26,30-UCY-8253,TESLA,T3,2000,18917,7227,913
1828,2019-11-10,54-FYM-4757,VOLKSWAGEN,POLO,2002,4543,8835,309
1829,2018-03-14,01-EXW-9557,MERCEDES,S350,2006,61348,5577,1605
1830,2019-07-26,19-ZMD-2158,FIAT,EGEA,2012,170863,6373,1788
1831,2019-11-17,60-RNA-3939,AUDI,Q5,2007,171808,4629,1657
1832,2019-06-11,60-KAY-5427,MERCEDES,S600,2013,198590,1750,1714
1833,2019-11-22,06-LPX-9798,PEUGEOT,407,2014,107315,6886,435
1834,2018-10-27,75-CIY-4532,TOFAS,SAHIN,2016,191452,7957,349
1835,2018-01-01,01-QWA-9884,TESLA,T2,2006,185354,9267,1840
1836,2018-06-07,70-AIM-1880,TESLA,T4,2009,36072,8663,441
1837,2018-12-07,81-GVM-4929,TOFAS,SAHIN,2013,2629,5194,693
1838,2019-02-24,48-IQX-7195,FIAT,EGEA,2017,82262,3396,411
1839,2018-05-15,11-JBB-9656,TOFAS,DOGAN,2008,172237,8880,1359
1840,2019-10-22,27-KFG-4599,AUDI,Q7,2016,171397,5127,1571
1841,2019-06-26,63-PUE-1047,BMW,X5,2001,43050,4336,1431
1842,2019-06-18,01-SBI-8209,MERCEDES,E200,2011,4689,4032,920
1843,2019-12-12,50-AQQ-5968,FORD,KA,2016,43686,3623,917
1844,2019-12-23,28-POR-8305,BMW,X5,2008,120957,6779,966
1845,2018-08-22,45-UNL-2022,MERCEDES,E200,2000,60703,2464,288
1846,2019-12-18,50-VIU-2873,MERCEDES,C180,2000,72369,4982,385
1847,2019-07-01,32-WXO-3449,TESLA,T3,2014,1661,3034,894
1848,2019-03-09,12-QYM-1055,VOLVO,V2,2001,89903,6553,1565
1849,2019-07-15,46-IFG-9350,FORD,FOCUS,2011,196165,7293,954
1850,2018-10-27,21-ZNX-9972,PEUGEOT,306,2008,136555,4395,1056
1851,2019-08-26,36-TCA-804,TOFAS,SAHIN,2003,142525,2395,313
1852,2019-11-11,24-NFK-9754,FIAT,500L,2017,73111,2761,625
1853,2019-07-01,16-EES-3472,MERCEDES,C180,2017,20043,8236,1193
1854,2018-10-07,41-HTV-6866,FORD,KA,2012,160020,1135,877
1855,2018-10-08,06-GKA-3622,FORD,FIESTA,2005,164443,1774,592
1856,2018-04-23,49-YZE-8669,VOLVO,V3,2000,47298,8654,699
1857,2018-06-12,03-TDQ-2132,BMW,X3,2009,137703,9444,1922
1858,2018-01-16,05-LIA-2505,SAAB,S3,2000,196087,294,747
1859,2019-07-19,38-WGG-3996,TOFAS,KARTAL,2011,174614,8062,1578
1860,2018-05-29,01-IWY-4132,VOLVO,V4,2013,159623,4552,1168
1861,2019-10-24,39-IEC-6562,BMW,X3,2014,151866,9681,534
1862,2019-12-19,26-PDD-2956,FIAT,500L,2015,184668,9115,374
1863,2019-01-12,42-DOY-1727,PEUGEOT,407,2007,65941,6865,496
1864,2018-05-03,02-JVL-2208,MERCEDES,C180,2006,137284,8796,386
1865,2019-03-26,13-VGU-6899,TESLA,T1,2000,99251,6757,1022
1866,2019-08-11,45-FIJ-6885,FORD,KA,2016,154460,5096,1030
1867,2018-09-02,43-APW-6675,AUDI,Q7,2011,182895,4366,518
1868,2018-01-01,69-ITM-4875,FIAT,500L,2008,76287,6311,1805
1869,2019-06-07,39-SIF-7883,FORD,FOCUS,2008,99242,2253,1494
1870,2018-06-06,21-NME-6644,PEUGEOT,206,2000,16660,1600,1079
1871,2019-04-05,51-OMW-1547,FIAT,500L,2011,70072,4966,377
1872,2019-10-29,39-FHE-6004,AUDI,Q7,2000,127480,4272,1716
1873,2019-01-06,62-FOP-3672,BMW,X7,2001,150483,7755,1882
1874,2018-09-07,64-LHU-1225,FORD,KA,2006,82091,9712,1615
1875,2019-03-20,41-ZGT-7345,MERCEDES,S350,2010,156129,5379,820
1876,2018-03-22,08-UGL-2384,TESLA,T2,2008,10039,5979,457
1877,2018-01-22,27-JFX-5713,TOFAS,DOGAN,2001,90732,9331,900
1878,2018-01-01,81-CLD-4980,FIAT,DOBLO,2009,115210,9530,730
1879,2018-10-26,12-GJO-4591,VOLVO,V2,2017,48503,5832,684
1880,2019-12-06,19-OEM-2709,BMW,X3,2015,51792,9430,1804
1881,2018-12-07,69-JDL-1100,PEUGEOT,407,2010,17970,5854,1069
1882,2018-03-07,76-JVQ-3903,SAAB,S3,2016,52275,9785,1969
1883,2020-01-01,11-DHU-4124,BMW,X7,2006,39658,9138,1208
1884,2019-10-21,05-MFW-5072,AUDI,A6,2002,171778,1431,663
1885,2019-12-03,14-ABO-9734,SAAB,S4,2006,84607,686,771
1886,2019-04-29,18-OQD-1497,MERCEDES,C180,2009,91431,9358,1603
1887,2018-01-18,32-XXY-6447,SAAB,S3,2016,195656,7676,1081
1888,2019-09-13,22-RTS-1737,TESLA,T2,2008,1179,5746,1637
1889,2019-10-28,76-IFB-2372,MERCEDES,C180,2002,136431,6630,393
1890,2019-05-18,07-APL-2680,BMW,X7,2011,146912,6064,1897
1891,2018-04-21,04-QLK-4365,PEUGEOT,206,2005,81868,223,367
1892,2019-11-20,20-KCC-3452,FORD,KA,2003,20735,2210,1808
1893,2019-06-26,03-PEL-6566,VOLKSWAGEN,PASSAT,2015,170789,4790,752
1894,2018-07-23,49-WFC-5208,FIAT,EGEA,2006,55064,7231,1617
1895,2019-06-12,55-YJR-6031,FORD,FIESTA,2017,190878,1828,1747
1896,2019-04-19,18-HGH-1732,PEUGEOT,206,2014,22782,7281,1323
1897,2018-05-24,61-UBD-7799,TOFAS,SAHIN,2000,187293,6584,1384
1898,2018-07-18,24-NEB-8461,BMW,X3,2004,132715,4274,1601
1899,2018-08-08,56-NJK-509,VOLKSWAGEN,POLO,2006,183125,6507,335
1900,2018-10-15,24-BTU-5780,MERCEDES,C180,2003,186282,8293,444
1901,2018-08-28,22-BWA-7045,TOFAS,DOGAN,2003,69058,9706,1023
1902,2018-09-14,79-GNU-8546,VOLVO,V2,2004,51426,9022,1412
1903,2019-08-07,62-YYG-585,MERCEDES,S350,2011,161779,511,496
1904,2019-10-12,64-BWF-4711,TESLA,T1,2014,24794,1217,1624
1905,2019-01-20,79-YRZ-2075,MERCEDES,S350,2009,120622,8839,1063
1906,2019-08-14,75-WGN-7103,BMW,X5,2001,101169,1236,460
1907,2019-01-05,77-NKI-8561,FORD,FIESTA,2015,159398,4587,1307
1908,2019-03-23,52-KHL-1756,MERCEDES,E200,2008,30650,7272,370
1909,2019-02-07,10-FTF-1623,FORD,FOCUS,2012,171635,147,1097
1910,2018-02-05,05-ETK-8576,VOLVO,V2,2004,80055,1835,1852
1911,2018-02-15,71-ZBM-4506,FIAT,DOBLO,2002,104782,9981,879
1912,2018-08-30,60-BPX-6635,FORD,KA,2017,18139,9651,448
1913,2019-03-30,66-LAU-1387,SAAB,S2,2004,145542,8724,1215
1914,2018-06-01,25-ZXK-796,VOLVO,V2,2009,134298,911,902
1915,2019-08-12,38-LUY-2972,FIAT,500L,2004,169810,7655,281
1916,2018-12-19,80-IVB-6192,PEUGEOT,206,2002,193525,2898,388
1917,2019-01-29,29-TMH-7977,SAAB,S1,2004,199315,5818,1234
1918,2018-02-28,27-MBE-3920,SAAB,S2,2010,90305,9439,882
1919,2018-04-16,34-IKQ-7380,PEUGEOT,206,2016,144965,5640,777
1920,2019-03-21,35-VRQ-6883,SAAB,S1,2015,83034,4329,1901
1921,2019-08-13,15-VJO-5303,FORD,FOCUS,2013,113340,9588,588
1922,2018-06-21,78-MVP-3858,MERCEDES,S350,2011,28401,810,1113
1923,2019-11-29,71-GLL-3658,BMW,X3,2003,88877,1106,1372
1924,2019-03-05,40-EYB-2333,VOLVO,V1,2005,128151,7835,995
1925,2018-08-03,72-LKU-7654,TOFAS,SAHIN,2007,81000,4653,1179
1926,2019-04-15,33-JMN-3515,FIAT,500L,2015,166853,2888,866
1927,2018-11-27,53-INX-6699,SAAB,S1,2016,174801,6149,1883
1928,2019-06-26,12-NQV-5129,BMW,X5,2002,53777,2036,1586
1929,2019-12-07,76-NSK-5549,VOLVO,V2,2013,10680,1055,1851
1930,2019-04-29,16-OXQ-5324,TESLA,T3,2007,87814,974,1591
1931,2019-02-02,81-WSZ-5978,TESLA,T4,2011,191419,8654,1537
1932,2018-05-28,76-GIO-4867,VOLVO,V2,2004,73755,2945,667
1933,2019-05-16,14-THE-6722,MERCEDES,S600,2013,178147,9684,1008
1934,2018-11-14,07-UPU-5802,MERCEDES,S600,2014,130904,5081,757
1935,2018-04-09,16-ACP-5939,TESLA,T2,2016,96949,3171,958
1936,2018-10-11,37-WSM-3014,FIAT,500,2001,41424,3033,1010
1937,2018-06-19,01-GSA-3542,MERCEDES,S600,2017,179690,56,1817
1938,2018-12-31,63-VRW-7698,FIAT,EGEA,2013,40475,4702,1081
1939,2019-05-19,71-OHN-9713,FIAT,500,2009,146976,672,824
1940,2019-01-01,52-PEC-7757,FORD,FOCUS,2012,181124,317,926
1941,2018-01-08,29-SKS-1800,VOLVO,V3,2001,154384,3201,822
1942,2018-07-25,27-HAA-1647,PEUGEOT,306,2015,76425,9892,1020
1943,2018-12-25,74-HNE-9051,VOLKSWAGEN,PASSAT,2000,93959,3329,325
1944,2018-04-25,11-EHV-3740,FORD,FOCUS,2014,145157,3099,1393
1945,2018-08-21,01-FDK-905,BMW,X5,2012,15928,385,1176
1946,2018-07-06,47-MJO-3344,VOLVO,V3,2002,135759,1328,674
1947,2018-04-14,23-KUK-2439,MERCEDES,S600,2014,15520,8263,840
1948,2018-01-28,17-GRV-3284,MERCEDES,S600,2016,133654,1355,1946
1949,2018-03-04,69-NIU-1882,BMW,X3,2000,33307,7995,1273
1950,2019-07-26,27-IJZ-7487,VOLKSWAGEN,PASSAT,2003,1050,4981,430
1951,2019-11-15,18-SOC-1338,MERCEDES,S350,2005,30303,3833,1891
1952,2019-07-03,24-HUH-8983,PEUGEOT,206,2001,168789,6150,999
1953,2019-08-17,53-FNN-6787,SAAB,S4,2015,172193,7074,864
1954,2019-11-09,59-PAJ-3096,FORD,KA,2006,146174,3523,822
1955,2018-12-06,72-EVL-5648,TOFAS,SAHIN,2003,49195,8852,1127
1956,2018-10-23,42-LPL-4655,MERCEDES,S350,2012,140211,4727,1272
1957,2018-07-27,41-DXM-4517,TESLA,T4,2006,105587,2418,312
1958,2018-11-08,54-OQT-7051,PEUGEOT,306,2016,66197,4127,265
1959,2019-08-18,58-KKH-1084,TESLA,T3,2009,124027,3856,1218
1960,2019-08-05,63-OMM-8912,AUDI,A6,2007,81708,9368,639
1961,2019-05-17,59-QIE-5563,PEUGEOT,306,2017,103163,8162,817
1962,2018-01-11,08-EVH-6164,VOLVO,V4,2002,190853,8273,1272
1963,2019-10-02,13-ATV-2335,MERCEDES,S600,2010,75851,9802,507
1964,2019-06-08,74-EQD-4792,VOLKSWAGEN,JETTA,2005,98099,6420,953
1965,2019-10-25,11-FOK-6562,TESLA,T4,2008,171798,5992,1098
1966,2019-02-02,75-LUP-2047,FORD,FOCUS,2003,26306,2000,1518
1967,2019-12-03,13-PFM-6527,VOLVO,V3,2008,59349,1703,1258
1968,2019-07-17,79-ZPQ-230,TOFAS,SAHIN,2007,78597,4027,1451
1969,2018-01-24,80-CCC-812,FORD,KA,2008,8406,7889,1534
1970,2018-07-15,34-OLQ-3557,BMW,X3,2009,108850,630,272
1971,2018-05-07,03-PZN-4250,BMW,X5,2009,77740,3486,1085
1972,2018-11-29,71-PCY-2150,TESLA,T3,2007,143760,452,523
1973,2018-06-10,78-SKM-5986,VOLVO,V1,2003,41013,5205,1202
1974,2018-12-25,60-AEV-8488,VOLVO,V3,2016,121842,5924,1931
1975,2018-01-23,40-VGE-772,BMW,X5,2005,1432,3154,727
1976,2019-03-18,42-OQF-1639,FIAT,500,2011,197801,8957,284
1977,2018-05-10,47-UWY-3677,AUDI,Q5,2008,18465,2652,1769
1978,2019-08-13,52-EGH-1204,TESLA,T1,2017,149525,2273,1322
1979,2018-01-31,38-RCP-6687,SAAB,S1,2017,52924,8454,652
1980,2018-05-02,60-SEM-3842,BMW,X7,2001,172060,1713,1986
1981,2019-09-25,35-LOR-2681,MERCEDES,S350,2006,154447,8656,1288
1982,2019-06-21,38-SMJ-6913,FIAT,EGEA,2010,125319,9015,1829
1983,2019-08-28,45-MFV-1497,TESLA,T4,2017,151439,4396,1420
1984,2019-11-22,58-JYO-5839,FORD,KA,2002,30866,2510,1503
1985,2019-05-20,24-TQO-5372,TESLA,T4,2008,26088,472,1934
1986,2018-01-12,81-HDI-2438,FIAT,DOBLO,2006,189862,5935,1639
1987,2018-02-10,13-XSF-7579,TOFAS,DOGAN,2010,12716,5157,1563
1988,2018-11-13,55-IYY-7516,SAAB,S4,2008,43003,5750,1148
1989,2018-11-07,29-REU-6526,VOLKSWAGEN,POLO,2006,158694,3446,1465
1990,2018-03-28,02-ADC-6892,SAAB,S1,2012,68989,829,1298
1991,2018-03-06,37-VCS-8542,TESLA,T1,2008,199618,7251,632
1992,2020-01-01,25-JDR-8033,TESLA,T4,2002,7212,8557,1678
1993,2018-08-13,13-BYC-6474,TESLA,T3,2008,182742,281,477
1994,2018-07-14,50-KQW-5181,MERCEDES,E200,2004,137402,2019,1052
1995,2019-11-23,46-OBF-2788,FIAT,500,2002,184212,6056,925
1996,2018-10-01,35-LIQ-8118,MERCEDES,E200,2007,115235,226,1275
1997,2019-03-15,58-JPX-3241,TESLA,T4,2015,63857,3019,624
1998,2019-11-29,34-QAZ-5281,FORD,FIESTA,2008,165720,5545,1306
1999,2019-03-17,65-CGQ-3517,BMW,X7,2005,98642,9774,1959
2000,2018-03-22,57-ACE-2212,AUDI,Q5,2017,145534,897,742
2001,2019-11-09,48-VFZ-6057,TESLA,T2,2007,153073,809,1370
2002,2018-03-23,43-OSD-5043,SAAB,S1,2015,70165,5924,901
2003,2018-01-04,77-QAA-4867,MERCEDES,E200,2008,64801,2958,658
2004,2018-02-10,30-DUO-9956,AUDI,Q7,2013,160870,6824,1755
2005,2019-09-22,08-QUH-189,MERCEDES,S350,2005,144868,3148,1430
2006,2018-05-11,60-KZI-4213,FORD,FIESTA,2004,44742,2452,1100
2007,2018-02-21,74-FTN-6433,VOLVO,V1,2010,89770,2102,1076
2008,2018-07-09,80-ZEI-7886,VOLVO,V2,2016,20639,6551,1355
2009,2019-12-12,06-WDB-6063,AUDI,A6,2014,20954,6929,346
2010,2019-11-30,29-ORJ-5330,BMW,X3,2008,94180,6654,1005
2011,2018-08-06,53-ZEH-5527,TESLA,T3,2005,4203,4098,1982
2012,2019-08-26,41-HKV-1545,TOFAS,SAHIN,2016,182152,3830,1358
2013,2019-04-30,50-JRH-153,VOLKSWAGEN,JETTA,2005,187620,7237,344
2014,2019-05-31,59-AZR-1959,AUDI,Q5,2006,95362,9325,611
2015,2018-03-14,45-HYZ-4256,TESLA,T1,2002,183736,6789,882
2016,2018-05-24,81-PYC-7934,SAAB,S1,2011,29210,3487,765
2017,2019-06-20,16-JQJ-3612,VOLKSWAGEN,PASSAT,2006,69686,6022,1607
2018,2019-10-30,62-QII-6723,VOLKSWAGEN,PASSAT,2013,93171,8773,1107
2019,2018-08-20,68-DAO-829,BMW,X5,2003,60779,843,447
2020,2019-08-31,42-AOO-6725,MERCEDES,S350,2010,138212,9853,1952
2021,2018-06-30,03-RPY-468,SAAB,S1,2012,43795,1058,556
2022,2018-08-26,66-POB-4754,BMW,X5,2000,115213,1431,1834
2023,2019-12-06,58-XPD-4501,BMW,X3,2007,166719,8540,1143
2024,2019-08-24,39-TCP-351,VOLKSWAGEN,JETTA,2015,106468,6170,315
2025,2018-11-04,11-TAD-9273,SAAB,S1,2003,165205,934,1500
2026,2018-11-08,22-PVT-7072,BMW,X7,2000,101982,111,321
2027,2018-12-19,04-JZP-7617,FIAT,500L,2004,99947,8456,1162
2028,2019-01-21,40-HNF-4356,VOLVO,V2,2012,161835,8488,1830
2029,2018-12-12,66-PZP-1592,VOLKSWAGEN,JETTA,2002,60470,1057,1385
2030,2019-12-18,61-PKZ-3359,TOFAS,KARTAL,2005,105459,2776,529
2031,2018-11-20,43-EDG-5989,SAAB,S2,2004,32462,1687,1930
2032,2018-08-21,64-RJZ-5975,TOFAS,KARTAL,2016,98769,6660,665
2033,2019-06-28,81-ESL-9048,VOLVO,V3,2010,123993,3485,607
2034,2018-07-30,03-FRP-6431,AUDI,Q7,2013,103274,4157,1200
2035,2019-01-17,07-MSN-8629,TESLA,T1,2014,43196,7148,898
2036,2019-08-17,16-ZLH-6733,TESLA,T3,2010,1548,5590,1354
2037,2018-03-23,01-DKM-5314,TESLA,T2,2005,189188,7277,1601
2038,2019-06-03,74-MPE-293,FIAT,EGEA,2013,112926,7157,1929
2039,2019-08-01,08-LAD-2422,TOFAS,DOGAN,2003,106900,3066,1486
2040,2019-03-21,48-RJE-8972,BMW,X5,2001,38387,5740,1548
2041,2018-08-17,41-AOI-7734,PEUGEOT,306,2008,150181,8144,1071
2042,2019-11-05,65-HXX-9196,FIAT,EGEA,2009,88666,4765,1316
2043,2019-04-28,09-VQU-8637,TOFAS,DOGAN,2010,164051,5628,1229
2044,2019-12-11,63-AUC-2877,BMW,X3,2000,58432,126,660
2045,2019-12-15,47-EQY-1190,VOLKSWAGEN,PASSAT,2005,127068,6403,1273
2046,2018-08-20,16-HEG-7659,FIAT,500L,2011,194480,9167,1605
2047,2019-05-23,10-TAC-2676,BMW,X3,2001,74731,3376,1831
2048,2018-06-27,21-VNA-1761,TOFAS,KARTAL,2000,19779,6679,545
2049,2018-11-04,13-AML-6213,VOLKSWAGEN,POLO,2010,43768,78,1946
2050,2018-08-02,53-FNZ-5269,TESLA,T3,2015,54422,6567,1356
2051,2018-10-17,24-QKO-6656,AUDI,Q5,2006,110456,9728,646
2052,2018-05-23,06-PKV-1716,TOFAS,SAHIN,2001,110275,2426,1088
2053,2018-02-14,49-XXR-1598,VOLKSWAGEN,JETTA,2009,126616,5867,1180
2054,2019-06-02,16-CPW-9287,BMW,X3,2010,31521,6650,1751
2055,2019-10-01,52-NJK-1232,MERCEDES,E200,2001,42361,6054,964
2056,2019-06-22,30-KGV-4384,FIAT,500,2002,185240,3441,451
2057,2019-11-25,22-XJN-142,FORD,FOCUS,2002,171739,8874,1998
2058,2018-03-08,21-PEC-7827,AUDI,Q7,2007,178692,9390,794
2059,2019-07-12,77-DGG-7076,FIAT,500,2002,127285,4771,924
2060,2019-10-27,56-SXB-9169,VOLKSWAGEN,JETTA,2008,50857,1784,827
2061,2018-01-26,79-QXB-7230,SAAB,S4,2008,147469,7068,570
2062,2019-01-11,45-WZH-5234,BMW,X5,2008,69008,1094,1722
2063,2018-10-18,68-MUM-9148,FORD,KA,2006,164168,6756,1697
2064,2018-12-02,35-WZP-9272,MERCEDES,S350,2005,89048,8414,1031
2065,2018-07-09,29-ICO-7925,TESLA,T2,2016,130686,2834,734
2066,2019-01-14,76-UOE-2213,VOLKSWAGEN,JETTA,2001,87974,2034,669
2067,2019-02-06,36-YSM-9434,MERCEDES,S600,2003,183152,4070,1419
2068,2018-01-04,19-SRF-4197,VOLVO,V1,2012,133702,3199,1850
2069,2018-11-06,16-SPH-1176,MERCEDES,E200,2001,147876,7184,1021
2070,2019-08-31,20-QIJ-1072,FIAT,DOBLO,2014,167400,1016,1666
2071,2019-01-06,17-UYR-8639,SAAB,S1,2014,193125,1693,1405
2072,2018-10-27,62-BDC-6527,BMW,X3,2000,105835,4240,1298
2073,2019-12-19,08-VYH-9334,VOLKSWAGEN,POLO,2008,91235,1231,976
2074,2018-06-08,14-RXZ-7416,VOLKSWAGEN,POLO,2002,108571,3231,963
2075,2019-03-15,34-DHV-6324,SAAB,S4,2000,151527,3980,1571
2076,2019-08-08,08-TWR-4457,MERCEDES,S600,2003,191266,4145,1439
2077,2018-02-08,05-XUN-5701,MERCEDES,E200,2017,42351,5961,430
2078,2018-07-06,56-FUE-9318,TESLA,T2,2017,170973,9761,1081
2079,2019-10-07,76-XUU-2926,FIAT,EGEA,2000,169738,8222,434
2080,2018-11-13,43-BNS-6725,FIAT,DOBLO,2003,13571,579,1097
2081,2018-01-22,21-VMM-5819,FORD,FIESTA,2003,199165,6831,1722
2082,2019-01-16,18-EFK-8734,PEUGEOT,206,2011,101123,1541,452
2083,2019-05-28,01-LSK-1698,VOLKSWAGEN,JETTA,2015,41669,2592,551
2084,2018-08-02,74-GZT-1200,BMW,X5,2015,154666,6906,1786
2085,2018-01-19,24-MNH-1383,SAAB,S2,2010,146786,3854,1665
2086,2019-05-26,69-IKV-1044,VOLVO,V3,2009,79102,5726,1497
2087,2018-10-04,21-JKW-8062,AUDI,A6,2006,122931,1753,1383
2088,2019-09-30,27-LXJ-5342,AUDI,Q7,2004,149983,8542,814
2089,2018-09-24,40-LQD-9406,FORD,FIESTA,2012,102123,6244,1826
2090,2019-02-25,57-AJE-6188,PEUGEOT,206,2005,161213,6334,1730
2091,2018-03-22,33-HYV-180,TESLA,T2,2006,189385,3112,705
2092,2019-10-23,31-BFG-9823,FORD,FOCUS,2008,96330,1102,606
2093,2018-03-05,80-NXY-6579,FIAT,EGEA,2005,38533,1075,1702
2094,2018-11-19,32-NTP-4960,TOFAS,KARTAL,2001,26670,6566,612
2095,2019-02-14,69-NDT-594,SAAB,S2,2011,25173,2021,303
2096,2018-12-21,67-IAB-8307,AUDI,Q5,2015,32047,2443,1824
2097,2019-09-16,16-EKL-3407,PEUGEOT,206,2003,46462,6819,772
2098,2018-04-13,26-BIM-3335,TOFAS,SAHIN,2004,99480,1012,1932
2099,2018-04-13,11-UTB-240,TOFAS,DOGAN,2003,94975,7619,627
